监测时间,WS0202,WS0203,WS0204,WS0205,WS0206,WS0207,WS0208
2020/3/27,14.8 ,25.7,16.2 ,65.9 ,41.7 ,7.0 ,8.0 
2020/3/28,14.3 ,26.2,17.3 ,67.8 ,42.0 ,9.2 ,8.5 
2020/3/29,13.7 ,26.8,17.6 ,69.4 ,42.9 ,10.1 ,9.4 
2020/3/30,13.5 ,27.3,17.9 ,70.1 ,43.2 ,10.1 ,9.4 
2020/3/31,13.4 ,27.3,17.5 ,70.4 ,43.3 ,9.8 ,9.0 
2020/4/1,13.6 ,27.3,17.1 ,70.1 ,43.0 ,9.8 ,8.8 
2020/4/2,13.8 ,27.3,16.7 ,69.8 ,42.9 ,9.4 ,9.3 
2020/4/3,13.7 ,27.2,16.5 ,69.4 ,42.3 ,10.0 ,9.6 
2020/4/4,13.5 ,27.2,16.4 ,69.5 ,42.5 ,9.9 ,9.7 
2020/4/5,13.3 ,27.4,16.4 ,69.5 ,42.7 ,10.1 ,9.3 
2020/4/6,13.4 ,27.5,16.2 ,69.1 ,42.6 ,9.8 ,9.3 
2020/4/7,13.9 ,27.3,15.8 ,67.9 ,42.2 ,9.3 ,9.0 
2020/4/8,13.7 ,28.0,16.1 ,67.5 ,42.2 ,8.9 ,9.2 
2020/4/9,14.1 ,27.7,16.7 ,66.8 ,42.2 ,8.7 ,8.8 
2020/4/10,14.3 ,27.0,16.6 ,66.8 ,42.2 ,8.6 ,8.9 
2020/4/11,13.9 ,27.3,16.4 ,68.9 ,43.0 ,10.1 ,8.6 
2020/4/12,13.9 ,27.3,16.3 ,69.5 ,42.6 ,10.2 ,9.0 
2020/4/13,13.9 ,27.0,16.7 ,70.0 ,42.4 ,10.5 ,9.2 
2020/4/14,13.8 ,27.3,16.6 ,69.9 ,42.5 ,10.2 ,9.2 
2020/4/15,13.6 ,28.0,16.4 ,69.9 ,42.8 ,10.3 ,8.8 
2020/4/16,14.0 ,27.8,16.3 ,69.4 ,43.0 ,9.7 ,9.0 
2020/4/17,14.2 ,27.7,16.4 ,68.9 ,43.0 ,9.3 ,9.6 
2020/4/18,14.1 ,26.8,16.6 ,68.4 ,42.8 ,10.1 ,10.5 
2020/4/19,13.1 ,27.2,16.9 ,69.9 ,44.3 ,11.7 ,11.9 
2020/4/20,12.9 ,27.8,16.5 ,72.3 ,44.6 ,11.1 ,11.6 
2020/4/21,13.0 ,27.2,16.3 ,76.2 ,45.3 ,10.9 ,11.6 
2020/4/22,12.8 ,27.8,16.2 ,79.0 ,46.2 ,11.0 ,11.3 
2020/4/23,12.6 ,28.1,16.0 ,80.9 ,46.6 ,11.1 ,10.5 
2020/4/24,12.9 ,28.2,15.6 ,81.6 ,46.1 ,11.2 ,10.0 
2020/4/25,12.9 ,28.7,15.4 ,81.3 ,46.1 ,10.7 ,10.1 
2020/4/26,12.4 ,29.5,15.6 ,82.1 ,46.7 ,10.7 ,9.6 
2020/4/27,12.4,29.5,15,81.9,46.7,10.4,10.3
2020/4/28,12.9,29.3,14.4,81.1,46.3,10.1,10.4
2020/4/29,13.1,28.9,14.5,80.8,46.3,9.9,10.4
2020/4/30,13.2,28.8,14.7,80.9,46.5,9.9,10.3
2020/5/1,13.2,29.0,14.7,81.2,46.5,10.6,10.3
2020/5/2,13,29.4,15,80.9,46.3,10.3,10.2
2020/5/3,13.4,29.0,15.1,80.3,46.2,10.2,9.8
2020/5/4,13.4,29.4,15.8,80.3,46.7,10.1,10
2020/5/5,13.4,29.0,16.5,79.9,46.9,9.8,10.6
2020/5/6,13.5,28.6,16.6,79,46.7,9.3,10.4
2020/5/7,13.8,28.9,16.6,78.2,46.5,9.1,10.2
2020/5/8,13.8,28.9,16.8,77.9,46.6,9,10.3
2020/5/9,13.6,28.9,16.8,77.1,46.2,9.7,10.5
2020/5/10,12.7,28.9,14.6,81.3,46.8,10.9,10.6
2020/5/11,12.5,29.3,14.7,83.1,47.4,11.2,10.6
2020/5/12,12.7,29.5,14.4,84.1,47.3,11.1,10.5
2020/5/13,12.9,29.5,13.7,84.4,46.8,10.8,10.6
2020/5/14,12.5,29.6,13.9,85.1,47.8,11.2,11.1
2020/5/15,12.6,29.8,13.8,85,47.7,10.8,10.7
2020/5/16,12.8,29.7,13.4,84.6,47.6,10.7,10.1
2020/5/17,12.8,29.8,13.1,84.4,47.6,10.9,10
2020/5/18,12.8,30.5,13.6,84.2,46.8,10.4,10.3
2020/5/19,13.1,31.0,14.3,83.2,47.8,9.7,10.3
2020/5/20,13.1,30.6,14.7,82.7,47.7,9.8,10.8
2020/5/21,12.6,29.9,14.2,84.8,47.6,11.4,11.6
2020/5/22,12.5,30.6,14.2,85.6,47.9,11.2,11.1
2020/5/23,12.8,30.5,13.6,84.8,47.5,10.7,10.5
2020/5/24,12.7,31.0,13.3,84.7,47.8,11.1,10.5
2020/5/25,12.4,30.2,13.2,85.1,48,11.7,11.5
2020/5/26,12.6,31.1,13.1,85,48,11.2,11.3
2020/5/27,12.6,31.3,13.4,84.5,48.2,11.2,10.8
2020/5/28,12.6,31.5,13.6,84.8,48.2,11.2,10.9
2020/5/29,12.8,31.6,13.6,84.6,48,11.1,10.5
2020/5/30,13.1,31.6,14,83.6,47.5,10.8,9.9
2020/5/31,13.3,31.3,14.7,82.8,47.1,11.2,10.3
2020/6/1,13.3,31.5,15.4,81.9,46.9,11,10.6
2020/6/2,13.3,31.3,16,80.3,46.9,10.3,10.1
2020/6/3,12.7,32.1,16.1,80.7,48,11,10.9
2020/6/4,12.8,33.0,16.8,80.2,47.9,11.3,10.7
2020/6/5,12.9,33.1,17.5,79.9,47.9,11.3,10.5
2020/6/6,13.5,32.8,18.1,79.1,47.3,11,10.3
2020/6/7,13.6,33.6,19.1,79.6,47.8,11,10.7
2020/6/8,13.8,33.8,19.7,80.4,48.2,11,11
2020/6/9,12.9,34.8,18.2,81.3,48,11.8,11.2
2020/6/10,12.5,36.3,16.9,82.8,47.7,12,11
2020/6/11,12.5,36.5,17,83.2,48,12,11
2020/6/12,12.5,36.9,16.3,83.7,48.2,12.3,11
2020/6/13,12.4,36.8,14.8,85,48.5,11.9,11.5
2020/6/14,12.6,36.2,14.1,86.4,48.2,11.9,11
2020/6/15,12.4,36.4,13.8,86.9,48.6,12.1,11.3
2020/6/16,12.6,36.9,13.3,86.3,48.4,12,10.9
2020/6/17,12.5,36.9,13.2,86.4,48.3,12.1,11.4
2020/6/18,12.3,37.2,13.4,86.8,48.7,12.2,11.4
2020/6/19,12.3,37.2,13.3,86.8,48.4,12.1,11.9
2020/6/20,12.4,37.2,13.4,87.2,48.7,12.2,11.9
2020/6/21,11.7,37.2,13.6,88.8,49.5,12.6,12.5
2020/6/22,11.5,37.2,13.9,92.6,50,13,12.8
2020/6/23,11.6,37.2,13.7,94.7,50.3,12.9,12.6
2020/6/24,11.8,36.8,13.5,95.8,50.2,12.6,13.2
2020/6/25,12.4,37.0,13.4,87.2,48.7,12.2,11.9
2020/6/26,12.3,37.2,13.2,96,50.8,12.1,11.5
2020/6/27,12.7,36.6,12.9,95.2,50.1,12,11.8
2020/6/28,12.3,36.7,12.6,96.5,50.1,12.2,12.1
2020/6/29,11.9,36.7,13.1,96.5,50.5,12.6,12.2
2020/6/30,12.3,36.7,12.6,96.4,50.4,12.1,11.8
2020/7/1,12.3,36.8,12.6,96.5,50.1,12.2,12.1
2020/7/2,12.1,36.1,12.9,97.4,51,12.8,12.5
2020/7/3,11.9,37.7,12.7,99.2,51.1,12.9,12.4
2020/7/4,12.1,38.1,12.4,99.6,51.3,12.8,12.6
2020/7/5,12,38.1,12.3,99.9,51.3,13.1,12.4
2020/7/6,12,38.2,12.2,100.1,51.6,13.4,12.8
2020/7/7,11.7,38.3,12.4,100.5,51.9,13.6,12.8
2020/7/8,11.5,38.1,,101,51.8,13.8,13
2020/7/9,12,38.1,12,101,51.4,13.2,12.9
2020/7/10,12.1,38.1,11.6,101.2,51.5,12.7,12.4
2020/7/11,12.3,38.6,11.9,100.9,52.1,12.7,12.8
2020/7/12,11.8,38.8,12.3,101.8,52.4,13.3,12.9
2020/7/13,12,38.3,11.9,101.6,52.2,13.2,12.7
2020/7/14,12,39.4,12.6,101.5,52.3,12.8,12.4
2020/7/15,12.1,39.4,13.2,101.4,52.4,12.6,12.7
2020/7/16,11.9,39.1,13.4,101.7,52.4,12.8,12.4
2020/7/17,11.4,38.6,12.7,103.3,53,13.8,12.8
2020/7/18,11.4,39.2,12.2,105.1,53.7,14.1,13.9
2020/7/19,11.2,39.6,12.1,105.9,54.2,13.9,13.9
2020/7/20,11.9,40.4,11.7,105.3,53.8,13,12.7
2020/7/21,11.8,40.3,11.4,105.8,53.7,13.4,13.3
2020/7/22,11.7,40.6,11.4,106.7,54.2,14,13.6
2020/7/23,12.1,40.5,11.2,106,53.8,13.6,13
2020/7/24,12.1,40.7,11.4,105.4,53.9,13.7,12.8
2020/7/25,12.1,41.4,11.7,104.7,54,13.4,12.7
2020/7/26,11.1,42.1,12.2,107.1,55.7,13.8,13.4
2020/7/27,10.9,45.8,11.4,110.1,56.7,14.1,13.6
2020/7/28,11.5,46.2,10.7,110.3,56.4,13.8,13.2
2020/7/29,11.8,46.6,10.4,109.6,56.1,13.9,13.4
2020/7/30,12,47.1,10.5,109.7,56.3,13.6,13.3
2020/7/31,12.3,46.9,10.9,108.9,55.6,12.9,12.4
2020/8/1,12.4,46.9,11.4,107.9,55.6,13.7,13.4
2020/8/2,12.1,48.0,12.6,108.5,55.7,14,13.4
2020/8/3,12.1,48.8,13.6,108.9,56,13.6,12.6
2020/8/4,12.3,49.4,14.9,109,56.4,13.2,12.8
2020/8/5,12.9,50.2,16,108.6,56.3,12.6,13
2020/8/6,13.6,50.7,16.6,108.5,55.6,12.1,12.9
2020/8/7,13.9,51.6,17.8,108.9,55.7,12.5,13.1
2020/8/8,13.6,52.7,17.6,109.2,55.6,13.1,14.1
2020/8/9,12.3,54.3,15.2,106.7,55.6,14.5,13.4
2020/8/10,12.3,55.0,15.2,105.4,55.6,14.1,13.4
2020/8/11,12.5,56.1,15.9,105.6,55.7,13.6,12.6
2020/8/12,12.9,56.8,17.3,105.2,56,13.7,12.8
2020/8/13,12.9,58.0,17.7,106.3,56.4,14.2,13
2020/8/14,12.4,58.6,18.1,107.3,56.3,14.3,12.6
2020/8/15,12.8,59.6,18.7,108.9,55.6,13.9,12.8
2020/8/16,13,60.5,18.2,111.3,55.7,14.4,13
2020/8/17,13.3,61.0,18.2,112.8,54.8,13.9,12.9
2020/8/18,13.6,62.1,18,113.8,54.1,13.5,13.1
2020/8/19,13.9,63.5,17.7,115.5,54.3,13.5,14.1
2020/8/20,14.2,64.1,17.7,116.3,53.6,13.4,15
2020/8/21,14,64.1,17.3,116.4,53.8,13.4,15.4
2020/8/22,13.9,64.1,16.7,116.5,54.8,13.7,15.3
2020/8/23,14.2,65.5,16.3,116.3,54.1,13.6,15.1
2020/8/24,14.4,66.9,16,117.4,54.1,13.4,15.2
2020/8/25,14.7,67.9,15.9,118.7,53.8,13.3,15.2
2020/8/26,15,69.2,15.6,118.7,52.9,13.2,15.1
2020/8/27,15.6,70.6,15.4,118.3,52.2,13.1,14.9
2020/8/28,16.1,71.5,15.1,117.1,50.6,12.9,14.6
2020/8/29,16.9,72.8,15,116.3,49.2,12.6,14.7
2020/8/30,17,74.3,15.2,116.7,48.7,13.1,15.7
2020/8/31,17.2,75.6,15.1,116.4,47.8,13,15.8
2020/9/1,17.5,76.5,15,115.9,46.6,12.6,15.3
2020/9/2,16.6,74.4,13.6,112.5,47.9,12.6,16.7
2020/9/3,14.8,69.5,11.1,112.1,51.9,12.3,16.9
2020/9/4,14.8,68.5,11,113.9,51.6,12.8,17.1
2020/9/5,14.9,69.5,11,113.3,51.3,12.9,17.7
2020/9/6,15.3,69.7,10.7,112.6,50.8,13.3,17.9
2020/9/7,15.4,69.7,10.7,113.5,50.6,12.8,17.5
2020/9/8,15.2,69.4,10.6,113.7,50.5,12.9,17.9
2020/9/9,15.5,68.6,10.6,114.7,49.7,13.1,17.6
2020/9/10,15.5,68.1,10.5,116,49.9,13.4,17.8
2020/9/11,15.4,68.1,10.4,115.7,50.8,13.3,18.2
2020/9/12,15.7,68.1,10,115.5,50.1,12.9,17.5
2020/9/13,15.4,67.9,10.1,118.5,50.3,13.7,18.2
2020/9/14,14.6,67.6,10.6,119.4,52.5,14.1,18.3
2020/9/15,14.6,67.1,10.9,119.4,53.2,13.4,17.8
2020/9/16,14.8,66.7,10.7,118.7,53.6,13,17.6
2020/9/17,14.6,66.5,10.9,119.7,53.9,13.5,17.7
2020/9/18,14.7,66.7,10.8,120.1,53.7,13.2,17.4
2020/9/19,14.9,66.2,10.4,119.6,53.6,13,17.1
2020/9/20,15.1,66.1,10.3,119.6,53.2,13.3,17.4
2020/9/21,15.1,65.5,10.3,119.9,53.2,13.6,17.8
2020/9/22,14.7,65.3,10.2,119.6,53,13.1,17.6
2020/9/23,14.8,65.4,10.7,119.6,53.8,13.4,17.2
2020/9/24,15.1,66.1,10.9,119.7,54.1,13.3,16.8
2020/9/25,14.5,65.6,10.7,121,54.2,13.4,17.1
2020/9/26,14.4,65.6,10.7,120.9,54.9,13.7,17.8
2020/9/27,14.8,65.6,10.1,119.5,54.1,13.4,17.6
2020/9/28,14.5,65.3,10,120.9,54.1,13.4,17.6
2020/9/29,14.4,64.9,10.1,120.2,54.4,13.6,17.3
2020/9/30,14.7,65.2,10,120.6,54.4,13.4,17.2
2020/10/1,14.8,65.2,10,120.5,54.6,13.4,17.9
2020/10/2,14.5,65.1,9.9,121.5,55,13.7,17.7
2020/10/3,13.8,63.1,9.6,123.9,58.6,14.5,18.3
2020/10/4,13.6,63.0,9.8,120.9,62.6,14.5,18.7
2020/10/5,13.3,63.1,9.8,123.2,62.8,14.7,19.5
2020/10/6,13.2,63.2,9.8,127.1,62.8,14.9,20.2
2020/10/7,13,64.0,10.1,128.3,63.7,14.9,19.8
2020/10/8,13.3,63.7,9.9,123.9,63.5,14.9,19.8
2020/10/9,13.2,64.0,9.8,120.9,63.1,14.8,20.4
2020/10/10,13.5,63.9,9.7,120.6,64.3,14.8,19.2
2020/10/11,13.5,64.1,9.7,120.9,64.5,15.1,19.7
2020/10/12,13.3,64.3,9.8,120.9,64.6,15,19.5
2020/10/13,13.2,64.7,9.9,121.1,64.7,14.7,20
2020/10/14,13.4,64.2,9.8,120.9,64.8,14.7,19.6
2020/10/15,13.3,64.4,9.8,120.8,64.3,14.8,19.7
2020/10/16,13.2,64.4,9.9,121.1,64.7,14.7,20
2020/10/17,13.1,64.4,9.8,120.5,64.9,14.8,19.1
2020/10/18,13,64.4,9.8,120.4,65.3,14.9,19.1
2020/10/19,12.8,64.8,9.8,120.4,65.6,14.8,19
2020/10/20,12.9,64.8,9.6,120.3,65.7,14.8,18.8
2020/10/21,13.2,64.8,9.8,120.5,65.9,15.1,19.3
2020/10/22,13.3,64.8,9.5,120.2,65.7,15,19
2020/10/23,13.4,64.8,9.5,119.9,65.8,14.7,19.1
2020/10/24,13.5,64.5,9.2,119.5,65.6,14.6,18.5
2020/10/25,13.2,64.7,9.3,119.6,65.5,15,18.9
2020/10/26,13.4,64.8,9.3,119.2,65.2,15,18.9
2020/10/27,13.5,64.8,9,119.2,65.2,14.3,18.2
2020/10/28,13.4,64.7,9,119.1,64.9,14.5,18.6
2020/10/29,13.5,64.6,9.1,119.5,65,14.8,19.6
2020/10/30,13.4,64.8,9.5,119.6,65.7,14.7,19.8
2020/10/31,13.4,65.1,9,119.3,65.8,14.9,19.7
2020/11/1,13.2,64.9,9.2,119.5,65.6,15,19.8
2020/11/2,13.1,64.8,9.2,119.3,65.7,14.8,19.5
2020/11/3,13.1,65.2,9.2,119.5,66,14.7,19
2020/11/4,13.4,65.5,9.4,119.3,66,14.9,18.7
2020/11/5,13.5,65.8,9.4,118.7,66.1,14.7,18.8
2020/11/6,13.4,65.6,9.3,118.5,66.2,14.6,18.8
2020/11/7,13.7,65.5,8.9,117.4,66.1,14.2,17.9
2020/11/8,14,65.8,8.3,116.5,65.8,13.8,16.8
2020/11/9,14.5,65.4,8.1,116.2,65.6,13.6,16.6
2020/11/10,14.5,65.4,8.2,116,65.7,13.7,16.9
2020/11/11,14.8,65.1,8,116.5,66,13.4,16.8
2020/11/12,14.9,65.2,8.2,116.2,65.6,13.2,16.6
2020/11/13,14.9,65.1,8.5,114.5,65.7,13.3,17
2020/11/14,15.2,65.7,8.7,113.3,65.6,13.3,16.8
2020/11/15,15,66.1,8.6,112.6,65.1,12.9,16.6
2020/11/16,15,66.1,8.9,112.3,65,12.8,17
2020/11/17,15.2,66.1,9.1,112.7,66.1,12.5,17.7
2020/11/18,14.8,66.1,9.1,113.1,66,13.6,18
2020/11/19,14.1,65.8,9.2,114.5,66.2,14.5,18.1
2020/11/20,14.9,65.8,9.3,114.2,66.7,14.1,18
2020/11/21,15.2,65.7,9.4,115.2,67.2,13.7,18
2020/11/22,15,65.6,9.3,114.5,67.4,13.7,18.1
2020/11/23,13.4,65.6,9.8,115.1,67.6,13.9,18.2
2020/11/24,14.8,65.6,9.6,113.9,65.8,14.1,18.4
2020/11/25,13.7,65.6,9.6,113.3,65.6,13.7,18.8
2020/11/26,13.8,65.9,9.5,113.1,65.7,13.8,19
2020/11/27,14.8,65.8,9.6,112.9,66,13.7,18.1
2020/11/28,13.7,66.1,9.6,114.6,68.7,14,18.9
2020/11/29,14,66.1,9.5,119.5,,14.3,18.7
2020/11/30,14,66.1,9.6,120.1,68.5,14.1,18.6
2020/12/1,13.9,66.1,9.8,120.3,68.6,13.8,18.5
2020/12/2,14,66.1,9.2,120,70.5,13.2,17.4
2020/12/3,13.9,66.1,9.9,120.3,68.1,13.8,17.5
2020/12/4,14,66.1,9.5,120.2,70.1,13.6,17.7
2020/12/5,14.2,66.1,9.4,120.1,70.8,13.2,17.4
2020/12/6,13.9,66.1,9.3,120,70.8,13.5,17.5
2020/12/7,13.9,66.1,9.5,120.4,70.6,13.6,17.7
2020/12/8,14,66.1,9.2,120,70.5,13.2,17.4
2020/12/9,13.8,66.1,9.3,120.3,71,13.6,17.6
2020/12/10,13.8,66.1,9.4,120.1,70.9,13.5,17.5
2020/12/11,13.9,66.1,9.4,120.3,70.8,13.5,17.7
2020/12/12,14,66.1,9.4,120.2,71,13.4,17.4
2020/12/13,14,66.3,9.3,120.1,71.3,13.4,17.5
2020/12/14,14.2,67.0,9.4,120.8,71.7,13.1,17.7
2020/12/15,14.3,67.0,9.4,120.6,71.5,12.8,17.3
2020/12/16,14.4,66.3,9.4,120.4,71,12.9,17.2
2020/12/17,14.3,66.1,9.3,119.8,71.1,12.6,17
2020/12/18,14.2,66.2,9.4,119.7,71.7,12.4,17
2020/12/19,14.2,66.1,9.3,120,71.7,12.5,17.1
2020/12/20,14.1,66.6,9.5,120,71.9,12.5,16.7
2020/12/21,14.4,66.9,9.2,119.4,72.5,12.5,16.5
2020/12/22,14.3,67.0,9.4,119.5,72.6,12.5,16.5
2020/12/23,14.2,67.0,9.5,119.6,72.8,12.8,16.8
2020/12/24,14.3,67.0,9.5,119.5,72.4,12.8,16.7
2020/12/25,14.3,67.0,9.5,119.5,72.7,12.6,16.9
2020/12/26,14.1,67.0,9.8,119.7,72.8,12.8,17.1
2020/12/27,14.2,67.0,9.4,119.4,72.7,12.7,16.9
2020/12/28,14.2,67.0,8.9,119.2,72.6,12.6,16.9
2020/12/29,13.9,66.4,9,119.1,72.7,13.7,17
2020/12/30,14,67.0,9.2,119.6,73,14,16.9
2020/12/31,14.3,67.0,9.3,119.3,72.6,13.7,16.7
2021/1/1,14,67.0,9.4,119.3,72.8,13.6,16.9
2021/1/2,14,67.0,9.5,119.3,73,13.9,16.9
2021/1/3,14,67.0,9.6,119.1,72.9,13.9,16.8
2021/1/4,13.9,67.0,9.3,119.3,73.2,13.7,16.8
2021/1/5,14,67.0,8.8,119.3,73.2,13.8,16.8
2021/1/6,14.2,66.6,8.6,119.3,74.1,13.6,16.6
2021/1/7,14.2,67.0,8.8,119.5,74,13.4,16.8
2021/1/8,14.2,67.0,9.3,119.1,73.2,13.1,16.6
2021/1/9,14.1,67.0,9.4,118.6,74.1,12.9,16.3
2021/1/10,13.9,67.0,9.7,118.7,74.1,13.1,16.5
2021/1/11,14,67.0,9.4,118.3,74,13.1,16.3
2021/1/12,13.9,67.0,9.4,118.3,74.6,12.9,16.1
2021/1/13,14.2,67.0,9.5,118.2,75,12.8,16
2021/1/14,14.1,67.0,9.5,118.1,74.9,12.8,16
2021/1/15,14.1,67.0,9.7,117.8,75,12.7,16.1
2021/1/16,14.2,67.0,9.3,118.2,75.2,12.7,16.5
2021/1/17,14.2,67.0,9.3,117.3,75.1,12.6,16.7
2021/1/18,14.3,67.3,9.3,117.1,75,12.1,16
2021/1/19,14.5,67.3,9.2,117,75.1,12.3,16
2021/1/20,14.4,67.5,9.2,117.1,75,12.5,16.5
2021/1/21,14.1,67.5,9.3,117.6,75.6,12.5,16.7
2021/1/22,14.2,67.4,9.3,117.4,75.4,12.5,16.7
2021/1/23,14.4,67.2,9.2,116.9,75.5,12.3,16.5
2021/1/24,14.6,67.0,9.4,116.2,74.9,12.3,16.5
2021/1/25,14,67.1,9.5,116.6,75.7,13.1,16.7
2021/1/26,13.9,67.0,9.2,117.4,76.1,13.9,16.7
2021/1/27,14,67.0,8.9,117.6,75.7,14.1,16.7
2021/1/28,13.7,67.2,9.1,117.5,76.1,14.1,16.8
2021/1/29,14.2,67.3,8.8,116.8,75.9,13.5,16.2
2021/1/30,13.8,67.1,9.1,117.4,76,13.8,16.7
2021/1/31,13.8,67.5,9,117.3,76.2,14,16.9
2021/2/1,14,67.4,9.2,117,76.2,13.8,16.7
2021/2/2,14,67.5,8.8,116.9,76.2,13.6,16.4
2021/2/3,14.1,67.4,8.9,117.1,76.2,13.7,16.7
2021/2/4,14.1,67.3,9.1,117,76.1,13.7,16.9
2021/2/5,14,67.3,9.3,116.9,76,13.6,16.8
2021/2/6,13.9,67.9,9.2,116.7,76.3,13.6,16.5
2021/2/7,13.9,67.5,8.8,116.6,75.9,13.9,16.5
2021/2/8,14,68.2,8.7,116.9,76.1,13.8,16.4
2021/2/9,14.2,67.7,8.7,116.5,76.2,13.7,16.3
2021/2/10,14.4,67.5,8.6,115.9,76,13.8,16.1
2021/2/11,14.4,67.5,8.5,116,75.8,13.8,15.8
2021/2/12,14.2,67.8,8.7,116.2,75.9,13.8,16.2
2021/2/13,14,68.3,8.8,116.3,76,13.8,16.7
2021/2/14,14.3,68.3,8.9,116,76.2,13.7,16.5
2021/2/15,14.3,68.2,8.7,115.4,76.2,13.7,16.3
2021/2/16,14,68.4,9.3,115.4,76.2,13.7,16.4
2021/2/17,14.3,68.0,8.5,114.7,75.9,13.8,15.6
2021/2/18,14.3,67.8,8.5,114.7,75.9,13.8,15.6
2021/2/19,14.1,68.3,8.5,115.2,76.6,13.6,16.1
2021/2/20,14,68.3,8.8,115.2,76.8,13.7,15.7
2021/2/21,14.3,68.1,8.2,114.6,76.2,13.7,15.5
2021/2/22,14.4,68.2,8.2,114.5,76.1,13.6,15.6
2021/2/23,14.3,67.9,8.1,114.6,76.1,13.6,16
2021/2/24,14,67.1,9,117.3,76.7,13.7,17.5
2021/2/25,14.2,67.0,9.2,118.1,76.7,14.1,17.3
2021/2/26,14.1,66.4,9,118.1,76.8,14.6,17.7
2021/2/27,13.8,66.9,8.8,118.4,77.4,14.2,17
2021/2/28,13.8,67.0,9,118.5,77.2,15.2,17.5
2021/3/1,13.6,67.0,9,118.1,76.8,15,17.5
2021/3/2,13.8,67.0,9.2,118.4,76.8,14.7,17.4
2021/3/3,13.9,67.0,9,118.5,76.8,14.6,17
2021/3/4,13.8,67.0,8.8,118.4,77.4,14.2,17
2021/3/5,14,67.0,8.6,118.6,77.2,14.4,16.9
2021/3/6,13.6,67.0,9,119,77.6,14.9,17.6
2021/3/7,13.6,67.2,9,119.2,77.7,14.6,17.7
2021/3/8,13.7,67.1,9.1,119.1,77.6,14.6,17.3
2021/3/9,13.7,67.1,9,119.4,77.8,14.9,17.6
2021/3/10,13.7,67.0,8.9,119.1,77.6,14.8,17.2
2021/3/11,13.5,67.0,9,119.3,77.8,14.9,17.3
2021/3/12,13.9,67.0,8.7,118.8,77.4,14.4,16.9
2021/3/13,14,67.0,8.5,118.5,77.5,14.2,16.4
2021/3/14,13.8,67.0,8.2,118.8,78.2,14.5,16.9
2021/3/15,13.8,67.3,8.2,119,78,14.6,17.2
2021/3/16,13.7,67.2,8.4,119,77.7,14.6,16.8
2021/3/17,13.7,67.3,8.5,119.4,78,14.8,17.4
2021/3/18,13.8,66.5,8.3,119,78,14.3,17.2
2021/3/19,13.8,66.7,8.5,119.1,78.1,15.3,17.8
2021/3/20,13.5,66.2,8.7,120,78.5,15.4,18.1
2021/3/21,13.2,66.8,8.9,120,78.6,16,18.3
2021/3/22,13.4,66.8,8.4,120.2,78.1,15.3,17.4
2021/3/23,13.2,67.1,8.5,121.1,78.5,15.3,17.6
2021/3/24,13.5,67.0,8.3,120.7,78.8,15.3,17.7
2021/3/25,13.4,66.6,7.9,120.7,78.5,15.3,17.6
2021/3/26,13.3,66.6,8.1,121,78.8,15.7,18
2021/3/27,13.3,66.7,8.4,121.2,79,15.5,18
2021/3/28,13.1,66.9,8.1,120.7,78.7,15.5,18
2021/3/29,13.4,65.8,7.1,120.3,78.8,15.3,18
2021/3/30,12.9,65.8,7.8,127.1,82,16.2,19.2
2021/3/31,13.1,65.9,8.1,122.6,79.1,15.9,19.1
2021/4/1,13.1,65.8,8.1,123.1,79.1,16,19.4
2021/4/2,13,66.1,8.3,124.6,79.1,15.7,19.2
2021/4/3,13,66.4,8.5,125.7,79.8,15.5,19.1
2021/4/4,12.8,66.1,8.6,125.9,80.2,15.7,19.2
2021/4/5,12.4,66.5,8.8,126.3,81.1,16,19.9
2021/4/6,12.4,66.8,8.6,126.1,81,15.9,19.6
2021/4/7,12.4,66.7,8.6,125.9,81.2,16.2,19.7
2021/4/8,12.8,66.3,8,127.3,80.9,15.7,19.1
2021/4/9,12.6,66.4,7.7,127.8,81.2,15.9,19.4
2021/4/10,12.5,66.7,7.9,128.2,81.8,16.3,19.6
2021/4/11,12.3,66.7,8.1,128,81.8,16.3,19.8
2021/4/12,12.9,66.7,7.8,127.1,82,16.2,19.2
2021/4/13,12.5,66.8,7.9,127.9,81.9,16.5,19.3
2021/4/14,12.5,66.8,7.9,127.9,81.8,16.5,19.2
2021/4/15,12.9,66.8,7.8,127.4,81.8,15.9,19.3
2021/4/16,13.1,67.1,7.7,127.2,82.1,15.8,18.6
2021/4/17,13,67.2,7.7,127,82.1,16.2,19
2021/4/18,12.9,67.1,7.8,127.1,82,16.2,19.2
2021/4/19,13,66.5,7.6,126.9,81.8,16.3,19.4
2021/4/20,12.7,66.6,7.9,127,82.2,16.7,19.4
2021/4/21,12.6,66.6,7.5,127,82.5,16.8,19.2
2021/4/22,12.8,67.2,7.6,127.2,82.2,16.2,19.2
2021/4/23,12.7,67.4,7.5,126.9,82.7,15.9,19
2021/4/24,12.8,67.0,7.7,127.2,82.7,16.3,19.6
2021/4/25,12.4,66.9,7.4,128.6,82.3,16.3,19.8
2021/4/26,12.5,67.4,7.7,129.8,83.2,15.9,19.1
2021/4/27,12.4,67.8,7.8,129,82.8,15.8,18.8
2021/4/28,12.3,67.7,8.1,129.2,82.8,15.8,18.4
2021/4/29,12.1,67.9,8.3,129.1,82.9,16.1,18.8
2021/4/30,12.3,68.2,8.3,128.6,82.9,16,18.7
2021/5/1,12.6,67.7,7.9,127.7,82.6,15.8,18.2
2021/5/2,13.1,67.5,7.8,126.5,82.6,15.6,18
