Datetime,Strain1,Strain2,Strain3,Strain4,yandaoWD,chedaoWD,W
2017/3/2,-130.2251074,-114.9654848,-173.5049348,-170.9517991,-11.071778,-11.577912,-4.03
2017/3/3,-129.9362568,-115.167112,-175.7632179,-171.2094731,-11.245514,-12.314698,-3.96
2017/3/4,-129.3315903,-114.7642597,-176.326568,-171.7291691,-10.816102,-11.219514,-3.97
2017/3/5,-125.8022298,-114.1273847,-173.1179782,-168.2309148,-11.142762,-12.34027,-3.96
2017/3/6,-126.0624294,-113.7655463,-170.0829601,-166.7332556,-10.982484,-11.746644,-3.94
2017/3/7,-126.6699463,-114.0421601,-169.2787392,-166.8031742,-11.086488,-12.18753,-3.89
2017/3/8,-127.2622708,-113.9350545,-169.5332667,-167.7543663,-10.986604,-11.84195,-3.84
2017/3/9,-127.6721737,-113.8664454,-171.1259632,-170.0758283,-10.803346,-11.574342,-3.76
2017/3/10,-127.1875173,-113.2697925,-170.7993425,-169.9010046,-10.440828,-10.30005,-3.74
2017/3/11,-124.5290485,-112.2406391,-167.9208095,-167.6117175,-10.340638,-10.401886,-3.72
2017/3/12,-122.9905865,-111.3131838,-164.4837126,-166.3368751,-10.124634,-9.865968,-3.67
2017/3/13,-121.0192889,-111.0634844,-160.0491221,-163.8812755,-10.596834,-11.29541,-3.46
2017/3/14,-120.0179076,-112.8095569,-160.9629328,-159.9932774,-11.490754,-13.99591,-3.16
2017/3/15,-128.2838301,-115.4578484,-166.8206857,-166.4551456,-11.31424,-12.820098,-2.81
2017/3/16,-129.8648879,-116.9815614,-169.3671858,-168.4212695,-11.508362,-13.11142,-2.46
2017/3/17,-132.5752847,-117.6042711,-170.7301872,-171.7262117,-11.288178,-12.566498,-2.22
2017/3/18,-131.2943453,-118.3668494,-169.6783191,-171.1995567,-11.43448,-12.95105,-1.99
2017/3/19,-133.622818,-118.5730277,-168.1151434,-172.7454991,-11.250154,-12.061706,-1.76
2017/3/20,-132.7911687,-119.5548217,-166.4536073,-172.6032472,-11.34131,-12.629486,-1.43
2017/3/21,-134.6664409,-120.7862923,-166.8448437,-174.5860354,-11.513002,-12.845642,-1.08
2017/3/22,-135.3200601,-121.5681923,-168.3661601,-175.3733397,-11.492036,-13.030518,-0.75
2017/3/23,-136.4707358,-122.8865991,-167.5152176,-175.6088681,-11.540956,-13.05362,-0.42
2017/3/24,-138.2184959,-124.204084,-167.8860034,-177.065794,-11.58127,-12.917878,0.02
2017/3/25,-140.2870758,-125.8607242,-169.1290788,-178.8103792,-11.698456,-13.470704,0.44
2017/3/26,-142.6295871,-125.9166625,-169.5433313,-182.0266837,-11.322846,-12.19513,0.68
2017/3/27,-142.8535261,-125.2393436,-168.716156,-183.9138937,-10.88614,-11.364228,0.76
2017/3/28,-141.3814074,-123.7082618,-167.2258254,-184.5299322,-10.214508,-9.49704,0.8
2017/3/29,-137.5109359,-121.278949,-163.2454239,-182.490978,-9.751404,-8.721374,0.72
2017/3/30,-133.7025678,-119.0539776,-158.6041347,-180.1536614,-9.457764,-8.561036,0.61
2017/3/31,-130.8076339,-118.4947333,-154.4565874,-175.8054185,-10.239472,-10.767518,0.53
2017/4/1,-133.0852032,-118.656352,-154.9233357,-176.4718057,-10.187044,-10.582124,0.62
2017/4/2,-133.5894233,-118.228517,-155.0360913,-178.8611937,-9.84253,-9.8555,0.79
2017/4/3,-133.3812266,-117.848261,-154.5485013,-179.956332,-9.394044,-8.670288,1
2017/4/4,-131.5256944,-117.0093034,-154.5645453,-179.2140236,-9.20569,-8.465302,1.07
2017/4/5,-129.6082177,-115.9982453,-151.2570194,-177.9908836,-9.150972,-8.44107,1
2017/4/6,-127.7268631,-114.9412708,-145.5467257,-176.9077675,-9.186036,-8.892334,0.88
2017/4/7,-126.2453941,-113.6623309,-140.3392905,-174.4445482,-9.110016,-8.570282,0.77
2017/4/8,-124.4433189,-112.4268119,-134.4291697,-174.3507101,-8.603792,-7.546082,0.65
2017/4/9,-121.7654564,-110.7138891,-128.0980162,-173.0304777,-8.465364,-7.260072,0.58
2017/4/10,-119.8554062,-111.6057614,-126.7742562,-167.9052301,-9.520906,-9.786866,0.67
2017/4/11,-121.745231,-113.2580565,-130.4505146,-166.8024932,-10.27823,-12.284394,0.85
2017/4/12,-127.3913803,-115.2274767,-134.7620413,-171.1891334,-9.795868,-10.335298,0.97
2017/4/13,-128.1710811,-115.317184,-134.7503092,-174.7954184,-9.407318,-9.375794,1.03
2017/4/14,-127.5408169,-114.3122859,-132.6876684,-176.0574107,-8.915254,-8.266358,1.11
2017/4/15,-124.362009,-112.2197802,-129.3240564,-175.5107225,-8.146882,-6.57077,1.13
2017/4/16,-119.593073,-109.8815029,-123.8382199,-173.7915425,-7.384736,-5.223846,1.09
2017/4/17,-117.226735,-107.8610038,-117.5203965,-171.017247,-7.748902,-5.905456,0.98
2017/4/18,-116.4760091,-106.6413142,-115.3253102,-169.1069735,-7.745088,-6.811768,0.88
2017/4/19,-114.7629111,-104.9502122,-113.1823982,-167.6454147,-7.264924,-5.676086,0.77
2017/4/20,-110.7173248,-102.2173475,-108.2344075,-165.1270152,-7.214356,-5.501924,0.64
2017/4/21,-111.4364836,-102.3872704,-109.3457398,-164.5243242,-7.848206,-7.553802,0.48
2017/4/22,-112.0613361,-102.9117817,-112.7225885,-163.6014503,-7.92566,-7.641084,0.4
2017/4/23,-113.0386469,-102.8775384,-116.3258176,-165.6552328,-7.747072,-7.061554,0.32
2017/4/24,-112.6130919,-101.7540123,-118.0876293,-165.7427787,-7.408264,-6.50885,0.21
2017/4/25,-109.4991698,-99.92253127,-116.5869071,-163.5803472,-6.841248,-5.026124,0.14
2017/4/26,-107.3259236,-98.53747738,-111.7697564,-160.7160435,-7.47229,-6.30899,0.05
2017/4/27,-108.5557344,-98.63200994,-112.2041025,-161.0255622,-7.581574,-7.215058,0.07
2017/4/28,-110.4198726,-99.31012028,-118.0944896,-163.3268851,-7.51825,-6.843414,0.16
2017/4/29,-110.0759944,-98.69408341,-120.0850843,-164.6047862,-7.013276,-6.124206,0.25
2017/4/30,-108.6314138,-97.90303516,-121.7020713,-165.1512253,-6.63556,-5.343904,0.3
2017/5/1,-105.1222533,-95.65444649,-120.2945739,-162.9796218,-5.993654,-3.91977,0.31
2017/5/2,-104.5208541,-94.05171848,-114.8516156,-160.8408909,-6.64441,-5.520996,0.24
2017/5/3,-103.751734,-92.93028713,-111.4326985,-160.3654746,-6.28064,-5.01654,0.16
2017/5/4,-100.959931,-91.57434685,-107.5224635,-157.6113727,-6.482454,-5.081208,0.1
2017/5/5,-102.0225232,-91.70473588,-106.5810797,-158.0043819,-6.52646,-5.407838,0.13
2017/5/6,-100.4799341,-90.90348589,-106.056799,-158.4021867,-6.01999,-4.10376,0.21
2017/5/7,-101.0663612,-91.17170253,-109.465397,-159.1602662,-6.289124,-4.800476,0.24
2017/5/8,-100.4050642,-91.2934193,-107.8580122,-158.3078945,-6.604218,-5.716644,0.28
2017/5/9,-100.5054591,-91.25331675,-105.9011345,-157.181378,-6.40152,-5.570588,0.32
2017/5/10,-100.0584765,-90.06851353,-103.0100416,-158.335442,-5.945588,-4.463868,0.4
2017/5/11,-97.35727306,-88.65565469,-99.87092537,-158.1247604,-5.409058,-3.405,0.47
2017/5/12,-96.41592564,-87.62358168,-95.61341402,-157.4107567,-5.866426,-4.521332,0.55
2017/5/13,-96.01985736,-87.29409472,-94.43010541,-157.2118464,-5.289002,-3.364472,0.72
2017/5/14,-93.66356003,-86.01051176,-91.61028949,-157.1832514,-4.829346,-2.848084,0.94
2017/5/15,-93.532101,-85.1310622,-88.70932123,-157.6380669,-4.608858,-1.880402,1.07
2017/5/16,-90.86778685,-84.37449085,-88.24883835,-155.782812,-5.034944,-3.254518,1.11
2017/5/17,-91.79756095,-84.76770814,-90.00391189,-155.7780476,-5.127626,-3.819154,1.1
2017/5/18,-90.96195491,-84.08505094,-91.21310927,-156.2265929,-4.729188,-2.979066,1.03
2017/5/19,-87.4706672,-82.05530916,-89.32369028,-154.1374166,-4.163666,-1.929962,0.94
2017/5/20,-85.4410524,-81.09355815,-86.12062331,-154.06234,-4.393494,-2.436706,0.8
2017/5/21,-82.2326409,-78.91633368,-81.88899059,-152.1005654,-3.71927,-1.222382,0.68
2017/5/22,-80.67892217,-77.50050017,-78.25021766,-150.2734534,-3.613434,-1.21701,0.49
2017/5/23,-77.88707599,-75.91011839,-71.87646214,-148.0881681,-3.761566,-1.4086,0.36
2017/5/24,-78.95241803,-76.54427269,-73.84791863,-147.0429337,-4.632172,-3.723938,0.36
2017/5/25,-81.15796189,-78.11758355,-80.33473947,-148.0629299,-4.550386,-3.229066,0.53
2017/5/26,-82.96265006,-79.1220711,-86.9686517,-151.4352545,-4.22699,-2.778656,0.74
2017/5/27,-81.5233315,-78.50208514,-87.8986802,-152.2944795,-3.707154,-1.830628,0.87
2017/5/28,-78.47934741,-76.75404061,-89.57775739,-151.4197088,-3.272126,-0.977142,0.94
2017/5/29,-77.47679377,-75.20185767,-89.51015701,-150.7984301,-2.887666,-0.507752,0.9
2017/5/30,-73.85947838,-73.32520977,-91.01977907,-148.6046888,-2.5571,0.293426,0.82
2017/5/31,-71.81278557,-71.51321346,-88.78737295,-146.9922398,-2.583772,0.098174,0.36
2017/6/1,-69.55751993,-69.83598206,-83.01427653,-144.8414593,-2.414674,0.127136,0.67
2017/6/2,-68.00876256,-68.15114745,-78.04067849,-144.707454,-2.501008,-0.043182,0.66
2017/6/3,-66.05941554,-67.01010333,-73.85631314,-143.4736666,-1.959198,0.800994,0.8
2017/6/4,-63.21325757,-65.04810251,-70.31193312,-141.0364462,-1.767182,1.301636,0.93
2017/6/5,-64.54566282,-65.55839747,-71.18810936,-142.0749791,-2.414796,0.179108,0.98
2017/6/6,-65.7999568,-67.32019613,-71.96329846,-140.7925775,-3.260438,-2.177124,1
2017/6/7,-69.55357964,-69.69650386,-78.57189422,-142.3372535,-3.30597,-2.195344,1.07
2017/6/8,-70.59353346,-70.5071536,-79.30801154,-145.1300449,-2.787934,-0.894348,1.22
2017/6/9,-70.11803095,-69.91030792,-77.70646525,-146.8657301,-2.558564,-0.383758,1.46
2017/6/10,-69.12551952,-70.70842189,-73.66497028,-145.7821013,-2.869874,-1.222352,1.75
2017/6/11,-69.7398679,-71.13753743,-70.43101517,-145.0216379,-3.045136,-1.67215,1.91
2017/6/12,-71.18614515,-72.33679896,-70.06280166,-145.8001665,-3.171266,-1.795166,2.13
2017/6/13,-72.87706551,-73.83755715,-68.28280171,-146.7202473,-3.437928,-2.435304,2.43
2017/6/14,-74.51590895,-75.13432934,-68.22572459,-147.2451029,-3.484284,-2.449982,2.7
2017/6/15,-76.54008742,-76.56761938,-69.29123573,-147.6480892,-3.434418,-2.182526,2.89
2017/6/16,-78.24529028,-76.23397999,-69.49417672,-147.9431703,-3.61725,-2.840852,3.04
2017/6/17,-77.9306858,-76.62238448,-70.01840665,-149.6690453,-3.153718,-1.56189,3.13
2017/6/18,-76.75328331,-77.1243546,-68.88855838,-150.1455411,-2.887818,-0.906952,3.23
2017/6/19,-75.72429932,-76.48375547,-68.4400398,-150.3152181,-2.685396,-0.513062,3.35
2017/6/20,-73.68960596,-76.25500782,-66.95761651,-149.771043,-2.544342,-0.278992,3.44
2017/6/21,-70.00768768,-75.40028221,-64.41971166,-150.2220273,-2.013856,0.617188,3.5
2017/6/22,-67.39318856,-74.24590972,-62.83311224,-147.5157108,-1.890718,0.636168,3.55
2017/6/23,-68.31717389,-74.59031064,-63.0769338,-144.4356118,-1.656494,1.05896,3.57
2017/6/24,-70.07504982,-70.58487037,-57.32509229,-145.358337,-1.88434,0.337402,3.76
2017/6/25,-69.06917611,-69.94070926,-56.68343222,-144.3014286,-1.702912,0.838074,4.07
2017/6/26,-68.83850814,-71.38503957,-54.79924027,-149.1540788,-1.894624,0.141234,4.43
2017/6/27,-69.16673092,-74.04462037,-57.30517377,-149.388744,-1.87848,-0.046478,4.88
2017/6/28,-67.89573753,-74.77499505,-60.29783102,-149.9270128,-1.574678,0.805236,5.3
2017/6/29,-68.5776062,-77.90700981,-63.95467604,-153.5878153,-1.566408,0.623962,5.73
2017/6/30,-66.65141949,-81.0329874,-69.00052215,-152.0483362,-1.42218,0.830048,6.17
2017/7/1,-77.38552145,-81.06155572,-72.21991404,-149.224824,-2.240082,-1.03775,6.75
2017/7/2,-77.64015162,-85.94871978,-74.93325381,-153.9568937,-2.359712,-1.057954,7.45
2017/7/3,-85.82899798,-88.1914379,-80.38401902,-153.4696049,-1.952118,0.02069,8.03
2017/7/4,-81.13106915,-84.64393325,-70.49175851,-161.6461601,-1.545472,0.688812,8.4
2017/7/5,-85.87480823,-77.97933037,-64.20186998,-155.2826799,-1.084626,1.58963,8.6
2017/7/6,-70.2598966,-84.93706666,-58.95463242,-165.0068542,-0.732454,2.061828,8.59
2017/7/7,-72.5093061,-75.56869508,-49.41280409,-155.3957986,-0.373474,2.779052,8.44
2017/7/8,-72.59531912,-73.6162098,-47.37302148,-152.7600562,-0.16684,2.943024,8.24
2017/7/9,-77.65022498,-61.01483065,-36.89067339,-149.0470815,-0.238434,2.590728,8
2017/7/10,-63.76384634,-75.82965207,-42.00236662,-158.6936551,-1.131868,0.463958,7.86
2017/7/11,-67.59497508,-68.3368389,-37.58344029,-152.9675531,-0.749146,1.443542,7.78
2017/7/12,-64.18392864,-77.40283653,-45.30373261,-155.063834,-0.489044,1.970886,7.64
2017/7/13,-78.80951564,-67.42776266,-46.77009029,-141.5751721,-0.208314,2.581664,7.47
2017/7/14,-63.91119534,-64.52932843,-35.20308953,-147.3896978,0.103454,3.023956,7.29
2017/7/15,-57.51153809,-77.1845386,-50.23161951,-149.1894133,0.397308,3.469298,7.13
2017/7/16,-61.11372822,-58.81938868,-35.47091114,-141.1060118,0.664276,4.094542,6.94
2017/7/17,-57.53053378,-64.99255486,-40.67436049,-144.6800969,0.72589,3.800748,6.72
2017/7/18,-61.78999662,-54.38109331,-37.01027663,-134.3491854,1.150726,4.474058,6.54
2017/7/19,-53.49629668,-49.11408096,-25.58936894,-139.8808105,1.166198,4.488462,6.36
2017/7/20,-49.82153688,-52.76664722,-34.00146074,-142.4533195,1.178008,4.736204,6.14
2017/7/21,-50.56556219,-51.75394558,-38.49232422,-140.584734,1.263488,3.976622,5.91
2017/7/22,-45.43416181,-54.71850884,-44.71422202,-136.3376553,1.627684,5.1759,5.7
2017/7/23,-47.67920302,-50.04301821,-44.5989544,-132.5909654,1.821654,5.293822,5.48
2017/7/24,-41.48768802,-51.26745246,-45.32529483,-129.1664822,2.23535,5.905822,5.27
2017/7/25,-46.99805813,-45.24507615,-44.99125913,-128.3487228,2.125304,5.610198,5.08
2017/7/26,-42.48327147,-41.70264472,-40.30486628,-126.7875391,2.60034,5.76553,4.93
2017/7/27,-36.32025046,-39.82468373,-37.22262077,-125.3346742,2.834716,6.625302,4.76
2017/7/28,-33.87799235,-36.99744331,-33.97933262,-123.3722479,2.846892,6.54251,4.49
2017/7/29,-31.77046928,-36.03682605,-29.17703215,-125.9820017,2.676116,5.131834,4.2
2017/7/30,-30.49014766,-38.25144656,-33.09751896,-122.7470877,2.630218,5.641782,3.89
2017/7/31,-29.09775877,-35.79708492,-36.74626263,-123.4291159,1.945098,4.4801,3.61
2017/8/1,-29.71290781,-36.20369411,-36.03091337,-122.6836063,1.806366,4.198758,3.39
2017/8/2,-30.1313811,-37.62666623,-33.33087037,-122.235324,1.179808,2.346344,3.26
2017/8/3,-31.89173621,-40.25828473,-31.87564608,-121.1696885,1.270476,2.64032,3.13
2017/8/4,-31.98511993,-39.55603236,-28.26643272,-121.0517361,1.533538,3.814176,2.93
2017/8/5,-31.50600681,-38.50499147,-22.63488117,-122.5389665,1.567108,3.834044,2.67
2017/8/6,-28.67232283,-37.06467638,-16.74940651,-119.4504247,1.865448,4.121396,2.4
2017/8/7,-23.72360112,-35.57666218,-12.92414184,-117.3031259,2.027954,4.635618,2.1
2017/8/8,-20.39948714,-35.06835053,-9.86570586,-114.4186736,2.607818,5.80621,1.79
2017/8/9,-19.26331209,-34.15380458,-11.87050776,-115.7364709,1.862578,4.55728,1.57
2017/8/10,-21.53753364,-36.61594748,-20.11698714,-117.5457079,1.60794,3.709958,1.45
2017/8/11,-20.10097034,-35.54427772,-22.01394852,-116.2959003,2.057464,4.617764,1.43
2017/8/12,-19.70487494,-37.50526307,-22.88861425,-117.0233596,1.592864,3.481812,1.47
2017/8/13,-21.80870169,-39.46245625,-26.7172918,-116.3544669,1.07025,2.309478,1.83
2017/8/14,-26.25814109,-42.82977007,-31.63763835,-118.6041731,0.8002,1.427642,2.36
2017/8/15,-30.56554101,-46.78774674,-35.70100337,-119.7049164,0.548796,1.34082,2.79
2017/8/16,-33.97280383,-47.66835731,-38.39919487,-120.6122994,0.784026,1.92282,3.05
2017/8/17,-36.16097413,-48.18845151,-37.63383569,-121.2974854,0.610778,1.816132,3.2
2017/8/18,-37.75891262,-48.10079681,-38.2611539,-121.4118194,0.665404,2.039214,3.23
2017/8/19,-38.20442976,-47.10089027,-36.53298173,-123.8143762,1.31378,3.563598,3.23
2017/8/20,-37.65009054,-45.33593923,-34.91117449,-120.8722726,1.428862,3.745358,3.14
2017/8/21,-33.74901579,-41.17600244,-30.18567822,-117.1607494,1.390442,3.435608,3.01
2017/8/22,-34.06934197,-39.32982482,-25.94905047,-116.499017,1.5578,3.884458,2.83
2017/8/23,-33.74778733,-38.31421715,-22.59433394,-116.282575,1.95352,4.152066,2.67
2017/8/24,-32.52621254,-36.55003329,-19.71455566,-115.0097974,2.080108,4.689084,2.57
2017/8/25,-29.41343662,-34.43665892,-16.97120048,-116.2089168,1.739104,3.758452,2.53
2017/8/26,-28.74236528,-33.69203283,-18.09101585,-115.0624219,1.750548,3.852324,2.41
2017/8/27,-29.68886682,-34.5555368,-22.99006604,-115.697444,1.627502,3.239684,2.26
2017/8/28,-29.18713604,-33.83579252,-24.10943609,-115.1034024,1.68933,3.787076,2.13
2017/8/29,-26.69421554,-32.90919064,-22.33832614,-116.3239359,2.07782,4.723906,2.04
2017/8/30,-25.66300774,-31.15197523,-26.75579783,-115.0103881,1.64337,3.560332,1.91
2017/8/31,-26.93637939,-33.80249888,-38.7467395,-116.2116663,0.82785,0.857636,1.92
2017/9/1,-30.51922386,-36.68455858,-48.6379594,-118.2508492,0.430542,0.93875,1.98
2017/9/2,-33.37023209,-38.35985683,-54.00322365,-119.6082453,0.339416,1.006104,2.12
2017/9/3,-32.3845284,-40.47598289,-53.97323625,-120.1378203,-0.218904,-0.896638,2.2
2017/9/4,-36.46216296,-43.50010582,-59.06258658,-122.6913951,-0.600922,-1.213684,2.23
2017/9/5,-40.19725325,-44.98020364,-61.31546808,-123.6123739,-0.570526,-0.769958,2.21
2017/9/6,-40.34680494,-46.58112472,-61.3698355,-124.7516468,-0.572388,0.210692,2.19
2017/9/7,-41.11908936,-48.57954824,-63.3769657,-126.4682588,-0.666414,-0.388946,2.17
2017/9/8,-41.62987109,-50.49381949,-66.87088112,-129.2372649,-0.28177,0.590088,2.14
2017/9/9,-41.86224653,-49.44315848,-64.24201405,-128.6530612,0.18344,1.095824,2.05
2017/9/10,-38.70550066,-48.51053807,-59.94072892,-126.3460697,0.430754,2.219176,1.9
2017/9/11,-37.84048964,-48.67617019,-59.55981483,-124.9598743,-0.54831,-0.4162,1.78
2017/9/12,-40.68771458,-50.33044598,-63.68503527,-125.4530161,-0.38318,-0.081758,1.75
2017/9/13,-41.42210443,-50.79516948,-66.21625703,-126.5372835,-0.093262,0.54486,1.78
2017/9/14,-42.45297439,-51.05702266,-69.85797851,-126.4962872,-0.158448,1.151946,1.77
2017/9/15,-43.44641779,-49.86989779,-74.94504791,-127.20512,-0.050844,1.177216,1.71
2017/9/16,-42.85380722,-48.46305029,-77.69543602,-126.7362061,0.036528,1.355316,1.62
2017/9/17,-42.38561097,-48.61776876,-79.07045183,-126.4685946,0.089782,0.838196,1.52
2017/9/18,-42.25737405,-48.60306306,-80.87473718,-126.4361759,0.077086,1.720702,1.41
2017/9/19,-40.94129942,-46.86682591,-77.33169459,-125.5817922,0.031432,1.324188,1.29
2017/9/20,-38.67869521,-45.86594819,-70.57190375,-122.9436207,-0.601014,-0.70932,1.24
2017/9/21,-41.21044563,-48.1119163,-71.36998721,-124.5343337,-0.920624,-1.010682,1.28
2017/9/22,-44.03427328,-50.04068939,-71.21769743,-125.4345205,-0.962648,-0.223084,1.36
2017/9/23,-44.31961747,-50.24379573,-69.19087011,-126.4361081,-0.888734,-0.410034,1.38
2017/9/24,-45.59427347,-51.08927872,-69.08017156,-126.6414137,-1.264252,-1.255708,1.36
2017/9/25,-47.54560769,-51.29921326,-64.73952925,-126.5224105,-0.72284,-0.137176,1.31
2017/9/26,-45.53110078,-50.23919152,-57.70651547,-127.5117393,-0.405092,0.093474,1.22
2017/9/27,-42.92904619,-48.59998624,-50.91694903,-127.0536792,-0.151306,1.304138,1.11
2017/9/28,-42.50940845,-49.11767431,-54.26277122,-125.1361908,-0.836976,-0.20334,1.12
2017/9/29,-45.1366019,-50.91910696,-59.37668671,-126.2874944,-1.091248,-1.15506,1.25
2017/9/30,-46.19106293,-52.85324157,-65.05798505,-125.4167776,-1.853212,-2.551178,1.51
2017/10/1,-52.11822597,-55.0025958,-66.9985576,-131.0805103,-1.42508,-1.169648,2.06
2017/10/2,-53.41884734,-55.64476762,-64.65357834,-133.9925135,-1.05838,-0.345948,2.41
2017/10/3,-53.70811551,-55.62896588,-66.87236045,-133.8708935,-1.483216,-1.456238,2.56
2017/10/4,-52.63524183,-55.92463369,-67.96345299,-131.5598869,-2.233888,-3.465852,2.56
2017/10/5,-55.32439227,-58.91612047,-76.90049497,-131.8556739,-2.936768,-4.596314,2.62
2017/10/6,-61.44163248,-62.25086199,-83.30921708,-136.0203159,-3.324646,-5.144074,2.71
2017/10/7,-66.1862399,-64.2658978,-87.3509702,-140.5669996,-3.1474,-4.100038,2.89
2017/10/8,-69.58237198,-65.43002623,-87.92371297,-143.8407864,-2.760804,-3.002808,3.14
2017/10/9,-71.62716886,-63.04609402,-83.47597765,-145.6636758,-2.27591,-1.596436,3.37
2017/10/10,-70.8874293,-59.19149969,-73.47659372,-146.098951,-1.780518,-0.686706,3.5
2017/10/11,-70.78590485,-54.94457326,-72.82622236,-144.8641415,-2.485688,-1.766816,3.47
2017/10/12,-70.57865624,-57.9759846,-82.20903685,-146.587996,-3.053712,-3.625886,3.45
2017/10/13,-70.46888702,-58.72857613,-84.33928964,-145.1780717,-3.809846,-5.733064,3.48
2017/10/14,-75.49480528,-62.28991786,-91.5860276,-148.7827635,-3.787232,-5.134126,3.48
2017/10/15,-79.98542313,-64.65663804,-97.61775935,-151.2271822,-3.913086,-5.134614,3.55
2017/10/16,-83.81530396,-62.60550052,-97.92892175,-152.83777,-3.873566,-4.615968,3.54
2017/10/17,-86.03653533,-56.80559681,-90.49812553,-150.2195747,-4.537934,-6.199464,3.63
2017/10/18,-86.53231657,-59.42469215,-91.42155362,-153.6992059,-4.67331,-6.47229,3.68
2017/10/19,-88.80566615,-62.02924527,-95.2966616,-155.5339804,-4.773134,-6.586854,3.67
2017/10/20,-91.59494983,-64.06260932,-98.79251109,-157.5617021,-4.511444,-5.768768,3.62
2017/10/21,-92.15056593,-63.28626627,-100.5226127,-159.6140625,-4.646058,-5.959198,3.58
2017/10/22,-92.3975942,-62.98277487,-101.1205835,-162.7003203,-4.553438,-5.555818,3.5
2017/10/23,-92.10998161,-62.06579688,-101.8975731,-163.5186409,-4.496736,-5.156892,3.41
2017/10/24,-88.95236987,-73.05664781,-114.5406995,-163.7762653,-4.516084,-5.32422,3.3
2017/10/25,-89.74513206,-76.81168098,-120.2707741,-162.7815811,-4.73581,-5.79596,3.16
2017/10/26,-99.43757914,-66.96750713,-117.7213105,-155.327182,-4.583772,-5.45993,2.97
2017/10/27,-98.84241297,-60.84866744,-110.9474035,-157.3255056,-4.498262,-5.163422,2.78
2017/10/28,-96.63747629,-51.29216759,-99.65537313,-160.8470713,-4.318878,-4.900422,2.62
2017/10/29,-97.44221211,-53.76453694,-105.1168122,-159.3738126,-4.287232,-4.634706,2.45
2017/10/30,-90.39893954,-57.55908828,-106.7462968,-163.1729301,-4.856752,-5.98587,2.27
2017/10/31,-98.85142574,-51.9811513,-108.3725123,-159.9556079,-5.23346,-7.041168,2.17
2017/11/1,-94.49012814,-57.69310186,-113.3045986,-165.2573551,-5.106018,-6.7258,2.07
2017/11/2,-90.86571369,-60.7775757,-115.5769718,-167.8905311,-5.007386,-6.111176,1.94
2017/11/3,-93.91860712,-64.21826735,-121.3655172,-164.7069669,-4.877594,-5.787598,1.76
2017/11/4,-92.47345436,-61.38820462,-116.8119781,-164.0562662,-4.606386,-4.046784,1.46
2017/11/5,-89.18620512,-62.4648464,-118.2150312,-165.4169335,-5.109864,-6.138458,1.2
2017/11/6,-86.23153618,-68.6107691,-126.8170934,-164.8900343,-5.335176,-6.89624,0.9
2017/11/7,-92.22665267,-74.40186194,-137.1915254,-160.4540678,-5.218324,-6.363464,0.62
2017/11/8,-95.03446441,-63.37730291,-125.1752789,-155.8476331,-4.957306,-5.79245,0.31
2017/11/9,-98.61765168,-64.64278664,-127.5142602,-153.4614274,-4.883362,-5.405548,0.04
2017/11/10,-101.1388411,-53.1235369,-114.2705689,-150.4092377,-4.661682,-4.70334,-0.25
2017/11/11,-94.14976785,-47.12937315,-105.3748051,-152.7724862,-4.799104,-4.56656,-0.56
2017/11/12,-84.14155166,-49.77482771,-104.1037889,-158.4228142,-5.404878,-6.977936,-0.88
2017/11/13,-81.16363306,-60.91556402,-115.2355027,-159.5106714,-5.64328,-7.282868,-1.16
2017/11/14,-87.6416235,-61.05559393,-116.8485547,-150.8149756,-6.014008,-7.86145,-1.44
2017/11/15,-92.35104452,-58.36367439,-113.9280195,-150.0535754,-6.070038,-7.609528,-1.67
2017/11/16,-92.71329675,-53.892001,-107.4511009,-151.9569238,-5.846864,-6.893066,-1.91
2017/11/17,-87.94243396,-55.81694887,-105.6617048,-153.9543083,-5.546418,-6.649658,-2.18
2017/11/18,-84.07630893,-57.22037575,-105.1024424,-150.33771,-5.98282,-6.736542,-2.52
2017/11/19,-84.21126368,-59.82746397,-110.6121829,-147.9895365,-6.967744,-9.724854,-2.71
2017/11/20,-85.33346426,-65.27363515,-118.9265872,-149.868791,-7.33896,-10.47458,-2.93
2017/11/21,-91.05916728,-66.14941128,-122.4018301,-152.4949933,-7.39145,-10.141206,-3.06
2017/11/22,-91.48447798,-67.12191146,-123.0098783,-154.1000613,-7.562806,-10.257416,-3.18
2017/11/23,-93.11680457,-69.57957267,-127.0369919,-158.391185,-7.536592,-9.591462,-3.26
2017/11/24,-94.76626944,-71.36447971,-131.8522535,-160.2037004,-7.697998,-10.642578,-3.28
2017/11/25,-96.09404381,-73.76995597,-135.7203896,-164.4381679,-7.570862,-9.625398,-3.26
2017/11/26,-94.57859439,-76.83503304,-138.897227,-164.3596647,-7.568452,-9.655854,-3.21
2017/11/27,-94.16274943,-79.27072167,-141.7576687,-164.7876038,-7.724152,-9.805328,-3.17
2017/11/28,-96.75292159,-82.56289424,-145.5369024,-163.7372368,-7.476166,-9.103424,-3.11
2017/11/29,-96.67932072,-82.76779105,-145.1718536,-163.233316,-7.061342,-7.959106,-3.11
2017/11/30,-91.6180337,-83.55773695,-145.1322397,-157.907128,-7.846924,-10.537048,-3.16
2017/12/1,-92.95061898,-85.79953123,-147.0024114,-154.7300746,-8.461548,-11.342438,-3.23
2017/12/2,-98.7049573,-87.06291695,-149.1689886,-157.8529166,-8.651704,-11.471986,-3.3
