Datetime,Strain1,Strain2,Strain3,Strain4,yandaoWD,chedaoWD,W
2013/9/11,-0.841528311,0.014391734,0.134621942,0.601181861,-0.081482,-0.202424,0
2013/9/12,-2.595769891,-0.694608818,0.322315847,-0.571315417,-0.207032,-0.225282,-0.05
2013/9/13,-4.076557339,-1.259638988,1.120024847,-1.282257222,-0.137666,0.29184,-0.08
2013/9/14,-4.440894569,-1.022590427,2.688992887,-1.987286829,0.175048,1.177978,-0.09
2013/9/15,-3.994077626,-0.188754121,6.539585373,-2.081381956,0.51245,1.745392,-0.11
2013/9/16,-3.504114691,0.813551126,8.14993028,-1.768956075,0.630676,1.88736,-0.13
2013/9/17,-3.246889916,1.476562868,8.495598238,-3.44423713,0.757934,1.934722,-0.17
2013/9/18,-2.15266838,1.803248892,3.178587444,-3.261274667,0.869934,2.405028,-0.2
2013/9/19,-0.539806027,1.938551386,-3.63025319,-2.573063158,1.06607,2.28659,-0.15
2013/9/20,-0.87042022,2.261695955,-4.342512438,-1.221816073,1.062224,2.70282,-0.07
2013/9/21,-0.121526138,2.830216241,-5.131485805,-1.979911626,1.164122,2.742034,0.01
2013/9/22,1.007690246,3.220847374,-6.001259856,-1.260428574,1.318602,3.08203,0.08
2013/9/23,1.210342065,3.828817127,-1.496709304,-2.401299025,1.345336,2.817748,0.11
2013/9/24,2.727562103,4.516955147,7.534653603,-0.752373985,1.02011,2.128112,0.18
2013/9/25,-0.777710215,1.229289697,-1.500834806,0.583524814,-0.478608,-1.09964,0.36
2013/9/26,-6.735702117,-4.223823987,-13.03128371,-2.794037487,-1.299562,-2.36853,0.79
2013/9/27,-15.45444259,-8.036542426,-24.47636191,-11.33044661,-1.122712,-1.421326,1.32
2013/9/28,-17.34484255,-12.54266706,-31.00281757,-14.03673794,-1.800324,-3.653748,1.77
2013/9/29,-24.06759547,-15.79371014,-37.30296197,-20.80542354,-1.687744,-2.737428,2.09
2013/9/30,-26.87870891,-17.69075432,-40.41671762,-24.44939306,-1.528138,-2.068756,2.22
2013/10/1,-27.37564129,-18.68179784,-42.03190999,-26.02263063,-1.29593,-1.388214,2.25
2013/10/2,-28.44693336,-18.54659566,-40.90263763,-25.54200969,-1.14148,-0.913362,2.16
2013/10/3,-28.05835175,-16.56854753,-41.28743941,-26.76464561,-1.276674,-1.280122,1.99
2013/10/4,-27.87941812,-18.0493292,-48.29831992,-28.87767628,-1.422608,-1.795014,1.79
2013/10/5,-28.56653954,-18.37435729,-51.42058042,-29.74301018,-1.41919,-1.732118,1.61
2013/10/6,-28.50192465,-18.30893925,-51.73624307,-30.32479776,-1.284546,-1.172546,1.38
2013/10/7,-27.27033594,-17.19721389,-51.10473907,-28.03963899,-1.125032,-0.675934,1.09
2013/10/8,-25.14409904,-15.42071752,-45.60690161,-26.11631045,-1.044434,-0.259828,0.77
2013/10/9,-25.56903979,-15.08035694,-45.25017002,-27.13831263,-1.256654,-1.220398,0.52
2013/10/10,-24.72208283,-14.34711217,-43.69826834,-25.47027476,-1.179506,-0.96286,0.25
2013/10/11,-24.01075015,-13.52108965,-40.4952147,-24.73243357,-0.97815,-0.383332,-0.03
2013/10/12,-21.95552183,-11.82551798,-37.01395716,-23.2293858,-0.835756,-0.146028,-0.33
2013/10/13,-20.92583364,-10.68993721,-38.05525779,-23.26969302,-0.77536,0.1091,-0.76
2013/10/14,-19.05274978,-8.855453038,-38.94935628,-22.89019938,-0.743622,-0.151154,-1.22
2013/10/15,-15.70203853,-7.183357017,-37.92499562,-19.42992617,-0.777314,-0.015656,-1.76
2013/10/16,-15.06845348,-7.816525135,-41.81921849,-16.90739183,-1.756104,-2.80658,-2.14
2013/10/17,-17.57253969,-9.229924923,-47.14854596,-17.26402423,-2.420076,-4.280366,-2.49
2013/10/18,-19.92865875,-11.00902206,-51.38833966,-19.94728434,-2.588806,-4.296906,-2.83
2013/10/19,-23.16070642,-12.24908145,-54.373412,-22.08320496,-2.597108,-3.646332,-3.1
2013/10/20,-24.14022642,-12.4893291,-55.4738011,-23.08202563,-2.494568,-3.432496,-3.34
2013/10/21,-24.12374744,-12.15504444,-54.57677959,-23.06135106,-2.440492,-3.19043,-3.57
2013/10/22,-24.22729302,-12.63026904,-56.28556096,-23.60300847,-2.64084,-3.60611,-3.78
2013/10/23,-25.42908835,-13.00021866,-58.74412931,-24.4781181,-2.7016,-3.602204,-3.98
2013/10/24,-26.11706078,-12.73283597,-58.8910874,-25.3483382,-2.597016,-2.868256,-4.12
2013/10/25,-25.33455849,-12.68720615,-59.85023024,-25.39165586,-2.71994,-3.471406,-4.21
2013/10/26,-26.55186488,-14.36991173,-62.96753854,-25.06890548,-3.303712,-5.14911,-4.25
2013/10/27,-28.71799861,-15.37162992,-66.29365312,-27.26605258,-3.591034,-5.391938,-4.27
2013/10/28,-31.28369958,-17.38922119,-68.06631732,-28.9517036,-3.503632,-4.97583,-4.31
2013/10/29,-31.18014975,-17.22558817,-67.63324853,-30.14857366,-3.502716,-4.84555,-4.45
2013/10/30,-32.1935099,-17.29742968,-66.56270072,-29.41018514,-3.318634,-3.796662,-4.49
2013/10/31,-29.65371022,-17.1151477,-63.86995475,-26.56908674,-3.792848,-5.310304,-4.51
2013/11/1,-30.72131291,-18.11384169,-61.55288066,-27.54176893,-3.80774,-5.222382,-4.47
2013/11/2,-31.06317674,-19.41614103,-60.80496932,-26.61551162,-4.115114,-5.798066,-4.38
2013/11/3,-31.33230036,-21.08958305,-60.15292339,-26.88495352,-4.632538,-6.936524,-4.33
2013/11/4,-36.08144555,-22.58277348,-61.91428984,-30.86503266,-4.360016,-5.905426,-4.31
2013/11/5,-38.57765276,-22.64892746,-63.81057496,-32.65806862,-4.503296,-6.040344,-4.33
2013/11/6,-40.04240327,-23.47588427,-65.64099508,-33.55830374,-4.400606,-5.689912,-4.33
2013/11/7,-40.55693431,-23.9911633,-66.51524965,-35.53220324,-4.432588,-5.74579,-4.33
2013/11/8,-41.07974455,-23.87107704,-66.6117377,-35.6360841,-4.400666,-5.268402,-4.34
2013/11/9,-41.4531205,-23.68253113,-64.45620016,-37.20264728,-3.962586,-4.010376,-4.39
2013/11/10,-39.82914345,-22.92011809,-60.59342985,-34.91706471,-4.036928,-3.873658,-4.55
2013/11/11,-37.41798936,-23.3427389,-61.39102982,-31.85610823,-4.655396,-6.542328,-4.71
2013/11/12,-35.04406021,-24.91656423,-62.2132486,-27.12507912,-5.376984,-8.271576,-4.79
2013/11/13,-38.22614621,-27.95647138,-65.19944497,-28.68374771,-6.07013,-9.27057,-4.79
2013/11/14,-45.24312737,-30.1761948,-69.23231365,-33.81824208,-6.155274,-8.947388,-4.61
2013/11/15,-50.83115978,-32.76881,-72.68871899,-40.44120129,-6.127716,-8.527862,-4.14
2013/11/16,-54.2936418,-34.91734035,-75.59335673,-44.74196357,-5.993928,-8.19632,-3.7
2013/11/17,-54.94544202,-36.60267479,-78.57953615,-46.15736046,-5.813966,-7.602722,-3.41
2013/11/18,-58.73024867,-37.49419085,-83.28571263,-48.66295472,-5.949036,-7.994842,-3.27
2013/11/19,-58.69624786,-38.41653281,-86.99352942,-49.97355892,-6.088472,-8.538362,-3.23
2013/11/20,-61.46974787,-38.99737689,-89.3493651,-52.55694732,-6.317994,-8.563264,-3.3
2013/11/21,-62.11420126,-39.8072713,-90.14406423,-53.48424702,-6.015138,-7.587158,-3.46
2013/11/22,-59.61445078,-39.00363567,-88.40664386,-52.46140415,-6.054352,-7.93692,-3.67
2013/11/23,-58.77879889,-38.37923456,-87.55069051,-51.21701292,-6.031892,-7.934692,-3.87
2013/11/24,-57.5677069,-37.88708633,-84.16888404,-48.93481018,-6.226166,-7.007172,-4.08
2013/11/25,-59.23567998,-38.99937718,-84.80805714,-49.20288352,-6.82724,-9.7901,-4.21
2013/11/26,-59.87005567,-39.55450064,-85.32481112,-47.98776543,-6.964418,-9.624664,-4.32
2013/11/27,-62.52381477,-40.9929811,-87.44065781,-49.14735579,-6.932282,-9.047914,-4.4
2013/11/28,-60.98728906,-42.58587067,-90.92509877,-49.13144356,-7.574402,-11.107942,-4.45
2013/11/29,-63.47185699,-44.69522764,-95.63217298,-51.52937457,-7.89084,-11.621276,-4.47
2013/11/30,-68.63395738,-46.16813717,-99.73517543,-55.40292883,-8.131592,-11.727784,-4.48
2013/12/1,-70.00808542,-47.3690731,-101.3080603,-57.03344489,-7.80713,-10.676636,-4.52
2013/12/2,-72.02360277,-47.20577024,-101.0652082,-58.30225771,-8.023286,-11.092956,-4.59
2013/12/3,-74.06246439,-47.3734264,-101.5186726,-60.85479687,-7.86728,-10.206482,-4.7
2013/12/4,-72.24393857,-47.73342996,-100.9348554,-59.51430968,-7.667542,-9.816376,-4.83
2013/12/5,-71.77415207,-47.7928479,-100.9954392,-59.90400269,-7.904206,-10.447114,-4.93
2013/12/6,-71.58076657,-48.05344386,-101.012393,-60.12476844,-7.772522,-10.08252,-5.03
2013/12/7,-70.95664897,-48.76576147,-101.6426878,-59.33638802,-8.127198,-11.161316,-5.1
2013/12/8,-73.47505162,-49.01259007,-102.3649981,-60.04673476,-8.265808,-10.814514,-5.16
2013/12/9,-74.43454682,-49.42463263,-101.9558538,-60.95102551,-7.861084,-8.306946,-5.2
2013/12/10,-71.9201657,-50.3135249,-102.9375656,-58.49843266,-8.474182,-11.635772,-5.24
2013/12/11,-74.164277,-51.79390893,-106.2664896,-59.18839999,-8.581758,-11.188812,-5.3
2013/12/12,-76.69072524,-52.54486759,-108.2596418,-61.90393183,-8.917664,-12.016448,-5.36
2013/12/13,-77.70110548,-53.66619597,-110.7126716,-62.63628385,-8.90326,-11.666626,-5.41
2013/12/14,-80.10821414,-54.40622203,-111.1004262,-63.79526106,-8.828522,-11.31607,-5.41
2013/12/15,-81.39157857,-55.1845308,-112.4899944,-64.54360755,-8.829834,-11.08957,-5.38
2013/12/16,-79.6946809,-55.67234362,-114.1384203,-65.47279369,-8.919832,-11.38907,-5.35
2013/12/17,-79.44888463,-55.93376932,-113.1387357,-64.44709199,-9.475374,-12.910492,-5.25
2013/12/18,-79.70570143,-57.97257272,-113.7347084,-62.95780675,-9.675934,-13.247558,-5.22
2013/12/19,-76.88878098,-60.49563641,-115.9599052,-61.67592493,-10.275422,-14.800292,-5.22
2013/12/20,-87.12364963,-62.76582203,-118.7400283,-65.77368844,-10.599794,-14.24472,-4.97
2013/12/21,-87.4016483,-65.77009397,-121.5394693,-68.6813771,-10.770082,-14.690978,-4.8
2013/12/22,-91.61549306,-67.40642323,-124.7251259,-70.78442041,-11.029816,-15.376342,-4.67
2013/12/23,-94.3023487,-69.02165526,-127.0998738,-73.55665099,-11.173554,-15.425842,-4.6
2013/12/24,-97.25713687,-70.02025429,-128.9121199,-76.5489582,-11.410248,-15.395934,-4.61
2013/12/25,-98.29652133,-71.25686897,-130.6845673,-78.72582654,-11.239808,-15.055114,-4.67
2013/12/26,-99.37800677,-72.19078004,-131.6492764,-79.76088161,-11.030458,-14.10788,-4.71
2013/12/27,-99.07765869,-71.41999544,-131.9723895,-78.19448134,-11.505738,-14.724274,-4.82
2013/12/28,-100.3752694,-74.51449571,-134.6664907,-77.98682978,-12.023194,-16.558258,-4.86
2013/12/29,-102.3762409,-75.39827282,-136.6769523,-80.59805712,-11.869874,-16.230132,-4.95
2013/12/30,-104.4235184,-75.751684,-137.1035369,-82.58498475,-11.838258,-15.704102,-5.1
2013/12/31,-105.0830888,-76.33366512,-136.7654509,-83.04564992,-11.787996,-15.349152,-5.11
2014/1/1,-105.4668838,-75.99249302,-135.5476277,-85.50590637,-11.491944,-14.100434,-5.23
2014/1/2,-104.8066098,-75.17468714,-134.1128684,-85.08628269,-11.356172,-13.743102,-5.29
2014/1/3,-103.2319154,-75.07783727,-134.4227982,-83.52739553,-10.943056,-12.74829,-5.33
2014/1/4,-103.1474658,-74.56557054,-133.7465195,-84.78906159,-10.851716,-12.901,-5.31
2014/1/5,-101.4996486,-73.45052179,-133.2752968,-84.0646906,-10.975526,-13.70987,-5.31
2014/1/6,-102.5671269,-73.37378402,-133.4731397,-84.63038972,-10.927368,-12.93631,-5.34
2014/1/7,-98.56825246,-73.78439132,-133.5746307,-82.89708925,-10.885896,-13.393066,-5.31
2014/1/8,-98.07283441,-73.92220627,-130.6219857,-79.25372448,-11.341768,-13.034728,-5.26
2014/1/9,-99.06674857,-75.85118299,-130.6521353,-78.63840914,-11.779236,-15.209778,-5.17
2014/1/10,-102.0635493,-76.73649286,-131.7010327,-82.32906421,-11.95404,-15.687408,-5.06
2014/1/11,-102.1970534,-79.1238112,-133.163067,-80.63438302,-12.18161,-16.087098,-4.98
2014/1/12,-104.292228,-79.11017795,-132.3951651,-82.56178213,-12.220062,-15.715728,-4.92
2014/1/13,-106.0913218,-80.38704317,-133.4522612,-84.73219099,-12.122864,-15.013,-4.89
2014/1/14,-107.5050076,-80.72202965,-133.8313524,-86.25728988,-12.340974,-15.949646,-4.8
2014/1/15,-108.0798953,-81.2201414,-133.9026735,-86.85074471,-12.232696,-15.540314,-4.76
2014/1/16,-110.0333402,-82.04081515,-134.9527397,-87.58597521,-12.326904,-15.513732,-4.71
2014/1/17,-110.7026322,-82.88638888,-136.5239049,-89.44971963,-11.96698,-14.208802,-4.7
2014/1/18,-109.1155768,-81.8944456,-135.9641012,-89.67487899,-11.834076,-14.034454,-4.7
2014/1/19,-110.020913,-81.90944748,-136.7164027,-90.17636595,-12.216676,-15.05957,-4.69
2014/1/20,-109.7989216,-82.72449862,-138.3553962,-90.34397716,-11.873048,-14.00113,-4.73
2014/1/21,-110.7509323,-82.79047131,-140.3835283,-91.42841593,-11.975678,-14.272828,-4.78
2014/1/22,-112.1855936,-82.72183793,-142.0887824,-92.46690571,-12.354706,-15.625762,-4.8
2014/1/23,-113.0117044,-82.95479003,-143.0792352,-93.69710841,-12.167908,-14.720002,-4.82
2014/1/24,-114.5925122,-82.77717303,-143.1788708,-95.27252536,-11.835634,-13.490174,-4.82
2014/1/25,-112.7761661,-81.58166392,-141.6534937,-95.026493,-11.126374,-11.978516,-4.9
2014/1/26,-109.285224,-80.67956114,-139.7351119,-92.49572843,-11.21216,-12.795014,-4.9
2014/1/27,-107.7433077,-79.49211533,-137.7489002,-91.34417551,-11.30542,-13.24649,-5.09
2014/1/28,-106.4733285,-78.77426411,-135.8570999,-90.48482813,-11.178864,-12.767822,-5.2
2014/1/29,-103.3362253,-78.37935355,-133.7758234,-87.20622555,-11.25409,-13.261994,-5.27
2014/1/30,-102.7220833,-77.93910413,-129.7170615,-86.41799874,-11.550722,-13.948456,-5.33
2014/1/31,-104.7375168,-78.4346117,-127.9511266,-86.98673086,-11.348634,-13.048278,-5.35
2014/2/1,-104.2689109,-77.09415953,-123.2756767,-87.85598399,-10.50647,-10.735718,-5.35
2014/2/2,-100.4008799,-75.47846911,-117.4623737,-85.29722121,-10.418214,-11.142792,-5.38
2014/2/3,-99.20205091,-73.96299807,-113.4657881,-82.66713207,-10.184326,-10.047914,-5.37
2014/2/4,-94.99451822,-73.61666163,-111.6419888,-80.03847434,-10.816498,-12.590484,-5.49
2014/2/5,-93.88000264,-74.89883431,-114.1573506,-78.23292508,-11.345216,-13.94571,-5.58
2014/2/6,-92.05937246,-76.79034768,-116.3266692,-75.32386732,-12.16629,-15.929902,-5.61
2014/2/7,-96.97421893,-79.08603289,-118.8698478,-77.96269094,-12.600464,-16.176818,-5.6
2014/2/8,-100.7083919,-81.24037718,-120.6708604,-78.93282031,-13.046356,-17.43332,-5.58
2014/2/9,-102.0485953,-83.3548391,-124.3010816,-81.79521113,-13.349732,-17.320526,-5.55
2014/2/10,-102.8436959,-85.41379799,-126.7508889,-83.63158357,-13.695068,-18.2023,-5.53
2014/2/11,-105.26021,-87.48407021,-130.068286,-84.37886243,-14.131988,-19.185212,-5.48
2014/2/12,-110.5524969,-89.17643851,-133.9248582,-89.90869891,-14.036012,-18.241394,-5.43
2014/2/13,-112.9904217,-90.41142354,-135.5605049,-91.46161693,-14.102998,-18.377472,-5.35
2014/2/14,-114.2469188,-91.8078311,-137.477959,-92.65868433,-14.222688,-18.523712,-5.28
2014/2/15,-117.8362967,-92.05432732,-138.3441016,-96.01829638,-14.143768,-17.720184,-5.2
2014/2/16,-119.0174055,-92.73413196,-138.9199503,-97.13337353,-13.795838,-16.900452,-5.14
2014/2/17,-117.5921703,-92.51176013,-137.9414134,-95.67607587,-13.736328,-16.90857,-5.13
2014/2/18,-113.5941741,-92.97077515,-137.2302812,-95.15183784,-13.90796,-17.582336,-5.14
2014/2/19,-115.0625503,-93.24776788,-136.3903873,-91.70872144,-14.397034,-18.810882,-5.17
2014/2/20,-119.5544875,-93.49230282,-137.5255006,-96.76439156,-14.336304,-18.146606,-5.21
2014/2/21,-121.9491356,-93.44036815,-137.5529356,-98.702819,-13.93747,-16.608154,-5.22
2014/2/22,-123.1450892,-92.823027,-137.0903349,-102.1757642,-13.402038,-15.11554,-5.19
2014/2/23,-120.4687979,-90.89113612,-134.5259398,-100.2630573,-12.777772,-13.710052,-5.15
2014/2/24,-117.3391503,-89.74274474,-130.9497863,-99.73094912,-12.540498,-13.606446,-5.07
2014/2/25,-112.3784809,-89.0983872,-126.5398582,-95.85124614,-12.71289,-14.383118,-4.94
2014/2/26,-112.9276646,-89.34968164,-123.1328252,-95.3618771,-12.734924,-14.388092,-4.87
2014/2/27,-113.4185462,-89.39502754,-121.2650394,-95.85295755,-12.437562,-13.633178,-4.66
2014/2/28,-110.5230747,-89.14744035,-118.7115843,-93.86837862,-12.544586,-14.18863,-4.46
2014/3/1,-109.4056812,-89.82124653,-117.4105919,-91.322766,-12.903382,-15.115386,-4.24
2014/3/2,-112.3499865,-91.00126417,-118.6789904,-92.2295891,-13.1727,-15.917756,-4.01
2014/3/3,-115.8501433,-92.31276552,-120.7520487,-94.13541758,-13.179626,-15.746826,-3.82
2014/3/4,-119.0066045,-91.66741838,-120.8269277,-96.59204382,-12.99057,-14.971222,-3.79
2014/3/5,-118.9004235,-91.13866221,-119.4298347,-98.13410346,-12.53717,-13.890076,-3.43
2014/3/6,-118.5498506,-89.77789273,-117.8118686,-99.40655157,-12.211762,-12.880036,-3.43
2014/3/7,-115.5073253,-89.69416778,-116.2804663,-97.37322984,-12.626618,-14.676972,-3.43
2014/3/8,-114.6531209,-90.01415628,-117.1636192,-95.66643665,-12.7464,-14.837676,-3.53
2014/3/9,-115.9931644,-90.02981984,-117.138159,-97.56421704,-12.491486,-14.052002,-3.61
2014/3/10,-116.504759,-88.62501509,-116.2695603,-98.73284911,-12.328156,-13.545624,-3.6
2014/3/11,-115.3744508,-88.15286182,-116.3629604,-98.09699005,-11.938142,-12.826934,-3.54
2014/3/12,-113.5214031,-87.18869245,-113.5355373,-96.66068086,-11.781038,-12.490296,-3.5
2014/3/13,-110.0214873,-85.78518792,-109.7533418,-94.41252649,-11.90149,-13.12796,-3.56
2014/3/14,-112.1744987,-85.64842535,-111.9354562,-95.80605383,-11.936036,-13.394958,-3.54
2014/3/15,-112.3825589,-85.43217616,-112.7754694,-97.62136311,-11.573426,-12.394532,-3.5
2014/3/16,-111.1900937,-83.94058218,-111.9995194,-98.90574932,-11.082672,-11.069458,-3.49
2014/3/17,-108.4799063,-82.8997523,-108.9140819,-98.01760198,-10.717714,-10.541688,-3.53
2014/3/18,-104.6656519,-80.21329587,-103.4270289,-96.68766814,-10.084748,-9.097534,-3.63
2014/3/19,-98.608449,-77.4008535,-96.06069558,-93.3422876,-9.506898,-7.896424,-3.63
2014/3/20,-96.2817073,-76.37166838,-91.49428731,-89.67611159,-10.17627,-9.19803,-3.89
2014/3/21,-96.84472131,-76.9465271,-94.05971469,-89.76860435,-10.544098,-11.193298,-3.96
2014/3/22,-97.69488624,-77.14402394,-97.21553057,-89.60708088,-10.531128,-11.318604,-4.05
2014/3/23,-98.19585392,-77.12426261,-99.68967944,-91.26619484,-10.251618,-10.49286,-4.15
2014/3/24,-95.86048668,-77.00801731,-96.83748705,-89.16030535,-10.234558,-10.37909,-4.23
2014/3/25,-94.48008482,-76.05928509,-92.35816133,-88.27757167,-10.185456,-10.334686,-4.28
2014/3/26,-93.18076619,-74.75249323,-86.11108659,-88.36353736,-9.75,-9.442902,-4.31
2014/3/27,-91.32847981,-73.12276411,-81.25002228,-87.10518662,-9.306428,-8.279816,-4.31
2014/3/28,-88.12126754,-71.19779018,-76.61822803,-85.10386056,-8.61841,-6.94693,-4.31
2014/3/29,-84.19582169,-69.33529357,-70.22161513,-82.62417968,-8.028108,-6.104828,-4.29
2014/3/30,-83.11456778,-66.55773888,-65.9646314,-81.20269311,-8.039644,-6.376588,-4.22
2014/3/31,-81.92919924,-65.14601443,-66.47548648,-79.76447747,-7.949372,-5.879608,-3.96
2014/4/1,-84.13107194,-65.65669658,-70.56688355,-83.03021717,-8.563874,-8.005586,-3.62
2014/4/2,-84.87322225,-66.07079508,-74.66824674,-82.87054473,-8.258302,-7.226624,-3.38
2014/4/3,-83.03192855,-65.10677422,-74.31183679,-83.14658477,-7.861146,-6.52704,-3.28
2014/4/4,-82.61658903,-64.11600128,-74.41372672,-84.58609417,-7.758638,-6.497406,-3.22
2014/4/5,-82.33008798,-63.45633826,-75.64094649,-83.89549789,-7.76819,-6.767182,-3.14
2014/4/6,-81.12759109,-63.02553404,-74.49048276,-83.65497393,-7.824434,-6.765168,-3.12
2014/4/7,-80.45382464,-63.33817287,-75.15567331,-82.57375276,-8.275574,-8.479706,-3.11
2014/4/8,-80.95948827,-63.6040347,-73.15610098,-81.30368967,-8.185944,-7.717102,-3.15
2014/4/9,-80.93210454,-63.04284767,-70.66555579,-83.27398433,-7.80591,-6.977112,-3.11
2014/4/10,-79.40266722,-62.19974518,-68.22911521,-83.8070963,-7.337036,-6.007844,-3.06
2014/4/11,-75.68475858,-59.51720642,-66.65805746,-82.1149401,-6.831116,-4.687714,-2.96
2014/4/12,-74.93485352,-59.87862928,-63.05650218,-81.14500319,-7.157838,-5.884156,-2.76
2014/4/13,-75.74667817,-61.19021126,-64.08662896,-79.35946065,-7.961762,-8.079286,-2.51
2014/4/14,-78.79656856,-62.95494274,-66.22172167,-81.25100545,-7.946016,-7.699586,-2.22
2014/4/15,-80.26524324,-63.6688227,-66.31991638,-83.63295943,-7.608644,-6.903168,-1.92
2014/4/16,-79.74861706,-63.82607435,-62.87580237,-83.67081842,-7.668244,-7.219604,-1.92
2014/4/17,-80.00816367,-64.69354709,-61.87577052,-84.96128665,-7.96753,-8.111726,-1.51
2014/4/18,-81.13042855,-64.97040048,-59.82003304,-84.28052609,-7.638092,-6.677644,-1.33
2014/4/19,-79.96810762,-64.30033194,-55.25012074,-85.32921327,-7.399506,-6.086732,-1.17
2014/4/20,-79.77037638,-65.10094527,-55.81563889,-84.43133605,-7.899782,-7.919282,-1
2014/4/21,-81.8691898,-66.26443965,-57.89035821,-85.55095309,-7.934632,-7.96051,-0.79
2014/4/22,-82.21372021,-67.06730668,-57.3303904,-85.35798338,-8.30597,-8.57364,-0.53
2014/4/23,-85.60322149,-68.22744761,-59.75978257,-87.09571035,-8.152986,-8.234466,-0.33
2014/4/24,-86.16665237,-68.32719246,-59.38369693,-88.19343699,-7.958832,-7.604034,-0.21
2014/4/25,-85.46985964,-67.36329744,-56.48859566,-87.45952439,-7.835846,-7.275758,-0.16
2014/4/26,-85.12360289,-67.72282058,-53.01992702,-87.58175457,-7.804536,-7.291504,-0.02
2014/4/27,-85.99720076,-68.15508577,-53.97465983,-88.65860107,-7.923036,-7.605164,0.09
2014/4/28,-84.79567717,-67.77190586,-55.43063047,-89.35529305,-7.572174,-6.966676,0.16
2014/4/29,-85.91211326,-67.59118536,-59.7301346,-91.08230519,-7.415436,-6.5495,0.15
2014/4/30,-85.29355415,-66.34704947,-60.44881833,-90.95512491,-7.085602,-6.094086,0.08
2014/5/1,-83.51780624,-64.73970095,-61.97905922,-91.48069041,-6.69632,-5.404694,0.04
2014/5/2,-80.19134589,-63.01003433,-62.13247256,-90.76028546,-6.154024,-4.390992,0.01
2014/5/3,-78.80418968,-61.67264205,-64.96690174,-90.70193283,-6.434816,-4.955628,-0.03
2014/5/4,-78.28115781,-61.70907221,-67.72605414,-90.7051052,-6.390718,-5.273408,-0.07
2014/5/5,-77.18496868,-61.63112699,-67.03255508,-88.45833652,-6.793184,-5.98996,-0.13
2014/5/6,-78.62081574,-61.88099607,-71.20316062,-89.23561637,-6.653168,-5.927246,-0.11
2014/5/7,-78.91733308,-61.66586161,-74.99709701,-91.13430625,-6.25766,-4.876344,-0.04
2014/5/8,-76.49038617,-60.14638269,-72.27275255,-89.80638178,-5.779602,-3.886932,0.04
2014/5/9,-73.40433287,-58.15486355,-67.51290105,-88.77165507,-5.33194,-2.971406,0.17
2014/5/10,-73.45604936,-58.32416215,-62.29975111,-87.3282861,-5.986818,-5.0589,0.17
2014/5/11,-72.72826646,-58.37964832,-57.33899467,-85.14820791,-6.20166,-5.264954,0.17
2014/5/12,-76.23854155,-59.8120549,-59.90424987,-87.03818906,-6.165894,-5.42514,0.91
2014/5/13,-76.52954234,-60.47388695,-62.31870484,-90.22981517,-5.734558,-4.284302,1.17
2014/5/14,-74.51576088,-60.43084995,-56.96826601,-90.11326596,-5.991426,-5.251526,1.43
2014/5/15,-74.64929641,-61.18835322,-53.80746427,-88.9914379,-6.079468,-5.170014,1.59
2014/5/16,-77.9249101,-60.19695967,-59.69378465,-90.20526408,-5.79709,-4.63321,1.73
2014/5/17,-74.7284711,-61.70790355,-61.82340117,-91.88319611,-5.6409,-4.497498,1.75
2014/5/18,-77.10401443,-59.79321089,-61.21630204,-89.42290758,-5.622254,-4.48224,1.77
2014/5/19,-74.16322166,-58.65435889,-55.88371429,-89.85929505,-5.436006,-3.999696,1.82
2014/5/20,-73.13192587,-61.77793739,-56.70123384,-89.48445749,-5.513124,-4.258362,1.87
2014/5/21,-73.82437405,-59.78763217,-52.78755497,-86.98257504,-5.010926,-3.194764,1.87
2014/5/22,-72.74234412,-57.28382594,-45.96066662,-86.62537984,-5.323732,-4.362092,1.83
2014/5/23,-71.27832481,-56.07197564,-40.87729643,-85.70977707,-4.640962,-2.672638,1.82
2014/5/24,-70.09217785,-54.9291935,-36.41778235,-86.86424294,-4.45923,-2.382874,1.85
2014/5/25,-65.35493989,-53.50100914,-29.86404434,-84.16160316,-4.229004,-2.180328,1.98
2014/5/26,-64.63260593,-52.8349584,-24.31033091,-84.23251866,-4.10074,-1.9599,2.12
2014/5/27,-66.51752606,-53.23583802,-30.09670247,-84.78084199,-4.165772,-2.180206,2.35
2014/5/28,-64.94160544,-53.33558041,-30.46005047,-86.27643055,-3.91678,-1.699676,2.66
2014/5/29,-63.29332135,-52.39097542,-31.20353512,-86.00979334,-3.484376,-0.83661,2.92
2014/5/30,-62.65634751,-51.13143369,-28.42974925,-86.03597577,-3.204744,-0.665314,3.09
2014/5/31,-59.85110527,-50.26104743,-23.28550729,-87.370631,-3.135712,-0.752136,3.09
2014/6/1,-59.38229289,-51.8598427,-23.3469308,-85.30939067,-3.210542,-0.917664,3.1
2014/6/2,-60.6104149,-51.12563309,-21.89121272,-82.49156605,-3.400972,-1.49411,3.15
2014/6/3,-57.34343294,-49.13317172,-20.27715973,-82.50456171,-3.119782,-0.565766,3.11
2014/6/4,-56.39917894,-51.5437359,-26.30156066,-83.99734578,-3.279846,-1.40625,3.05
2014/6/5,-56.97155359,-52.67203672,-32.60304808,-81.00380764,-3.022096,-0.944184,3.06
2014/6/6,-58.37054071,-47.71993302,-31.67944583,-78.53438698,-2.554506,-0.134126,3.06
2014/6/7,-54.30106884,-43.48901463,-25.96993543,-78.54616602,-2.188936,0.317658,3.07
2014/6/8,-50.69063838,-44.18828155,-26.4352586,-79.58814485,-2.058594,0.851502,3.13
