Datetime,yandaoWD,chedaoWD,W
2015/4/28,-6.244232,-4.224304,-0.67
2015/4/29,-5.618286,-3.05719,-0.72
2015/4/30,-5.689668,-3.491394,-0.77
2015/5/1,-5.18161,-2.897798,-0.81
2015/5/2,-5.71335,-3.992158,-0.73
2015/5/3,-6.145722,-5.113618,-0.69
2015/5/4,-5.786896,-4.123474,-0.67
2015/5/5,-6.00467,-4.847016,-0.64
2015/5/6,-5.841126,-4.336122,-0.61
2015/5/7,-5.510316,-3.80545,-0.6
2015/5/8,-5.196168,-3.364746,-0.57
2015/5/9,-5.65088,-4.802368,-0.43
2015/5/10,-5.36145,-3.835602,-0.26
2015/5/11,-4.713044,-3.206696,-0.18
2015/5/12,-5.892366,-5.294952,0.03
2015/5/13,-5.539522,-4.362672,0.24
2015/5/14,-4.942994,-3.12677,0.44
2015/5/15,-4.683594,-2.86731,0.7
2015/5/16,-4.783814,-3.439484,1.14
2015/5/17,-4.575898,-2.885652,1.45
2015/5/18,-4.487184,-2.739076,1.69
2015/5/19,-4.375458,-2.60196,1.89
2015/5/20,-3.913514,-1.621034,2.02
2015/5/21,-3.975434,-1.55722,2.08
2015/5/22,-3.822938,-1.618896,2.16
2015/5/23,-3.991548,-2.376618,2.2
2015/5/24,-4.15622,-2.774354,2.26
2015/5/25,-3.811464,-1.974336,2.32
2015/5/26,-3.573242,-1.606934,2.34
2015/5/27,-3.826082,-2.502594,2.28
2015/5/28,-3.88028,-2.570618,2.22
2015/5/29,-3.464508,-1.568482,2.19
2015/5/30,-4.102082,-3.058868,2.22
2015/5/31,-3.578706,-2.168304,2.28
2015/6/1,-3.400544,-1.390626,2.32
2015/6/2,-3.155092,-1.091218,2.48
2015/6/3,-3.327546,-1.448852,2.72
2015/6/4,-3.599,-2.20636,2.92
2015/6/5,-4.112214,-3.368592,3.12
2015/6/6,-3.727234,-2.359162,3.28
2015/6/7,-3.151002,-1.042572,3.39
2015/6/8,-4.204744,-3.659272,3.61
2015/6/9,-4.043488,-3.198304,3.87
2015/6/10,-3.69928,-2.264832,4.08
2015/6/11,-3.315156,-1.381378,4.26
2015/6/12,-3.119904,-1.214082,4.45
2015/6/13,-2.537202,0.048156,4.65
2015/6/14,-2.386536,0.016784,4.83
2015/6/15,-2.58957,-0.399872,5.02
2015/6/16,-2.64682,-0.696412,5.18
2015/6/17,-2.354402,-0.156342,5.38
2015/6/18,-3.312562,-2.46695,5.84
2015/6/19,-2.963288,-1.377564,5.94
2015/6/20,-2.724396,-0.960298,5.94
2015/6/21,-2.369812,-0.20105,5.92
2015/6/22,-3.397432,-2.636566,6.07
2015/6/23,-3.02057,-1.453492,6.19
2015/6/24,-2.024384,0.4599,6.33
2015/6/25,-1.568878,1.109496,6.33
2015/6/26,-1.853944,0.145904,6.26
2015/6/27,-1.426362,0.959838,6.13
2015/6/28,-1.50641,0.607178,5.99
2015/6/29,-1.256806,1.301696,5.94
2015/6/30,-0.522676,2.445464,5.84
2015/7/1,-1.77823,-0.572358,5.7
2015/7/2,-1.433046,0.71109,5.68
2015/7/3,-0.968354,1.720642,5.72
2015/7/4,-1.183046,0.876984,5.74
2015/7/5,-1.653076,0.134064,5.85
2015/7/6,-1.912628,-0.55835,5.93
2015/7/7,-2.225404,-1.145172,5.92
2015/7/8,-2.233186,-0.913178,5.9
2015/7/9,-1.868592,-0.122712,5.87
2015/7/10,-1.963014,-0.365784,5.74
2015/7/11,-1.411836,0.781158,5.62
2015/7/12,-1.12793,1.31604,5.46
2015/7/13,-0.811158,1.71469,5.3
2015/7/14,-0.251282,2.73474,5.3
2015/7/15,-0.053956,2.836792,4.92
2015/7/16,-1.121674,0.379364,4.87
2015/7/17,-1.653626,-0.553284,4.84
2015/7/18,-1.548798,-0.033234,4.84
2015/7/19,-1.238832,0.593018,4.75
2015/7/20,-1.135866,0.89093,4.59
2015/7/21,-0.757264,1.545806,4.41
2015/7/22,-0.538606,1.756866,4.22
2015/7/23,-0.337404,1.990326,4.08
2015/7/24,-1.34137,-0.204346,4.35
2015/7/25,-0.957062,0.794768,4.45
2015/7/26,-0.612214,1.445098,4.37
2015/7/27,-0.762574,1.144104,4.33
2015/7/28,-0.220552,2.138274,4.25
2015/7/29,0.116852,2.564696,4.13
2015/7/30,0.354338,3.099548,3.99
2015/7/31,0.54016,3.38797,3.78
2015/8/1,0.765074,3.476318,3.51
2015/8/2,0.976684,3.833586,3.2
2015/8/3,0.995818,3.829556,2.88
2015/8/4,1.260406,4.163754,2.55
2015/8/5,1.428466,4.397702,2.16
2015/8/6,1.546936,4.43643,1.77
2015/8/7,1.252928,3.689024,1.31
2015/8/8,1.575896,3.654326,0.84
2015/8/9,1.601928,4.30496,0.46
2015/8/10,1.165222,3.057616,0.22
2015/8/11,0.572998,2.069946,0.09
2015/8/12,0.586364,2.259582,0.02
2015/8/13,0.702118,2.523346,-0.07
2015/8/14,0.733368,2.667418,-0.09
2015/8/15,1.035186,3.200806,-0.18
2015/8/16,0.684538,2.524566,-0.12
2015/8/17,0.85791,2.938872,0.01
2015/8/18,0.933136,3.060058,0.15
2015/8/19,1.190276,3.468628,0.34
2015/8/20,0.07492,0.627014,0.55
2015/8/21,0.302154,1.56372,0.71
2015/8/22,0.47119,2.174072,0.85
2015/8/23,0.530882,2.14511,0.98
2015/8/24,0.747406,2.686676,1.05
2015/8/25,0.52655,1.91339,1.06
2015/8/26,0.478972,2.16339,1.06
2015/8/27,0.645172,2.533202,1.05
2015/8/28,0.838592,2.713592,1.03
2015/8/29,0.664886,2.049774,1.07
2015/8/30,0.76416,2.359406,1.13
2015/8/31,0.759062,2.557068,1.15
2015/9/1,0.672332,2.151154,1.21
2015/9/2,0.89337,2.10028,1.22
2015/9/3,0.91107,2.766846,1.19
2015/9/4,0.828856,2.562102,1.22
2015/9/5,1.268432,3.559112,1.29
2015/9/6,0.735228,2.303008,1.32
2015/9/7,0.822692,2.341614,1.32
2015/9/8,0.578642,1.83908,1.3
2015/9/9,0.674164,1.787018,1.31
2015/9/10,0.739044,1.50241,1.36
2015/9/11,0.677642,2.060944,1.46
2015/9/12,0.087372,0.666412,1.58
2015/9/13,-0.135834,0.269104,1.74
2015/9/14,-0.281372,-0.031128,1.87
2015/9/15,-0.483246,-0.519134,1.95
2015/9/16,-0.265596,-0.182434,1.96
2015/9/17,-0.304352,-0.35907,1.89
2015/9/18,-0.277558,-0.093384,1.79
2015/9/19,-1.029206,-1.624452,1.76
2015/9/20,-1.114992,0.049956,1.78
2015/9/21,-0.931366,-0.394928,1.82
2015/9/22,-0.842256,-0.463684,1.87
2015/9/23,-0.88434,-0.595338,1.87
2015/9/24,-0.872406,-0.39676,1.85
2015/9/25,-1.431946,-1.674226,1.81
2015/9/26,-1.315338,-0.93686,1.81
2015/9/27,-1.168396,-0.501496,1.8
2015/9/28,-1.073822,-0.177278,1.73
2015/9/29,-0.706422,0.88803,1.61
2015/9/30,-0.690004,0.496306,1.46
2015/10/1,-1.42923,-1.50232,1.42
2015/10/2,-1.752504,-2.210266,1.36
2015/10/3,-1.79126,-2.041596,1.27
2015/10/4,-1.658264,-1.429994,1.13
2015/10/5,-1.903076,-2.428924,0.95
2015/10/6,-2.14798,-2.601746,0.8
2015/10/7,-2.567536,-3.131776,0.8
2015/10/8,-2.48053,-2.82187,0.75
2015/10/9,-2.617096,-3.048066,0.77
2015/10/10,-2.866578,-3.538422,0.84
2015/10/11,-2.712282,-3.177308,0.86
2015/10/12,-2.672578,-2.891114,0.82
2015/10/13,-2.74228,-3.178956,0.71
2015/10/14,-2.863252,-3.227356,0.57
2015/10/15,-2.672426,-2.867554,0.43
2015/10/16,-2.45688,-2.21576,0.27
2015/10/17,-2.400482,-2.562286,0.1
2015/10/18,-2.444306,-2.352632,-0.07
2015/10/19,-2.387604,-2.078248,-0.21
2015/10/20,-2.46634,-2.51059,-0.32
2015/10/21,-2.53003,-2.825134,-0.46
2015/10/22,-2.453278,-2.425842,-0.61
2015/10/23,-2.46042,-2.579896,-0.86
2015/10/24,-2.560274,-2.693696,-1.13
2015/10/25,-2.464448,-2.376832,-1.4
2015/10/26,-2.449708,-2.015382,-1.66
2015/10/27,-3.253052,-4.578064,-1.97
2015/10/28,-3.642366,-4.726136,-2.18
2015/10/29,-3.888948,-5.471284,-2.36
2015/10/30,-4.52057,-6.7482,-2.48
2015/10/31,-4.552736,-6.348144,-2.48
2015/11/1,-4.967224,-7.017488,-2.3
2015/11/2,-5.184144,-7.45105,-2.02
2015/11/3,-5.252716,-7.295838,-1.78
2015/11/4,-5.116852,-6.631622,-1.61
2015/11/5,-5.16324,-6.44931,-1.48
2015/11/6,-4.829956,-5.442872,-1.39
2015/11/7,-5.021302,-6.785004,-1.4
2015/11/8,-5.875092,-8.523468,-1.44
2015/11/9,-6.13739,-8.766816,-1.51
2015/11/10,-6.150056,-8.26236,-1.63
2015/11/11,-6.605104,-9.51471,-1.73
2015/11/12,-6.551636,-8.855042,-1.81
2015/11/13,-6.927704,-9.678956,-1.7
2015/11/14,-6.921174,-9.227326,-1.39
2015/11/15,-6.887268,-8.67099,-0.91
2015/11/16,-6.68924,-8.370728,-0.4
2015/11/17,-6.807312,-8.538116,0.01
2015/11/18,-7.117798,-9.380006,0.31
2015/11/19,-7.397584,-9.828584,0.52
2015/11/20,-7.700318,-9.977174,0.77
2015/11/21,-7.365204,-9.28885,0.91
2015/11/22,-7.200166,-8.602722,0.96
2015/11/23,-7.581758,-10.157594,0.86
2015/11/24,-8.309938,-11.41034,0.7
2015/11/25,-9.39908,-14.502594,0.54
2015/11/26,-9.585634,-13.79773,0.39
2015/11/27,-9.954926,-14.832306,0.19
2015/11/28,-9.759248,-13.430146,-0.04
2015/11/29,-9.70163,-13.185852,-0.32
2015/11/30,-9.644226,-12.664032,-0.62
2015/12/1,-9.448944,-12.02121,-0.92
2015/12/2,-9.298066,-11.646698,-1.19
2015/12/3,-9.393494,-11.945618,-1.39
2015/12/4,-9.369752,-11.694336,-1.6
2015/12/5,-9.562196,-12.078674,-1.74
2015/12/6,-9.994294,-13.688354,-1.89
2015/12/7,-10.320772,-14.017304,-1.85
2015/12/8,-10.20041,-13.365692,-1.59
2015/12/9,-10.018494,-12.62564,-1.24
2015/12/10,-9.995088,-12.459168,-1.0
2015/12/11,-9.966584,-12.34262,-0.88
2015/12/12,-10.01416,-12.490448,-0.82
2015/12/13,-10.233582,-12.963196,-0.83
2015/12/14,-10.440216,-13.411224,-0.85
2015/12/15,-10.349092,-13.069732,-0.86
2015/12/16,-10.458802,-13.131684,-0.87
2015/12/17,-11.096222,-14.723664,-0.87
2015/12/18,-11.198854,-14.880554,-0.89
2015/12/19,-11.31894,-14.80362,-0.97
2015/12/20,-11.32782,-14.871826,-1.09
2015/12/21,-11.671968,-15.562928,-1.26
2015/12/22,-11.47464,-14.653198,-1.46
2015/12/23,-11.443178,-14.151428,-1.72
2015/12/24,-11.459474,-14.021148,-1.98
2015/12/25,-11.626892,-15.194062,-2.13
2015/12/26,-11.743562,-14.849732,-2.18
2015/12/27,-11.313814,-13.56314,-2.24
2015/12/28,-11.692108,-14.942994,-2.34
2015/12/29,-11.939454,-15.342286,-2.44
2015/12/30,-11.893586,-14.891816,-2.54
2015/12/31,-11.6409,-14.33014,-2.7
2016/1/1,-11.74643,-14.002442,-2.85
2016/1/2,-11.712738,-14.298188,-3.04
2016/1/3,-11.413208,-13.094788,-3.2
2016/1/4,-10.99106,-12.046936,-3.39
2016/1/5,-11.39148,-14.45929,-3.55
2016/1/6,-11.627626,-14.121002,-3.67
2016/1/7,-11.764954,-14.501984,-3.73
2016/1/8,-12.21634,-15.1922,-3.7
2016/1/9,-12.160614,-15.416596,-3.63
2016/1/10,-12.253326,-15.523528,-3.55
2016/1/11,-12.32074,-15.537322,-3.49
2016/1/12,-13.48587,-16.677856,-3.34
2016/1/13,-13.748994,-16.97873,-3.05
2016/1/14,-13.43454,-16.432098,-2.75
2016/1/15,-13.161836,-16.05835,-2.58
2016/1/16,-13.065766,-16.011688,-2.5
2016/1/17,-13.026642,-15.697602,-2.5
2016/1/18,-12.900116,-15.864808,-2.5
2016/1/19,-13.246612,-16.387268,-2.5
2016/1/20,-13.135896,-16.128968,-2.49
2016/1/21,-13.412476,-16.618652,-2.52
2016/1/22,-13.747956,-17.599854,-2.52
2016/1/23,-14.21109,-16.91507,-2.58
2016/1/24,-14.593568,-19.1521,-2.54
2016/1/25,-15.107484,-20.702882,-2.47
2016/1/26,-14.718048,-19.019256,-2.43
2016/1/27,-14.278778,-17.787446,-2.36
2016/1/28,-14.128938,-17.710082,-2.29
2016/1/29,-13.84958,-16.640748,-2.31
2016/1/30,-14.17865,-17.348206,-2.33
2016/1/31,-14.280456,-16.994934,-2.39
2016/2/1,-15.014832,-18.54126,-2.41
2016/2/2,-15.509858,-19.517578,-2.35
2016/2/3,-15.337128,-18.8703,-2.28
2016/2/4,-14.871246,-17.253296,-2.24
2016/2/5,-14.474792,-16.723206,-2.22
2016/2/6,-14.359314,-16.392486,-2.27
2016/2/7,-14.512298,-16.951752,-2.32
2016/2/8,-14.38498,-16.43579,-2.39
2016/2/9,-13.805146,-15.008666,-2.41
2016/2/10,-13.076538,-13.453064,-2.64
2016/2/11,-12.703644,-12.921752,-2.83
2016/2/12,-12.0513,-11.832734,-3.03
2016/2/13,-11.75943,-11.28357,-3.25
2016/2/14,-12.679626,-14.151428,-3.51
2016/2/15,-13.481202,-16.05069,-3.63
2016/2/16,-13.741334,-16.112884,-3.7
2016/2/17,-13.44455,-15.607086,-3.72
2016/2/18,-13.227692,-15.020782,-3.69
2016/2/19,-12.71222,-13.714112,-3.63
2016/2/20,-12.647064,-13.81726,-3.58
2016/2/21,-12.679414,-14.033904,-3.52
2016/2/22,-12.790192,-14.54181,-3.45
2016/2/23,-12.9115,-14.663422,-3.42
2016/2/24,-12.818604,-14.264954,-3.36
2016/2/25,-12.710968,-14.028716,-3.28
2016/2/26,-12.277528,-12.981658,-3.24
2016/2/27,-11.940216,-12.53244,-3.22
2016/2/28,-11.602478,-11.928558,-3.21
2016/2/29,-11.45691,-11.593934,-3.27
2016/3/1,-11.543854,-12.24533,-3.34
2016/3/2,-11.154298,-11.379914,-3.47
2016/3/3,-10.753602,-10.539674,-3.6
2016/3/4,-10.49942,-10.24167,-3.74
2016/3/5,-9.679262,-8.730286,-3.87
2016/3/6,-10.008394,-9.768372,-3.99
2016/3/8,-8.983796,-7.798158,-4.15
2016/3/9,-10.910676,-12.273438,-4.09
2016/3/10,-11.888062,-14.634064,-3.91
2016/3/11,-12.205414,-14.721984,-3.57
2016/3/12,-11.98816,-13.822296,-3.1
2016/3/13,-11.567994,-12.642028,-2.72
2016/3/14,-11.450746,-12.52655,-2.49
2016/3/15,-11.326142,-12.077362,-2.3
2016/3/16,-11.180116,-12.006714,-2.2
2016/3/17,-10.704042,-10.65921,-2.16
2016/3/18,-10.575928,-10.620972,-2.2
2016/3/19,-10.095154,-9.984956,-2.24
2016/3/20,-9.513704,-8.87378,-2.27
2016/3/21,-9.528626,-9.051392,-2.28
2016/3/22,-9.654664,-9.470368,-2.24
2016/3/23,-9.176056,-8.270234,-2.08
2016/3/24,-9.7323,-9.868012,-1.74
2016/3/25,-9.949524,-10.468446,-1.14
2016/3/26,-9.915834,-10.56543,-0.58
2016/3/27,-10.287812,-11.357208,-0.28
2016/3/28,-10.04187,-10.79245,-0.2
2016/3/29,-9.493256,-9.362976,-0.34
2016/3/30,-9.700166,-10.224366,-0.52
2016/3/31,-10.043886,-10.907532,-0.69
2016/4/1,-9.751588,-10.036774,-0.83
2016/4/2,-8.832398,-7.606384,-0.89
2016/4/3,-8.59845,-7.022004,-0.96
2016/4/4,-9.586976,-10.087128,-1.03
2016/4/5,-9.332948,-9.187134,-1.06
2016/4/6,-9.35968,-9.355134,-0.96
2016/4/7,-9.669404,-9.97989,-0.65
2016/4/8,-9.150422,-8.908784,-0.37
2016/4/9,-8.580536,-7.510194,-0.08
2016/4/10,-8.389192,-7.292084,0.3
2016/4/11,-8.1709,-6.758514,0.69
2016/4/12,-7.878998,-6.320832,1.04
2016/4/13,-7.457428,-5.474824,1.27
2016/4/14,-6.973114,-4.901092,1.41
2016/4/15,-6.831726,-4.91684,1.55
2016/4/16,-6.89975,-5.389192,1.65
2016/4/17,-7.481386,-6.95639,1.76
2016/4/18,-7.863466,-7.665406,1.92
2016/4/19,-7.65854,-7.208924,2.1
2016/4/20,-7.090852,-5.898194,2.31
2016/4/21,-7.652832,-7.187042,2.6
2016/4/22,-7.230316,-6.220674,2.92
2016/4/23,-7.060762,-5.837768,3.16
2016/4/24,-7.2045,-5.83252,3.35
2016/4/25,-7.341066,-6.738098,3.5
2016/4/26,-7.093324,-6.226258,3.59
2016/4/27,-7.144014,-6.320008,3.66
2016/4/28,-7.064514,-6.18094,3.76
2016/4/29,-6.766968,-5.534974,3.85
2016/4/30,-6.244232,-4.730164,3.92
2016/5/1,-5.708284,-3.668854,3.89
2016/5/2,-5.434204,-2.922334,3.8
2016/5/3,-6.18976,-5.197784,3.69
2016/5/4,-5.912294,-4.561616,3.69
2016/5/5,-5.537324,-3.741516,3.64
2016/5/6,-5.187654,-2.997284,3.65
2016/5/7,-4.87088,-2.679902,3.58
2016/5/8,-5.846802,-5.161012,3.6
2016/5/9,-6.320984,-6.154724,3.66
2016/5/10,-6.549562,-6.289246,3.83
2016/5/11,-6.382782,-5.989716,4.07
2016/5/12,-5.671602,-4.272858,4.32
2016/5/13,-5.155426,-3.023652,4.42
2016/5/14,-5.213594,-3.710724,4.54
2016/5/15,-5.532074,-3.959382,4.5
2016/5/16,-6.029786,-5.89566,4.56
2016/5/17,-5.755036,-4.944184,4.59
2016/5/18,-5.534334,-4.47345,4.55
2016/5/19,-5.185914,-3.630006,4.46
2016/5/20,-5.354676,-3.920686,4.34
2016/5/21,-5.767274,-5.16214,4.25
2016/5/22,-5.868898,-5.22992,4.26
2016/5/23,-5.828766,-5.066528,4.38
2016/5/24,-5.800354,-4.775666,4.44
2016/5/25,-5.541626,-4.602448,4.5
2016/5/26,-5.245118,-3.98114,4.52
2016/5/27,-6.04303,-5.97693,4.57
2016/5/28,-6.09662,-5.846802,4.6
2016/5/29,-5.92917,-5.277496,4.6
2016/5/30,-5.5701,-4.458466,4.59
2016/5/31,-5.055634,-3.252534,4.55
2016/6/1,-3.823274,-0.985474,4.5
2016/6/2,-4.943116,-3.590272,4.47
2016/6/3,-5.509584,-4.901856,4.51
2016/6/4,-5.587372,-5.124024,4.68
2016/6/5,-5.00528,-3.646484,4.8
2016/6/6,-4.277254,-2.013306,4.9
2016/6/7,-4.110504,-1.911866,4.91
2016/6/8,-4.147584,-2.07843,4.86
2016/6/9,-3.618378,-1.143066,4.76
2016/6/10,-3.63141,-1.436402,4.63
2016/6/11,-3.297272,-0.85492,4.48
2016/6/12,-3.775636,-2.175354,4.38
2016/6/13,-3.286958,-1.36615,4.32
2016/6/14,-3.0289,-0.51416,4.27
2016/6/15,-2.342958,0.61676,4.21
2016/6/16,-3.10968,-1.007508,4.16
2016/6/17,-2.754182,-0.549256,4.21
2016/6/18,-2.320282,0.395172,4.33
2016/6/19,-2.016206,0.740966,4.47
2016/6/20,-3.319764,-2.377442,4.89
2016/6/21,-3.038576,-1.329742,5.09
2016/6/22,-2.362702,0.042602,5.11
2016/6/23,-1.80005,1.099578,5.14
2016/6/24,-1.046968,2.288726,5.14
2016/6/25,-2.296998,-0.03952,5.17
2016/6/26,-3.319948,-2.836976,5.41
2016/6/27,-3.482544,-2.972198,5.48
2016/6/28,-3.824678,-3.525666,5.65
2016/6/29,-3.899292,-3.412842,5.85
2016/6/30,-3.012208,-1.13977,5.92
2016/7/1,-3.074646,-1.589966,6.22
2016/7/2,-3.310608,-2.289338,7.53
2016/7/3,-3.57242,-2.649598,7.93
2016/7/4,-3.454926,-2.406068,8.0
2016/7/5,-3.530854,-2.512634,8.38
2016/7/6,-3.631562,-2.446564,8.75
2016/7/7,-3.818268,-2.845428,9.26
2016/7/8,-3.02771,-1.263642,9.18
2016/7/9,-2.409638,-0.141022,9.09
2016/7/10,-1.942536,0.624602,8.99
2016/7/11,-1.56949,1.315124,8.82
2016/7/12,-1.338044,1.420196,8.69
2016/7/13,-0.954378,1.970276,8.54
2016/7/14,-1.140962,1.504486,8.39
2016/7/15,-1.124298,1.509398,8.25
2016/7/16,-1.902588,-0.346802,8.16
2016/7/17,-1.530152,0.593658,8.12
2016/7/18,-1.405,0.836914,8.04
2016/7/19,-1.203096,1.234436,8.02
2016/7/20,-1.541444,0.363556,8.18
2016/7/21,-1.770936,-0.154022,8.57
2016/7/22,-1.037294,1.432342,8.68
2016/7/23,-0.478516,2.425536,8.5
2016/7/24,-0.119874,2.956268,8.38
2016/7/25,0.177916,3.321532,8.21
2016/7/26,0.624694,4.011412,8.04
2016/7/27,0.853882,4.431578,7.9
2016/7/28,1.158538,4.785214,7.73
2016/7/29,1.291748,4.926938,7.59
2016/7/30,1.340788,4.827054,7.44
2016/7/31,1.403136,4.256254,7.26
2016/8/1,1.283538,4.465696,7.12
2016/8/2,1.493072,4.791014,6.97
2016/8/3,0.925018,3.550292,6.83
2016/8/4,0.627746,2.802368,6.82
2016/8/5,0.099028,1.753844,6.8
2016/8/6,0.246032,2.33551,6.72
2016/8/7,0.040222,1.956786,6.67
2016/8/8,0.093994,2.100098,6.63
2016/8/9,-0.05185,1.686768,6.58
2016/8/10,0.23349,2.425994,6.5
2016/8/11,0.74832,3.397948,6.41
2016/8/12,1.034758,3.965666,6.35
2016/8/13,1.394836,4.397276,6.26
2016/8/14,1.581938,4.442076,6.16
2016/8/15,1.533354,4.496092,6.03
2016/8/16,1.77536,4.844876,5.91
2016/8/17,1.916656,5.176634,5.77
2016/8/18,2.124298,5.087034,5.59
2016/8/19,2.027098,4.88983,5.38
2016/8/20,2.343628,5.604398,5.23
2016/8/21,1.948088,4.54025,4.99
2016/8/22,1.906036,4.780728,4.76
2016/8/23,1.81665,4.449034,4.52
2016/8/24,1.941374,4.797544,4.31
2016/8/25,2.165588,5.035214,4.1
2016/8/26,1.969206,4.496946,3.81
2016/8/27,0.635864,1.999358,3.52
2016/8/28,0.425444,1.636078,3.3
2016/8/29,0.468596,1.783966,3.06
2016/8/30,0.380858,1.21347,2.84
2016/8/31,0.500244,1.851044,2.5
2016/9/1,0.529968,2.106812,2.15
2016/9/2,0.5708,2.014586,1.77
2016/9/3,0.932646,2.967346,1.37
2016/9/4,1.115904,3.202454,1.07
2016/9/5,0.819518,2.571502,0.61
2016/9/6,0.87332,2.516448,0.3
2016/9/7,0.544646,1.934752,-0.05
2016/9/8,0.677764,2.185882,-0.32
2016/9/9,0.87802,2.62448,-0.57
2016/9/10,0.46646,1.57019,-0.76
2016/9/11,0.475982,1.792542,-0.89
2016/9/12,0.601776,1.996612,-0.86
2016/9/13,0.919098,2.721314,-0.8
2016/9/14,0.944548,2.52655,-0.89
2016/9/15,1.256926,3.366272,-1.09
2016/9/16,0.78305,2.3656,-1.32
2016/9/17,0.673186,2.219176,-1.51
2016/9/18,0.619078,2.252502,-1.69
2016/9/19,0.814086,2.70584,-1.87
2016/9/20,0.23703,1.40097,-2.07
2016/9/21,0.068572,1.146758,-2.22
2016/9/22,-0.068696,0.391266,-2.37
2016/9/23,-0.061066,0.81366,-2.49
2016/9/24,0.024994,1.096404,-2.59
2016/9/25,0.18637,1.660552,-2.7
2016/9/26,0.196898,1.559876,-2.82
2016/9/27,0.640564,2.796264,-2.92
2016/9/28,0.350676,2.278656,-3.03
2016/9/29,-0.311554,0.344452,-3.05
2016/9/30,-1.067566,-1.202698,-2.93
2016/10/1,-1.809266,-3.15857,-2.77
2016/10/2,-1.964814,-3.030548,-2.65
2016/10/3,-2.0625,-2.865234,-2.61
2016/10/4,-1.989076,-1.99057,-2.59
2016/10/5,-1.689882,-1.18332,-2.63
2016/10/6,-1.578064,-0.795594,-2.7
2016/10/7,-1.227144,0.317412,-2.77
2016/10/8,-1.423372,-0.516358,-2.89
2016/10/9,-1.556154,-0.332336,-2.97
2016/10/10,-2.042024,-2.002228,-3.03
2016/10/11,-2.17395,-2.457458,-3.11
2016/10/12,-2.598756,-3.532472,-3.22
2016/10/13,-2.86316,-3.822022,-3.34
2016/10/14,-3.293,-4.621522,-3.47
2016/10/15,-3.333436,-4.273926,-3.61
2016/10/16,-2.983216,-3.08432,-3.73
2016/10/17,-3.28534,-3.97223,-3.87
2016/10/18,-3.07666,-3.16983,-3.97
2016/10/19,-2.877656,-2.606996,-4.07
2016/10/20,-2.851442,-2.56891,-4.08
2016/10/21,-2.976442,-3.025574,-4.03
2016/10/22,-2.950318,-2.516694,-3.91
2016/10/23,-3.332428,-3.504914,-3.74
2016/10/24,-3.901796,-5.335358,-3.56
2016/10/25,-4.524018,-6.538606,-3.35
2016/10/26,-4.727754,-6.6716,-3.17
2016/10/27,-5.017488,-7.02646,-3.05
2016/10/28,-4.97043,-6.280702,-3.0
2016/10/29,-5.48349,-7.431916,-2.92
2016/10/30,-6.25174,-9.242554,-2.74
2016/10/31,-6.151552,-8.40207,-2.61
2016/11/1,-6.485322,-8.57483,-2.6
2016/11/2,-6.581726,-9.115906,-2.61
2016/11/3,-6.7594,-9.338654,-2.53
2016/11/4,-6.668854,-8.998932,-2.28
2016/11/5,-6.452088,-8.07019,-2.01
2016/11/6,-5.990266,-6.821992,-1.87
2016/11/7,-5.701234,-6.181366,-1.88
2016/11/8,-6.493012,-7.4534,-1.99
2016/11/9,-7.007782,-9.429596,-2.0
2016/11/10,-7.6196,-10.775848,-1.96
2016/11/11,-7.84543,-11.129822,-1.78
2016/11/12,-7.446228,-9.272736,-1.49
2016/11/13,-6.947144,-8.047944,-1.24
2016/11/14,-6.588806,-7.170532,-1.03
2016/11/15,-6.34314,-6.568878,-0.9
2016/11/16,-6.476898,-7.086762,-0.83
2016/11/17,-6.447328,-7.124696,-0.8
2016/11/18,-6.720368,-7.951386,-0.81
2016/11/19,-6.571016,-7.312898,-0.9
2016/11/20,-6.469636,-6.29715,-1.06
2016/11/21,-6.487306,-7.12915,-1.27
2016/11/22,-6.833618,-8.19278,-1.55
2016/11/23,-8.323334,-11.936554,-1.78
2016/11/24,-9.298798,-14.220368,-1.81
2016/11/25,-9.46869,-13.772186,-1.84
2016/11/26,-9.582184,-13.515808,-1.99
2016/11/27,-9.432954,-13.053924,-2.16
2016/11/28,-9.288942,-12.375428,-2.36
2016/11/29,-9.200136,-11.74237,-2.53
2016/11/30,-9.406312,-12.16919,-2.63
2016/12/1,-9.443818,-12.45813,-2.74
2016/12/2,-9.262544,-11.343446,-2.84
2016/12/3,-9.17093,-11.114654,-2.93
2016/12/4,-9.086304,-10.864228,-3.0
2016/12/5,-9.102234,-11.24704,-3.08
2016/12/6,-9.034852,-10.902772,-3.19
2016/12/7,-9.356782,-11.984954,-3.31
2016/12/8,-9.206604,-11.345216,-3.45
2016/12/9,-9.139436,-11.241882,-3.61
2016/12/10,-9.036806,-10.70102,-3.76
2016/12/11,-9.328644,-11.54651,-3.87
2016/12/12,-9.329774,-11.400666,-3.97
2016/12/13,-9.55838,-11.699006,-4.1
2016/12/14,-9.741974,-12.063874,-4.24
2016/12/15,-10.283754,-13.543976,-4.24
2016/12/16,-10.247406,-13.244538,-4.25
2016/12/17,-10.532106,-13.7406,-4.28
2016/12/18,-10.435822,-12.837036,-4.35
2016/12/19,-9.998444,-11.73648,-4.44
2016/12/20,-10.119324,-12.49002,-4.49
2016/12/21,-10.214936,-12.42102,-4.52
2016/12/22,-10.590516,-13.614776,-4.55
2016/12/23,-10.575014,-13.416198,-4.51
2016/12/24,-10.402588,-12.282776,-4.46
2016/12/25,-10.751466,-13.800506,-4.41
