Datetime,yandaoWD,chedaoWD,W
2016/12/26,-11.23401,-14.780364,-4.39
2016/12/27,-11.465332,-14.96466,-4.38
2016/12/28,-11.68515,-15.41809,-4.31
2016/12/29,-11.641176,-14.942078,-4.24
2016/12/30,-11.73404,-14.98941,-4.2
2016/12/31,-11.88971,-15.23468,-4.19
2017/1/1,-11.535462,-13.86621,-4.16
2017/1/2,-11.073334,-12.610626,-4.15
2017/1/3,-10.995484,-12.56308,-4.19
2017/1/4,-10.734406,-11.004426,-4.23
2017/1/5,-10.780426,-12.5047,-4.25
2017/1/6,-11.217774,-13.453278,-4.24
2017/1/7,-11.481874,-13.904296,-4.06
2017/1/8,-11.716584,-14.625306,-3.85
2017/1/9,-11.714814,-14.460876,-3.67
2017/1/10,-11.671022,-13.952606,-3.57
2017/1/11,-11.961304,-14.585114,-3.48
2017/1/12,-12.146972,-15.28534,-3.4
2017/1/13,-12.161866,-15.250274,-3.33
2017/1/14,-12.165344,-14.59262,-3.28
2017/1/15,-12.048158,-14.55127,-3.18
2017/1/16,-12.269134,-15.174042,-3.07
2017/1/17,-12.11911,-14.526214,-3.05
2017/1/18,-11.96701,-14.0141,-3.09
2017/1/19,-12.053772,-14.425904,-3.18
2017/1/20,-12.217652,-14.937164,-3.29
2017/1/21,-12.473206,-15.710358,-3.31
2017/1/22,-12.510102,-15.636628,-3.33
2017/1/23,-12.29129,-14.848876,-3.36
2017/1/24,-12.18103,-14.346192,-3.42
2017/1/25,-11.905152,-13.72638,-3.49
2017/1/26,-12.013702,-14.278962,-3.59
2017/1/27,-11.688416,-13.050872,-3.74
2017/1/28,-11.81537,-13.307282,-3.87
2017/1/29,-11.513002,-12.406464,-4.0
2017/1/30,-11.871308,-13.652496,-4.19
2017/1/31,-12.306458,-15.066376,-4.32
2017/2/1,-12.585174,-15.556946,-4.46
2017/2/2,-13.02707,-16.576844,-4.56
2017/2/3,-13.274018,-16.951812,-4.6
2017/2/4,-13.310516,-16.57663,-4.6
2017/2/5,-13.064698,-15.661194,-4.58
2017/2/6,-12.97104,-15.391602,-4.57
2017/2/7,-12.645508,-14.621888,-4.58
2017/2/8,-13.19513,-16.309722,-4.61
2017/2/9,-13.490052,-16.956696,-4.62
2017/2/10,-13.47409,-16.48825,-4.6
2017/2/11,-13.345306,-16.133972,-4.59
2017/2/12,-13.254914,-16.07959,-4.57
2017/2/13,-12.986358,-15.095032,-4.55
2017/2/14,-12.53775,-13.761932,-4.54
2017/2/15,-12.035278,-13.039704,-4.54
2017/2/16,-11.535524,-11.52942,-4.59
2017/2/17,-10.874756,-10.143066,-4.73
2017/2/18,-11.470124,-12.589142,-4.81
2017/2/19,-11.288056,-11.768768,-4.87
2017/2/20,-10.776032,-10.476532,-4.93
2017/2/21,-11.23398,-12.22525,-4.98
2017/2/22,-12.211884,-14.676696,-4.98
2017/2/23,-12.618194,-15.586456,-4.99
2017/2/24,-12.512544,-14.896942,-4.92
2017/2/25,-12.242248,-13.987,-4.82
2017/2/26,-11.942384,-13.286408,-4.67
2017/2/27,-11.635042,-12.41623,-4.44
2017/2/28,-11.431184,-12.277282,-4.2
2017/3/1,-11.054688,-11.269746,-4.2
2017/3/2,-11.071778,-11.577912,-4.03
2017/3/3,-11.245514,-12.314698,-3.96
2017/3/4,-10.816102,-11.219514,-3.97
2017/3/5,-11.142762,-12.34027,-3.96
2017/3/6,-10.982484,-11.746644,-3.94
2017/3/7,-11.086488,-12.18753,-3.89
2017/3/8,-10.986604,-11.84195,-3.84
2017/3/9,-10.803346,-11.574342,-3.76
2017/3/10,-10.440828,-10.30005,-3.74
2017/3/11,-10.340638,-10.401886,-3.72
2017/3/12,-10.124634,-9.865968,-3.67
2017/3/13,-10.596834,-11.29541,-3.46
2017/3/14,-11.490754,-13.99591,-3.16
2017/3/15,-11.31424,-12.820098,-2.81
2017/3/16,-11.508362,-13.11142,-2.46
2017/3/17,-11.288178,-12.566498,-2.22
2017/3/18,-11.43448,-12.95105,-1.99
2017/3/19,-11.250154,-12.061706,-1.76
2017/3/20,-11.34131,-12.629486,-1.43
2017/3/21,-11.513002,-12.845642,-1.08
2017/3/22,-11.492036,-13.030518,-0.75
2017/3/23,-11.540956,-13.05362,-0.42
2017/3/24,-11.58127,-12.917878,0.02
2017/3/25,-11.698456,-13.470704,0.44
2017/3/26,-11.322846,-12.19513,0.68
2017/3/27,-10.88614,-11.364228,0.76
2017/3/28,-10.214508,-9.49704,0.8
2017/3/29,-9.751404,-8.721374,0.72
2017/3/30,-9.457764,-8.561036,0.61
2017/3/31,-10.239472,-10.767518,0.53
2017/4/1,-10.187044,-10.582124,0.62
2017/4/2,-9.84253,-9.8555,0.79
2017/4/3,-9.394044,-8.670288,1.0
2017/4/4,-9.20569,-8.465302,1.07
2017/4/5,-9.150972,-8.44107,1.0
2017/4/6,-9.186036,-8.892334,0.88
2017/4/7,-9.110016,-8.570282,0.77
2017/4/8,-8.603792,-7.546082,0.65
2017/4/9,-8.465364,-7.260072,0.58
2017/4/10,-9.520906,-9.786866,0.67
2017/4/11,-10.27823,-12.284394,0.85
2017/4/12,-9.795868,-10.335298,0.97
2017/4/13,-9.407318,-9.375794,1.03
2017/4/14,-8.915254,-8.266358,1.11
2017/4/15,-8.146882,-6.57077,1.13
2017/4/16,-7.384736,-5.223846,1.09
2017/4/17,-7.748902,-5.905456,0.98
2017/4/18,-7.745088,-6.811768,0.88
2017/4/19,-7.264924,-5.676086,0.77
2017/4/20,-7.214356,-5.501924,0.64
2017/4/21,-7.848206,-7.553802,0.48
2017/4/22,-7.92566,-7.641084,0.4
2017/4/23,-7.747072,-7.061554,0.32
2017/4/24,-7.408264,-6.50885,0.21
2017/4/25,-6.841248,-5.026124,0.14
2017/4/26,-7.47229,-6.30899,0.05
2017/4/27,-7.581574,-7.215058,0.07
2017/4/28,-7.51825,-6.843414,0.16
2017/4/29,-7.013276,-6.124206,0.25
2017/4/30,-6.63556,-5.343904,0.3
2017/5/1,-5.993654,-3.91977,0.31
2017/5/2,-6.64441,-5.520996,0.24
2017/5/3,-6.28064,-5.01654,0.16
2017/5/4,-6.482454,-5.081208,0.1
2017/5/5,-6.52646,-5.407838,0.13
2017/5/6,-6.01999,-4.10376,0.21
2017/5/7,-6.289124,-4.800476,0.24
2017/5/8,-6.604218,-5.716644,0.28
2017/5/9,-6.40152,-5.570588,0.32
2017/5/10,-5.945588,-4.463868,0.4
2017/5/11,-5.409058,-3.405,0.47
2017/5/12,-5.866426,-4.521332,0.55
2017/5/13,-5.289002,-3.364472,0.72
2017/5/14,-4.829346,-2.848084,0.94
2017/5/15,-4.608858,-1.880402,1.07
2017/5/16,-5.034944,-3.254518,1.11
2017/5/17,-5.127626,-3.819154,1.1
2017/5/18,-4.729188,-2.979066,1.03
2017/5/19,-4.163666,-1.929962,0.94
2017/5/20,-4.393494,-2.436706,0.8
2017/5/21,-3.71927,-1.222382,0.68
2017/5/22,-3.613434,-1.21701,0.49
2017/5/23,-3.761566,-1.4086,0.36
2017/5/24,-4.632172,-3.723938,0.36
2017/5/25,-4.550386,-3.229066,0.53
2017/5/26,-4.22699,-2.778656,0.74
2017/5/27,-3.707154,-1.830628,0.87
2017/5/28,-3.272126,-0.977142,0.94
2017/5/29,-2.887666,-0.507752,0.9
2017/5/30,-2.5571,0.293426,0.82
2017/5/31,-2.583772,0.098174,0.36
2017/6/1,-2.414674,0.127136,0.67
2017/6/2,-2.501008,-0.043182,0.66
2017/6/3,-1.959198,0.800994,0.8
2017/6/4,-1.767182,1.301636,0.93
2017/6/5,-2.414796,0.179108,0.98
2017/6/6,-3.260438,-2.177124,1.0
2017/6/7,-3.30597,-2.195344,1.07
2017/6/8,-2.787934,-0.894348,1.22
2017/6/9,-2.558564,-0.383758,1.46
2017/6/10,-2.869874,-1.222352,1.75
2017/6/11,-3.045136,-1.67215,1.91
2017/6/12,-3.171266,-1.795166,2.13
2017/6/13,-3.437928,-2.435304,2.43
2017/6/14,-3.484284,-2.449982,2.7
2017/6/15,-3.434418,-2.182526,2.89
2017/6/16,-3.61725,-2.840852,3.04
2017/6/17,-3.153718,-1.56189,3.13
2017/6/18,-2.887818,-0.906952,3.23
2017/6/19,-2.685396,-0.513062,3.35
2017/6/20,-2.544342,-0.278992,3.44
2017/6/21,-2.013856,0.617188,3.5
2017/6/22,-1.890718,0.636168,3.55
2017/6/23,-1.656494,1.05896,3.57
2017/6/24,-1.88434,0.337402,3.76
2017/6/25,-1.702912,0.838074,4.07
2017/6/26,-1.894624,0.141234,4.43
2017/6/27,-1.87848,-0.046478,4.88
2017/6/28,-1.574678,0.805236,5.3
2017/6/29,-1.566408,0.623962,5.73
2017/6/30,-1.42218,0.830048,6.17
2017/7/1,-2.240082,-1.03775,6.75
2017/7/2,-2.359712,-1.057954,7.45
2017/7/3,-1.952118,0.02069,8.03
2017/7/4,-1.545472,0.688812,8.4
2017/7/5,-1.084626,1.58963,8.6
2017/7/6,-0.732454,2.061828,8.59
2017/7/7,-0.373474,2.779052,8.44
2017/7/8,-0.16684,2.943024,8.24
2017/7/9,-0.238434,2.590728,8.0
2017/7/10,-1.131868,0.463958,7.86
2017/7/11,-0.749146,1.443542,7.78
2017/7/12,-0.489044,1.970886,7.64
2017/7/13,-0.208314,2.581664,7.47
2017/7/14,0.103454,3.023956,7.29
2017/7/15,0.397308,3.469298,7.13
2017/7/16,0.664276,4.094542,6.94
2017/7/17,0.72589,3.800748,6.72
2017/7/18,1.150726,4.474058,6.54
2017/7/19,1.166198,4.488462,6.36
2017/7/20,1.178008,4.736204,6.14
2017/7/21,1.263488,3.976622,5.91
2017/7/22,1.627684,5.1759,5.7
2017/7/23,1.821654,5.293822,5.48
2017/7/24,2.23535,5.905822,5.27
2017/7/25,2.125304,5.610198,5.08
2017/7/26,2.60034,5.76553,4.93
2017/7/27,2.834716,6.625302,4.76
2017/7/28,2.846892,6.54251,4.49
2017/7/29,2.676116,5.131834,4.2
2017/7/30,2.630218,5.641782,3.89
2017/7/31,1.945098,4.4801,3.61
2017/8/1,1.806366,4.198758,3.39
2017/8/2,1.179808,2.346344,3.26
2017/8/3,1.270476,2.64032,3.13
2017/8/4,1.533538,3.814176,2.93
2017/8/5,1.567108,3.834044,2.67
2017/8/6,1.865448,4.121396,2.4
2017/8/7,2.027954,4.635618,2.1
2017/8/8,2.607818,5.80621,1.79
2017/8/9,1.862578,4.55728,1.57
2017/8/10,1.60794,3.709958,1.45
2017/8/11,2.057464,4.617764,1.43
2017/8/12,1.592864,3.481812,1.47
2017/8/13,1.07025,2.309478,1.83
2017/8/14,0.8002,1.427642,2.36
2017/8/15,0.548796,1.34082,2.79
2017/8/16,0.784026,1.92282,3.05
2017/8/17,0.610778,1.816132,3.2
2017/8/18,0.665404,2.039214,3.23
2017/8/19,1.31378,3.563598,3.23
2017/8/20,1.428862,3.745358,3.14
2017/8/21,1.390442,3.435608,3.01
2017/8/22,1.5578,3.884458,2.83
2017/8/23,1.95352,4.152066,2.67
2017/8/24,2.080108,4.689084,2.57
2017/8/25,1.739104,3.758452,2.53
2017/8/26,1.750548,3.852324,2.41
2017/8/27,1.627502,3.239684,2.26
2017/8/28,1.68933,3.787076,2.13
2017/8/29,2.07782,4.723906,2.04
2017/8/30,1.64337,3.560332,1.91
2017/8/31,0.82785,0.857636,1.92
2017/9/1,0.430542,0.93875,1.98
2017/9/2,0.339416,1.006104,2.12
2017/9/3,-0.218904,-0.896638,2.2
2017/9/4,-0.600922,-1.213684,2.23
2017/9/5,-0.570526,-0.769958,2.21
2017/9/6,-0.572388,0.210692,2.19
2017/9/7,-0.666414,-0.388946,2.17
2017/9/8,-0.28177,0.590088,2.14
2017/9/9,0.18344,1.095824,2.05
2017/9/10,0.430754,2.219176,1.9
2017/9/11,-0.54831,-0.4162,1.78
2017/9/12,-0.38318,-0.081758,1.75
2017/9/13,-0.093262,0.54486,1.78
2017/9/14,-0.158448,1.151946,1.77
2017/9/15,-0.050844,1.177216,1.71
2017/9/16,0.036528,1.355316,1.62
2017/9/17,0.089782,0.838196,1.52
2017/9/18,0.077086,1.720702,1.41
2017/9/19,0.031432,1.324188,1.29
2017/9/20,-0.601014,-0.70932,1.24
2017/9/21,-0.920624,-1.010682,1.28
2017/9/22,-0.962648,-0.223084,1.36
2017/9/23,-0.888734,-0.410034,1.38
2017/9/24,-1.264252,-1.255708,1.36
2017/9/25,-0.72284,-0.137176,1.31
2017/9/26,-0.405092,0.093474,1.22
2017/9/27,-0.151306,1.304138,1.11
2017/9/28,-0.836976,-0.20334,1.12
2017/9/29,-1.091248,-1.15506,1.25
2017/9/30,-1.853212,-2.551178,1.51
2017/10/1,-1.42508,-1.169648,2.06
2017/10/2,-1.05838,-0.345948,2.41
2017/10/3,-1.483216,-1.456238,2.56
2017/10/4,-2.233888,-3.465852,2.56
2017/10/5,-2.936768,-4.596314,2.62
2017/10/6,-3.324646,-5.144074,2.71
2017/10/7,-3.1474,-4.100038,2.89
2017/10/8,-2.760804,-3.002808,3.14
2017/10/9,-2.27591,-1.596436,3.37
2017/10/10,-1.780518,-0.686706,3.5
2017/10/11,-2.485688,-1.766816,3.47
2017/10/12,-3.053712,-3.625886,3.45
2017/10/13,-3.809846,-5.733064,3.48
2017/10/14,-3.787232,-5.134126,3.48
2017/10/15,-3.913086,-5.134614,3.55
2017/10/16,-3.873566,-4.615968,3.54
2017/10/17,-4.537934,-6.199464,3.63
2017/10/18,-4.67331,-6.47229,3.68
2017/10/19,-4.773134,-6.586854,3.67
2017/10/20,-4.511444,-5.768768,3.62
2017/10/21,-4.646058,-5.959198,3.58
2017/10/22,-4.553438,-5.555818,3.5
2017/10/23,-4.496736,-5.156892,3.41
2017/10/24,-4.516084,-5.32422,3.3
2017/10/25,-4.73581,-5.79596,3.16
2017/10/26,-4.583772,-5.45993,2.97
2017/10/27,-4.498262,-5.163422,2.78
2017/10/28,-4.318878,-4.900422,2.62
2017/10/29,-4.287232,-4.634706,2.45
2017/10/30,-4.856752,-5.98587,2.27
2017/10/31,-5.23346,-7.041168,2.17
2017/11/1,-5.106018,-6.7258,2.07
2017/11/2,-5.007386,-6.111176,1.94
2017/11/3,-4.877594,-5.787598,1.76
2017/11/4,-4.606386,-4.046784,1.46
2017/11/5,-5.109864,-6.138458,1.2
2017/11/6,-5.335176,-6.89624,0.9
2017/11/7,-5.218324,-6.363464,0.62
2017/11/8,-4.957306,-5.79245,0.31
2017/11/9,-4.883362,-5.405548,0.04
2017/11/10,-4.661682,-4.70334,-0.25
2017/11/11,-4.799104,-4.56656,-0.56
2017/11/12,-5.404878,-6.977936,-0.88
2017/11/13,-5.64328,-7.282868,-1.16
2017/11/14,-6.014008,-7.86145,-1.44
2017/11/15,-6.070038,-7.609528,-1.67
2017/11/16,-5.846864,-6.893066,-1.91
2017/11/17,-5.546418,-6.649658,-2.18
2017/11/18,-5.98282,-6.736542,-2.52
2017/11/19,-6.967744,-9.724854,-2.71
2017/11/20,-7.33896,-10.47458,-2.93
2017/11/21,-7.39145,-10.141206,-3.06
2017/11/22,-7.562806,-10.257416,-3.18
2017/11/23,-7.536592,-9.591462,-3.26
2017/11/24,-7.697998,-10.642578,-3.28
2017/11/25,-7.570862,-9.625398,-3.26
2017/11/26,-7.568452,-9.655854,-3.21
2017/11/27,-7.724152,-9.805328,-3.17
2017/11/28,-7.476166,-9.103424,-3.11
2017/11/29,-7.061342,-7.959106,-3.11
2017/11/30,-7.846924,-10.537048,-3.16
2017/12/1,-8.461548,-11.342438,-3.23
2017/12/2,-8.651704,-11.471986,-3.3
2017/12/3,-8.346894,-10.612794,-3.36
2017/12/4,-8.425202,-10.878998,-3.43
2017/12/5,-8.822084,-11.70868,-3.5
2017/12/6,-9.28647,-12.84494,-3.55
2017/12/7,-8.906586,-11.115906,-3.61
2017/12/8,-9.074158,-11.199342,-3.71
2017/12/9,-9.519928,-12.71933,-3.8
2017/12/10,-9.564148,-12.401122,-3.91
2017/12/11,-9.462982,-12.451966,-4.1
2017/12/12,-9.261536,-12.19632,-4.33
2017/12/13,-9.764222,-13.054688,-4.54
2017/12/14,-9.959474,-13.325378,-4.7
2017/12/16,-10.302582,-13.104522,-4.88
2017/12/17,-10.785158,-14.629302,-4.87
2017/12/18,-10.612916,-14.254792,-4.86
2017/12/19,-10.766602,-14.316224,-4.85
2017/12/20,-10.95456,-14.421998,-4.88
2017/12/21,-10.639344,-13.749878,-4.9
2017/12/22,-10.237306,-11.924286,-4.94
2017/12/23,-9.915834,-11.445344,-5.0
2017/12/24,-9.95273,-12.10617,-5.07
2017/12/25,-10.24518,-12.743286,-5.14
2017/12/26,-10.379486,-12.85376,-5.18
2017/12/27,-10.149934,-12.034118,-5.24
2017/12/28,-10.21158,-12.124146,-5.27
2017/12/29,-10.378846,-12.738494,-5.29
2017/12/30,-10.212404,-12.244232,-5.33
2017/12/31,-10.418854,-13.049926,-5.32
2018/1/1,-10.57486,-13.020202,-5.29
2018/1/2,-10.46927,-12.528962,-5.24
2018/1/3,-10.719788,-13.546418,-5.25
2018/1/4,-11.37729,-15.26233,-5.2
2018/1/5,-12.398132,-17.385132,-5.1
2018/1/6,-12.578918,-16.796356,-5.02
2018/1/7,-12.980926,-17.692016,-4.92
2018/1/8,-13.16858,-17.706146,-4.81
2018/1/9,-13.139344,-17.316772,-4.63
2018/1/10,-12.73932,-16.336944,-4.46
2018/1/11,-13.001618,-16.723908,-4.31
2018/1/12,-12.693664,-16.350586,-4.19
2018/1/13,-12.812134,-16.249726,-4.04
2018/1/14,-12.79477,-15.880036,-3.93
2018/1/15,-12.503418,-15.058136,-3.9
2018/1/16,-12.141876,-14.03897,-3.9
2018/1/17,-12.456178,-15.157624,-3.92
2018/1/18,-12.1828,-14.160462,-3.95
2018/1/19,-12.662232,-15.690216,-4.04
2018/1/20,-12.407654,-14.766082,-4.11
2018/1/21,-12.411958,-14.630616,-4.17
2018/1/22,-12.588348,-15.71344,-4.2
2018/1/23,-12.278596,-14.310272,-4.25
2018/1/24,-12.792786,-15.956086,-4.29
2018/1/25,-13.581024,-17.495056,-4.26
2018/1/26,-14.06665,-18.317962,-4.2
2018/1/27,-14.53,-19.53711,-4.05
2018/1/28,-14.92743,-20.266052,-3.9
2018/1/29,-15.29712,-20.939484,-3.7
2018/1/30,-15.460694,-20.720582,-3.49
2018/1/31,-15.07895,-19.036316,-3.3
2018/2/1,-14.978302,-19.19748,-3.09
2018/2/2,-14.496246,-17.62912,-2.91
2018/2/3,-14.482026,-18.0448,-2.8
2018/2/4,-14.754914,-18.58844,-2.71
2018/2/5,-14.685608,-18.408326,-2.69
2018/2/6,-14.499786,-17.856384,-2.7
2018/2/7,-14.331726,-17.283874,-2.72
2018/2/8,-14.014802,-16.510192,-2.78
2018/2/9,-13.696106,-15.38263,-2.84
2018/2/10,-13.136262,-14.249848,-3.0
2018/2/11,-13.40271,-15.532226,-3.2
2018/2/12,-13.143098,-14.734192,-3.42
2018/2/13,-13.170776,-15.380494,-3.63
2018/2/14,-12.747926,-13.849854,-3.85
2018/2/15,-12.426514,-13.115876,-4.08
2018/2/16,-12.94513,-14.97992,-4.27
2018/2/17,-12.942628,-14.702392,-4.44
2018/2/18,-12.486114,-13.27237,-4.62
2018/2/19,-12.951996,-14.790252,-4.79
2018/2/20,-13.172852,-15.498962,-4.93
2018/2/21,-13.379272,-16.003846,-5.03
2018/2/22,-13.504944,-16.12027,-5.06
2018/2/23,-13.41159,-15.671692,-5.08
2018/2/24,-12.775574,-13.77298,-5.08
2018/2/25,-12.65033,-13.917968,-5.02
2018/2/26,-12.663148,-14.171386,-4.95
2018/2/27,-12.10254,-12.75174,-4.86
2018/2/28,-12.187256,-13.159394,-4.78
2018/3/1,-11.990814,-12.808074,-4.73
2018/3/2,-11.8349,-11.913086,-4.7
2018/3/3,-11.813904,-12.565734,-4.6
2018/3/4,-11.091432,-10.686952,-4.49
2018/3/5,-11.350618,-11.97583,-4.45
2018/3/6,-11.431092,-11.865356,-4.33
2018/3/7,-12.06012,-14.05606,-4.16
2018/3/8,-12.413544,-14.888062,-3.94
2018/3/9,-12.300568,-14.478668,-3.7
2018/3/10,-11.996948,-13.356568,-3.43
2018/3/11,-11.3302,-11.793426,-3.28
2018/3/12,-10.951508,-11.022218,-3.2
2018/3/13,-10.414368,-10.025574,-3.15
2018/3/14,-9.872804,-8.901948,-3.18
2018/3/15,-9.458924,-8.373658,-3.24
2018/3/16,-9.131898,-7.417146,-3.36
2018/3/17,-9.989656,-10.327332,-3.42
2018/3/18,-10.397278,-11.131012,-3.39
2018/3/19,-11.084566,-13.096252,-3.32
2018/3/20,-11.33484,-13.275634,-3.11
2018/3/21,-11.455078,-13.229614,-2.8
2018/3/22,-11.318788,-12.842956,-2.48
2018/3/23,-10.934724,-11.63556,-2.27
2018/3/24,-9.935486,-9.224518,-2.14
2018/3/25,-9.714082,-9.041504,-2.12
2018/3/26,-9.631624,-9.242706,-2.18
2018/3/27,-9.257448,-8.470276,-2.28
2018/3/28,-8.653076,-7.633302,-2.36
2018/3/29,-7.993348,-6.217774,-2.45
2018/3/30,-7.742006,-5.94336,-2.56
2018/3/31,-7.469208,-5.779846,-2.66
2018/4/1,-7.22522,-5.08957,-2.77
2018/4/2,-7.045014,-5.004884,-2.88
2018/4/3,-6.475464,-4.286194,-2.99
2018/4/4,-5.865724,-3.211152,-3.14
2018/4/5,-6.892274,-5.562988,-3.18
2018/4/6,-8.59601,-10.011078,-3.16
2018/4/7,-8.58304,-9.332948,-3.2
2018/4/8,-8.638062,-9.414154,-3.19
2018/4/9,-8.085878,-7.917908,-3.2
2018/4/10,-7.39792,-6.232696,-3.23
2018/4/11,-6.590912,-4.624238,-3.24
2018/4/12,-6.274782,-4.038362,-3.3
2018/4/13,-6.819032,-5.925294,-3.26
2018/4/14,-7.638002,-7.62494,-3.16
2018/4/15,-7.912628,-8.25119,-2.95
2018/4/16,-7.818056,-7.789368,-2.68
2018/4/17,-7.61557,-7.475494,-2.53
2018/4/18,-7.17273,-6.42157,-2.5
2018/4/19,-6.553316,-5.306764,-2.48
2018/4/20,-5.99991,-4.149476,-2.43
2018/4/21,-5.392488,-3.129334,-2.37
2018/4/22,-5.441102,-3.391816,-2.28
2018/4/23,-6.097474,-4.95993,-2.15
2018/4/24,-6.700624,-6.30014,-1.78
2018/4/25,-6.564484,-5.92682,-1.35
2018/4/26,-6.428284,-5.719574,-1.12
2018/4/27,-6.262696,-5.176148,-1.07
2018/4/28,-5.75531,-4.4245,-1.05
2018/4/29,-4.912354,-2.762574,-1.06
2018/4/30,-4.815644,-2.867004,-1.1
2018/5/1,-4.15912,-1.610566,-1.13
2018/5/2,-4.354524,-2.058228,-1.14
2018/5/3,-4.6904,-2.973572,-1.15
2018/5/4,-4.666626,-3.22284,-1.12
2018/5/5,-4.420656,-2.797302,-0.96
2018/5/6,-3.976258,-1.6138,-0.76
2018/5/7,-4.862976,-3.561372,-0.51
2018/5/8,-5.042542,-3.92685,-0.28
2018/5/9,-5.000398,-4.224884,-0.03
2018/5/10,-4.66562,-3.449158,0.26
2018/5/11,-4.933442,-3.947418,0.49
2018/5/12,-4.96692,-3.958404,0.6
2018/5/13,-4.506624,-3.148042,0.73
2018/5/14,-4.249544,-2.433808,0.83
2018/5/15,-3.252138,-0.601746,0.92
2018/5/16,-2.71457,0.135192,0.98
2018/5/17,-1.891298,1.571624,0.95
2018/5/18,-1.409272,2.165282,0.9
2018/5/19,-2.308748,-0.030914,0.96
2018/5/20,-2.024964,0.462432,0.95
2018/5/21,-2.861206,-1.16446,1.04
2018/5/22,-2.963654,-0.96402,1.19
2018/5/23,-3.76941,-3.224426,1.34
2018/5/24,-3.52939,-2.240906,1.46
2018/5/25,-3.05481,-1.150574,1.61
2018/5/26,-2.849214,-1.13849,1.77
2018/5/27,-2.772706,-0.979034,1.93
2018/5/28,-2.830446,-0.952118,2.07
2018/5/29,-2.780854,-1.015504,2.14
2018/5/30,-2.676698,-0.964082,2.2
2018/5/31,-3.322144,-2.046204,2.27
2018/6/1,-3.56067,-2.336488,2.35
2018/6/2,-3.341798,-2.535858,2.37
2018/6/3,-3.220154,-1.99942,2.39
2018/6/4,-2.987152,-1.325348,2.39
2018/6/5,-2.889314,-1.303772,2.36
2018/6/6,-2.777254,-1.30774,2.32
2018/6/7,-2.374024,-0.428834,2.25
2018/6/8,-1.983522,0.39334,2.2
2018/6/9,-1.938202,0.320892,2.22
2018/6/10,-2.380402,-0.83133,2.22
2018/6/11,-2.167786,-0.367982,2.22
2018/6/12,-1.736176,0.346832,2.13
2018/6/13,-1.224214,1.038544,2.0
2018/6/14,-1.384736,0.40042,1.81
2018/6/15,-0.656526,2.268738,1.63
2018/6/16,-0.064026,3.161926,1.44
2018/6/17,-0.021242,3.04605,1.21
2018/6/18,-0.04712,2.831512,1.06
2018/6/19,-0.000214,2.83609,0.97
2018/6/20,-0.93039,0.907256,0.86
2018/6/21,-1.026674,0.882628,0.75
2018/6/22,-0.784242,0.99469,0.71
2018/6/23,-1.455934,-0.434418,0.83
2018/6/24,-1.07538,0.836852,0.89
2018/6/26,0.10266,3.041718,1.06
2018/6/27,0.514038,3.49414,1.1
2018/6/28,0.750762,3.842466,1.09
2018/6/29,0.527282,3.118774,1.08
2018/6/30,0.944976,3.744626,1.14
2018/7/1,0.130676,1.976836,1.31
2018/7/2,0.142822,2.22351,1.54
2018/7/3,0.155638,2.276672,1.81
2018/7/4,0.12271,2.330292,2.04
2018/7/5,0.779448,3.495972,2.29
2018/7/6,-0.118012,1.12744,2.84
2018/7/7,0.101104,2.27652,3.19
2018/7/8,-0.183106,1.556426,3.58
2018/7/9,-0.432862,1.04248,4.01
2018/7/10,-0.056856,1.625152,4.39
2018/7/11,0.61438,3.273926,4.65
2018/7/12,1.096984,4.293608,4.85
2018/7/13,0.438476,2.606018,5.06
2018/7/14,1.08966,4.056364,5.2
2018/7/15,1.269928,4.202878,5.35
2018/7/16,1.325316,4.194394,5.47
2018/7/17,1.525818,4.353726,5.52
2018/7/18,1.783782,4.648038,5.55
2018/7/19,2.205414,5.444366,5.57
2018/7/20,2.450256,5.736234,5.59
2018/7/21,2.811614,6.240018,5.54
2018/7/22,2.745238,5.911098,5.44
2018/7/23,2.811644,6.165402,5.28
2018/7/24,2.881652,6.07089,5.17
2018/7/25,2.883238,6.189054,5.06
2018/7/26,3.12213,6.210262,4.94
2018/7/27,3.129852,6.123014,4.79
2018/7/28,2.855742,5.445738,4.68
2018/7/29,2.45935,4.663114,4.55
2018/7/30,2.237212,4.085112,4.43
2018/7/31,2.531188,4.884916,4.36
2018/8/1,2.31552,4.159726,4.31
2018/8/2,2.900908,5.864806,4.28
2018/8/3,2.556182,5.004942,4.24
2018/8/4,2.760284,5.026242,4.18
2018/8/5,2.468108,4.907774,4.16
2018/8/6,2.69937,5.581878,4.15
2018/8/7,2.500702,4.627836,4.13
2018/8/8,2.894256,5.52893,4.08
2018/8/9,2.903136,5.732754,4.0
2018/8/10,3.219024,6.177242,3.92
2018/8/11,3.377896,6.564206,3.87
2018/8/12,3.420132,6.119138,3.84
2018/8/13,3.616452,6.762846,3.74
2018/8/14,3.146484,5.31787,3.62
2018/8/15,3.101164,5.414242,3.54
2018/8/16,3.241974,5.94519,3.49
2018/8/17,3.027466,5.625394,3.45
2018/8/18,2.933928,5.350582,3.53
2018/8/19,2.109954,2.97885,3.63
2018/8/20,1.96344,3.311646,3.63
2018/8/21,2.15863,4.031126,3.58
2018/8/22,2.476592,4.81732,3.51
2018/8/23,2.479308,4.01608,3.47
2018/8/24,2.611236,4.721678,3.42
2018/8/25,2.502166,4.689084,3.38
2018/8/26,2.44525,4.008328,3.29
2018/8/27,2.19229,3.958494,3.1
