Datetime,Strain1,Strain2,Strain3,Strain4
2017-01-14,,,-166.3522036,
2017-01-15,,,-169.1202307,
2017-01-16,-131.2200033,-117.0779972,-172.4472779,-166.6673599
2017-01-17,,,,-169.8725108
2017-01-18,-133.1311966,,-174.432064,-169.7624069
2017-01-19,,-117.6130528,,-168.9519637
2017-01-20,-131.6836139,-117.470786,,
2017-01-21,,-118.0777369,,
2017-01-22,,-119.3407562,,
2017-01-23,,,,-173.2440742
2017-01-24,,-119.0749582,,
2017-01-25,-135.0931192,,,
2017-01-26,-134.4296587,,,-172.6953651
2017-01-27,-132.9270938,-116.9952387,-179.6496486,-170.4018309
2017-01-28,,,-177.9720238,
2017-01-29,,-115.0944989,,-168.1955517
2017-01-30,,,-175.6917986,
2017-01-31,,,-177.0012942,-165.075252
2017-02-01,-127.1157865,-116.7514636,-179.647489,
2017-02-02,,-117.6475675,,-162.0555052
2017-02-03,-128.7238274,,-180.8899195,
2017-02-04,-131.9574548,,,-164.8870229
2017-02-05,,,-179.5070711,-167.0710633
2017-02-06,-135.5492386,-120.2704101,-178.7728294,
2017-02-07,,,-177.5757003,-170.604704
2017-02-08,-132.6117905,-120.5577595,,-165.9402629
2017-02-09,-132.996047,,-178.3155398,-165.2311189
2017-02-10,-137.849358,,-180.8433563,
2017-02-11,-140.0788462,,-183.6022987,-171.2187741
2017-02-12,,-123.4228728,,-172.9271951
2017-02-13,-141.5919349,,,
2017-02-14,,-122.7665096,,
2017-02-15,-140.1925723,-121.2848127,,
2017-02-16,-136.6569563,,-181.8083204,
2017-02-17,,-116.0609958,,-172.4225555
2017-02-18,,-114.6388546,-172.2752746,
2017-02-19,-127.8898212,,,-166.313569
2017-02-20,-127.6995625,,,
2017-02-21,,,,
2017-02-22,-120.5248199,-113.4212774,,
2017-02-23,,-115.450433,,
2017-02-24,-129.24336,-116.7193937,,-163.0643573
2017-02-25,-132.0275896,,,-167.1216324
2017-02-26,,,,-168.7393007
2017-02-27,,,,-169.9142241
2017-02-28,,,,-170.9066363
2017-03-01,,-116.1293031,,-171.2393892
2017-03-02,-130.2251074,,-173.5049348,
2017-03-03,,,,
2017-03-04,-129.3315903,,-176.326568,-171.7291691
2017-03-05,,-114.1273847,-173.1179782,
2017-03-06,,,,
2017-03-07,-126.6699463,,,-166.8031742
2017-03-08,-127.2622708,,,
2017-03-09,-127.6721737,-113.8664454,,-170.0758283
2017-03-10,,-113.2697925,-170.7993425,-169.9010046
2017-03-11,,,-167.9208095,
2017-03-12,,-111.3131838,-164.4837126,-166.3368751
2017-03-13,-121.0192889,,-160.0491221,
2017-03-14,-120.0179076,,-160.9629328,-159.9932774
2017-03-15,-128.2838301,-115.4578484,,
2017-03-16,-129.8648879,,-169.3671858,-168.4212695
2017-03-17,-132.5752847,,,
2017-03-18,,-118.3668494,-169.6783191,-171.1995567
2017-03-19,,,,
2017-03-20,-132.7911687,-119.5548217,-166.4536073,
2017-03-21,,-120.7862923,-166.8448437,-174.5860354
2017-03-22,,,,-175.3733397
2017-03-23,-136.4707358,-122.8865991,-167.5152176,-175.6088681
2017-03-24,-138.2184959,-124.204084,,
2017-03-25,-140.2870758,,-169.1290788,
2017-03-26,,,-169.5433313,
2017-03-27,-142.8535261,,-168.716156,
2017-03-28,-141.3814074,-123.7082618,-167.2258254,-184.5299322
2017-03-29,,-121.278949,,-182.490978
2017-03-30,,-119.0539776,-158.6041347,
2017-03-31,-130.8076339,-118.4947333,,
2017-04-01,,-118.656352,,-176.4718057
2017-04-02,-133.5894233,,-155.0360913,
2017-04-03,,,,-179.956332
2017-04-04,-131.5256944,-117.0093034,,
2017-04-05,-129.6082177,-115.9982453,-151.2570194,
2017-04-06,,-114.9412708,-145.5467257,
2017-04-07,-126.2453941,-113.6623309,,-174.4445482
2017-04-08,,-112.4268119,-134.4291697,-174.3507101
2017-04-09,-121.7654564,,-128.0980162,
2017-04-10,-119.8554062,-111.6057614,,-167.9052301
2017-04-11,,-113.2580565,,
2017-04-12,-127.3913803,,-134.7620413,-171.1891334
2017-04-13,,,,-174.7954184
2017-04-14,-127.5408169,,,
2017-04-15,-124.362009,-112.2197802,-129.3240564,-175.5107225
2017-04-16,-119.593073,,-123.8382199,
2017-04-17,,,-117.5203965,-171.017247
2017-04-18,,-106.6413142,,
2017-04-19,,-104.9502122,,-167.6454147
2017-04-20,-110.7173248,,,
2017-04-21,,-102.3872704,,
2017-04-22,,-102.9117817,,-163.6014503
2017-04-23,-113.0386469,-102.8775384,,-165.6552328
2017-04-24,,-101.7540123,,
2017-04-25,-109.4991698,-99.92253127,-116.5869071,-163.5803472
2017-04-26,,,-111.7697564,-160.7160435
2017-04-27,,,-112.2041025,-161.0255622
2017-04-28,,,-118.0944896,
2017-04-29,-110.0759944,,-120.0850843,-164.6047862
2017-04-30,,-97.90303516,-121.7020713,-165.1512253
2017-05-01,-105.1222533,,-120.2945739,
2017-05-02,,,-114.8516156,
2017-05-03,,,,
2017-05-04,,,-107.5224635,
2017-05-05,,-91.70473588,-106.5810797,
2017-05-06,,,,-158.4021867
2017-05-07,,,-109.465397,
2017-05-08,,,,
2017-05-09,,-91.25331675,-105.9011345,-157.181378
2017-05-10,-100.0584765,-90.06851353,-103.0100416,
2017-05-11,-97.35727306,,-99.87092537,-158.1247604
2017-05-12,,,-95.61341402,-157.4107567
2017-05-13,-96.01985736,,-94.43010541,
2017-05-14,,,-91.61028949,
2017-05-15,,-85.1310622,,-157.6380669
2017-05-16,,-84.37449085,-88.24883835,
2017-05-17,,-84.76770814,-90.00391189,
2017-05-18,-90.96195491,,-91.21310927,
2017-05-19,,-82.05530916,-89.32369028,
2017-05-20,,-81.09355815,,-154.06234
2017-05-21,,,,
2017-05-22,,-77.50050017,,
2017-05-23,-77.88707599,-75.91011839,,-148.0881681
2017-05-24,,-76.54427269,,-147.0429337
2017-05-25,-81.15796189,,,
2017-05-26,,-79.1220711,,-151.4352545
2017-05-27,,-78.50208514,,
2017-05-28,,-76.75404061,-89.57775739,-151.4197088
2017-05-29,,-75.20185767,-89.51015701,
2017-05-30,,,,
2017-05-31,-71.81278557,,,-146.9922398
2017-06-01,-69.55751993,,-83.01427653,-144.8414593
2017-06-02,,,-78.04067849,-144.707454
2017-06-03,,,-73.85631314,-143.4736666
2017-06-04,,,-70.31193312,
2017-06-05,,-65.55839747,,-142.0749791
2017-06-06,-65.7999568,-67.32019613,,-140.7925775
2017-06-07,-69.55357964,-69.69650386,-78.57189422,-142.3372535
2017-06-08,,,,-145.1300449
2017-06-09,-70.11803095,-69.91030792,,
2017-06-10,,,,-145.7821013
2017-06-11,-69.7398679,,-70.43101517,
2017-06-12,,,,-145.8001665
2017-06-13,-72.87706551,,-68.28280171,-146.7202473
2017-06-14,-74.51590895,-75.13432934,-68.22572459,
2017-06-15,,,-69.29123573,
2017-06-16,,-76.23397999,-69.49417672,-147.9431703
2017-06-17,-77.9306858,-76.62238448,-70.01840665,
2017-06-18,,,,-150.1455411
2017-06-19,,-76.48375547,,-150.3152181
2017-06-20,,-76.25500782,-66.95761651,-149.771043
2017-06-21,-70.00768768,,,
2017-06-22,-67.39318856,,,
2017-06-23,-68.31717389,,,
2017-06-24,,-70.58487037,-57.32509229,-145.358337
2017-06-25,-69.06917611,,,
2017-06-26,-68.83850814,,-54.79924027,-149.1540788
2017-06-27,-69.16673092,,-57.30517377,-149.388744
2017-06-28,,-74.77499505,-60.29783102,-149.9270128
2017-06-29,,-77.90700981,,
2017-06-30,-66.65141949,-81.0329874,-69.00052215,
2017-07-01,-77.38552145,,-72.21991404,-149.224824
2017-07-02,-77.64015162,,,-153.9568937
2017-07-03,-85.82899798,,,-153.4696049
2017-07-04,,-84.64393325,,-161.6461601
2017-07-05,,,,-155.2826799
2017-07-06,-70.2598966,-84.93706666,-58.95463242,
2017-07-07,-72.5093061,,-49.41280409,
2017-07-08,-72.59531912,-73.6162098,,
2017-07-09,-77.65022498,,-36.89067339,
2017-07-10,-63.76384634,,,
2017-07-11,-67.59497508,-68.3368389,-37.58344029,-152.9675531
2017-07-12,-64.18392864,-77.40283653,-45.30373261,-155.063834
2017-07-13,,,,-141.5751721
2017-07-14,,,,
2017-07-15,,,,-149.1894133
2017-07-16,,-58.81938868,-35.47091114,-141.1060118
2017-07-17,-57.53053378,-64.99255486,,-144.6800969
2017-07-18,-61.78999662,-54.38109331,-37.01027663,-134.3491854
2017-07-19,,-49.11408096,-25.58936894,-139.8808105
2017-07-20,,,,
2017-07-21,-50.56556219,,-38.49232422,
2017-07-22,-45.43416181,,,
2017-07-23,,,-44.5989544,-132.5909654
2017-07-24,-41.48768802,-51.26745246,-45.32529483,
2017-07-25,-46.99805813,,,
2017-07-26,,,-40.30486628,
2017-07-27,,-39.82468373,-37.22262077,-125.3346742
2017-07-28,-33.87799235,,-33.97933262,-123.3722479
2017-07-29,-31.77046928,-36.03682605,-29.17703215,-125.9820017
2017-07-30,,-38.25144656,,
2017-07-31,-29.09775877,,-36.74626263,
2017-08-01,,,,
2017-08-02,-30.1313811,,-33.33087037,
2017-08-03,-31.89173621,,-31.87564608,-121.1696885
2017-08-04,-31.98511993,,-28.26643272,
2017-08-05,,-38.50499147,,-122.5389665
2017-08-06,,,-16.74940651,-119.4504247
2017-08-07,-23.72360112,-35.57666218,-12.92414184,-117.3031259
2017-08-08,-20.39948714,-35.06835053,-9.86570586,
2017-08-09,,-34.15380458,,
2017-08-10,,,-20.11698714,-117.5457079
2017-08-11,-20.10097034,,,
2017-08-12,,,,
2017-08-13,,-39.46245625,-26.7172918,
2017-08-14,,-42.82977007,-31.63763835,
2017-08-15,-30.56554101,-46.78774674,,
2017-08-16,,-47.66835731,-38.39919487,-120.6122994
2017-08-17,,,-37.63383569,-121.2974854
2017-08-18,,,,-121.4118194
2017-08-19,-38.20442976,,-36.53298173,-123.8143762
2017-08-20,-37.65009054,-45.33593923,-34.91117449,
2017-08-21,-33.74901579,,-30.18567822,
2017-08-22,-34.06934197,-39.32982482,-25.94905047,
2017-08-23,,-38.31421715,-22.59433394,-116.282575
2017-08-24,,-36.55003329,-19.71455566,
2017-08-25,-29.41343662,,-16.97120048,
2017-08-26,-28.74236528,,,-115.0624219
2017-08-27,-29.68886682,-34.5555368,-22.99006604,
2017-08-28,-29.18713604,,,
2017-08-29,,,,
2017-08-30,,,,-115.0103881
2017-08-31,-26.93637939,,-38.7467395,
2017-09-01,-30.51922386,,-48.6379594,-118.2508492
2017-09-02,-33.37023209,,,-119.6082453
2017-09-03,-32.3845284,-40.47598289,-53.97323625,
2017-09-04,-36.46216296,-43.50010582,,
2017-09-05,,-44.98020364,-61.31546808,
2017-09-06,,-46.58112472,-61.3698355,-124.7516468
2017-09-07,-41.11908936,,,
2017-09-08,-41.62987109,-50.49381949,-66.87088112,-129.2372649
2017-09-09,-41.86224653,,-64.24201405,-128.6530612
2017-09-10,,,,
2017-09-11,,-48.67617019,,
2017-09-12,,,,-125.4530161
2017-09-13,-41.42210443,,,
2017-09-14,,,,-126.4962872
2017-09-15,-43.44641779,-49.86989779,-74.94504791,-127.20512
2017-09-16,-42.85380722,-48.46305029,-77.69543602,-126.7362061
2017-09-17,-42.38561097,,-79.07045183,-126.4685946
2017-09-18,-42.25737405,-48.60306306,,
2017-09-19,,,-77.33169459,-125.5817922
2017-09-20,,-45.86594819,-70.57190375,-122.9436207
2017-09-21,,-48.1119163,,
2017-09-22,-44.03427328,-50.04068939,,
2017-09-23,-44.31961747,,-69.19087011,
2017-09-24,-45.59427347,-51.08927872,,
2017-09-25,-47.54560769,-51.29921326,,-126.5224105
2017-09-26,-45.53110078,-50.23919152,-57.70651547,
2017-09-27,,-48.59998624,-50.91694903,-127.0536792
2017-09-28,,-49.11767431,,-125.1361908
2017-09-29,,-50.91910696,-59.37668671,-126.2874944
2017-09-30,-46.19106293,-52.85324157,-65.05798505,
2017-10-01,,-55.0025958,-66.9985576,-131.0805103
2017-10-02,-53.41884734,-55.64476762,-64.65357834,-133.9925135
2017-10-03,-53.70811551,-55.62896588,-66.87236045,-133.8708935
2017-10-04,-52.63524183,,-67.96345299,
2017-10-05,-55.32439227,,,-131.8556739
2017-10-06,,-62.25086199,,-136.0203159
2017-10-07,-66.1862399,,,
2017-10-08,-69.58237198,,,
2017-10-09,,-63.04609402,,-145.6636758
2017-10-10,,,-73.47659372,
2017-10-11,-70.78590485,,,
2017-10-12,-70.57865624,-57.9759846,,-146.587996
2017-10-13,-70.46888702,-58.72857613,,
2017-10-14,,-62.28991786,-91.5860276,-148.7827635
2017-10-15,,-64.65663804,,
2017-10-16,,,,-152.83777
2017-10-17,,-56.80559681,,-150.2195747
2017-10-18,,,,
2017-10-19,-88.80566615,-62.02924527,,
2017-10-20,,,-98.79251109,
2017-10-21,-92.15056593,-63.28626627,-100.5226127,
2017-10-22,-92.3975942,-62.98277487,,-162.7003203
2017-10-23,-92.10998161,,-101.8975731,-163.5186409
2017-10-24,-88.95236987,-73.05664781,,
2017-10-25,-89.74513206,-76.81168098,-120.2707741,
2017-10-26,-99.43757914,,,
2017-10-27,-98.84241297,,-110.9474035,-157.3255056
2017-10-28,,-51.29216759,-99.65537313,
2017-10-29,,,-105.1168122,
2017-10-30,-90.39893954,,-106.7462968,-163.1729301
2017-10-31,,,-108.3725123,-159.9556079
2017-11-01,-94.49012814,,,
2017-11-02,-90.86571369,-60.7775757,-115.5769718,-167.8905311
2017-11-03,-93.91860712,-64.21826735,,-164.7069669
2017-11-04,,-61.38820462,-116.8119781,
2017-11-05,,,,-165.4169335
2017-11-06,,,-126.8170934,
2017-11-07,,-74.40186194,,
2017-11-08,,,-125.1752789,
2017-11-09,-98.61765168,-64.64278664,-127.5142602,
2017-11-10,-101.1388411,-53.1235369,,
2017-11-11,,,,-152.7724862
2017-11-12,-84.14155166,,,-158.4228142
2017-11-13,,,,-159.5106714
2017-11-14,-87.6416235,,-116.8485547,-150.8149756
2017-11-15,-92.35104452,-58.36367439,-113.9280195,
2017-11-16,-92.71329675,,,-151.9569238
2017-11-17,,-55.81694887,,-153.9543083
2017-11-18,,,,-150.33771
2017-11-19,,-59.82746397,-110.6121829,
2017-11-20,-85.33346426,,,-149.868791
2017-11-21,,,-122.4018301,
2017-11-22,-91.48447798,,,-154.1000613
2017-11-23,,,,
2017-11-24,-94.76626944,-71.36447971,,
2017-11-25,-96.09404381,-73.76995597,,-164.4381679
2017-11-26,-94.57859439,-76.83503304,-138.897227,-164.3596647
2017-11-27,,-79.27072167,,
2017-11-28,-96.75292159,-82.56289424,,
2017-11-29,,-82.76779105,,-163.233316
2017-11-30,,-83.55773695,,-157.907128
2017-12-01,-92.95061898,-85.79953123,-147.0024114,-154.7300746
2017-12-02,-98.7049573,-87.06291695,,
2017-12-03,-101.2299221,-88.64911223,-150.6448356,-160.1837479
2017-12-04,,-89.64102928,-151.0058436,-160.4529608
2017-12-05,,,-153.3990836,-158.2419679
2017-12-06,,-91.51300018,,
2017-12-07,-109.0243735,,-159.4492937,-160.4860912
2017-12-08,,,-162.2242643,
2017-12-09,-112.8810488,-94.09273101,,-160.6055753
2017-12-10,,-93.23195693,,-162.4486583
2017-12-11,,,-168.3932522,-159.5275906
2017-12-12,-121.9847264,-89.60628241,,-161.7836662
2017-12-13,,-88.5334895,,-159.3917333
2017-12-14,,,-163.6800209,
2017-12-16,-118.549736,,,-160.7028582
2017-12-17,-119.6179657,-87.77781138,,
2017-12-18,,,-163.6989288,
2017-12-19,-122.1494807,-90.93433037,,
2017-12-20,-123.3379617,-93.28836325,,
2017-12-21,,-93.3453818,,-172.7119234
2017-12-22,,-92.8769881,-168.5200097,-173.4771125
2017-12-23,,-93.00958769,-168.6376812,
2017-12-24,,,,
2017-12-25,,-91.10226945,,-170.7168105
2017-12-26,-123.1917792,-91.36520178,,
2017-12-27,-122.9619434,,,
2017-12-28,,-92.1393701,,
2017-12-29,-120.351043,,,-168.0538832
2017-12-30,-121.9416002,,,
2017-12-31,,-91.18823069,,-169.8529587
2018-01-01,,-91.0989931,,-171.318134
2018-01-02,-124.0970319,,,-170.9141259
2018-01-03,-120.0200913,-93.15260128,,
2018-01-04,-116.500253,,-164.9208249,
2018-01-05,,,-166.260965,-162.5262781
2018-01-06,,,,-169.2624615
2018-01-07,-126.2128857,,,
2018-01-08,,-105.9164391,,-172.9854693
2018-01-09,-136.1727502,-108.722463,-180.4706996,
2018-01-10,-138.9592994,,-182.91099,-182.7090378
2018-01-11,-141.0255517,-111.3074117,,
2018-01-12,-139.3587624,,-187.8784762,
2018-01-13,,-114.5169038,,-186.4747484
2018-01-14,-143.5776095,-116.7400787,,-187.6634257
2018-01-15,,-117.1798768,-193.6781,-189.8780682
2018-01-16,-143.1702663,,-193.4796682,-188.4868261
2018-01-17,,,,
2018-01-18,-141.5113765,-116.8257504,-189.7904252,
2018-01-19,-142.4686341,,-187.510082,-187.1290618
2018-01-20,,,,
2018-01-21,,,-184.4752911,
2018-01-22,,,,-182.9076553
2018-01-23,,,-182.208451,
2018-01-24,-137.406263,-116.1733251,-183.3135851,
2018-01-25,,-118.5006516,,-178.2228587
2018-01-26,-138.7903677,,,
2018-01-27,-140.2184233,,,
2018-01-28,-142.8175852,,,
2018-01-29,-145.7469668,-126.8308269,,-182.3228486
2018-01-30,,,,-187.0252148
2018-01-31,-157.7124828,,-201.7625386,
2018-02-01,,,,-195.6527134
2018-02-02,,-131.8104383,,
2018-02-03,,-131.1860206,,-196.6203532
2018-02-04,,,-205.9132572,-197.2271582
2018-02-05,,,,
2018-02-06,-160.5074241,-132.8442938,-208.9285817,
2018-02-07,,-133.0345186,,-202.3262761
2018-02-08,-159.9485693,,,
2018-02-09,,,-207.9807767,
2018-02-10,,-129.4630234,,
2018-02-11,-154.5949179,,-203.3453398,
2018-02-12,,-126.3946559,-201.9445964,-197.0184965
2018-02-13,-153.2449642,,,
2018-02-14,-152.5510424,,,
2018-02-15,-149.0434986,,,
2018-02-16,-143.9690422,,-192.7881344,-189.1892483
2018-02-17,-144.6848378,-120.0385543,-190.8614364,-190.0053635
2018-02-18,-144.4270538,-119.7977482,,
2018-02-19,,-119.1264731,,-185.4989079
2018-02-20,,-118.9296697,,
2018-02-21,-139.045789,-119.6317041,-182.4854219,
2018-02-22,,,,-184.3342972
2018-02-23,,-121.4262996,,-187.0770692
2018-02-24,,,-183.4404396,
2018-02-25,,-121.4935229,-181.6321406,-188.6715106
2018-02-26,-140.8452171,-121.6825974,-182.3603253,
2018-02-27,-141.1108982,,-180.2291006,
2018-02-28,-137.4369859,,,-184.7480069
2018-03-01,,,-172.4623871,-185.4375499
2018-03-02,-135.4231592,-118.7770792,-170.1299853,-183.3726585
2018-03-03,-134.7868508,,,
2018-03-04,,,,-183.3571851
2018-03-05,,-115.5637182,-156.6355575,
2018-03-06,-131.5679284,,,-178.7455126
2018-03-07,,-115.8268469,,-175.5058125
2018-03-08,,-117.300451,-160.739026,-178.1970812
2018-03-09,-135.622272,,,-182.6116755
2018-03-10,-138.4907333,-120.1126217,-166.7595972,-186.4873115
2018-03-11,-138.7012932,-119.5792781,-166.1076965,
2018-03-12,,,-165.2089801,-186.9241285
2018-03-13,-135.3147825,,-161.676695,
2018-03-14,,-114.0027889,-155.1439506,
2018-03-15,-127.5442407,-111.1764341,-145.7794516,-182.5521161
2018-03-16,,,-138.6383499,-178.0720725
2018-03-17,-122.2936749,-108.4924467,,
2018-03-18,,,,
2018-03-19,-120.4083727,,,-172.3690502
2018-03-20,-123.6685324,,-146.6598524,
2018-03-21,-128.8332449,,,
2018-03-22,-132.8313034,-116.7791036,,
2018-03-23,-134.1411336,-117.2943558,-156.6243169,-185.8591528
2018-03-24,-133.5582266,-116.0842492,,-188.4230997
2018-03-25,-130.3992385,-114.1490981,,
2018-03-26,,,-146.0011982,
2018-03-27,,,,
2018-03-28,,-109.2319155,,-181.6794658
2018-03-29,,-106.3011959,-133.2739194,-179.0768474
2018-03-30,-114.7429707,,-129.8905925,-176.7810431
2018-03-31,,-101.0821123,-125.6161262,
2018-04-01,-108.8849562,-98.95543825,,
2018-04-02,,-97.04380759,,
2018-04-03,-103.3364715,,-111.3715411,
2018-04-04,,-90.61657618,-103.0091299,
2018-04-05,,-90.9978413,-108.1498396,
2018-04-06,-97.61547715,,,
2018-04-07,-104.9140412,-95.91134049,,-165.0009715
2018-04-08,,,,
2018-04-09,,,-131.5521796,-172.2132135
2018-04-10,-108.2705463,-96.70828134,-130.7508645,-173.3668272
2018-04-11,,-93.79350008,-125.5986283,
2018-04-12,-99.29665013,,,-166.1190133
2018-04-13,,,-112.2148714,
2018-04-14,-97.45943777,-90.79546187,-113.9228409,
2018-04-15,,,-119.8022005,-163.4322445
2018-04-16,-104.8037083,,-126.0327224,-166.8536024
2018-04-17,-106.2600049,,-130.370066,
2018-04-18,-106.1748502,-95.46954736,,
2018-04-19,,-93.703665,,-171.89397
2018-04-20,-101.6046749,,,
2018-04-21,,,-120.5825056,-168.1502163
2018-04-22,,,-111.5947685,-164.8962493
2018-04-23,-92.87792177,-86.42566435,,-161.8897586
2018-04-24,,-88.67334171,-110.6840348,-162.7868038
2018-04-25,,-90.64625411,,
2018-04-26,-100.0856241,,-116.4653725,
2018-04-27,-100.2488569,,,-169.7297738
2018-04-28,,,-113.7101352,-169.5066885
2018-04-29,,,,-168.144036
2018-04-30,-92.62443881,-84.53648889,-100.3534588,
2018-05-01,-88.40593198,-82.17864434,,
2018-05-02,-86.80457611,,-87.70859348,
2018-05-03,-85.92765647,-79.9949491,-88.49535565,-161.7354822
2018-05-04,,-80.22548473,,-163.3893453
2018-05-05,,-80.59105574,-99.06730726,-164.491749
2018-05-06,,,,
2018-05-07,-84.70946712,,,-160.6862508
2018-05-08,,,,
2018-05-09,,-83.07451134,-98.04928962,
2018-05-10,,-83.57256844,-101.896633,-166.7261773
2018-05-11,-90.54216546,,,-166.6388922
2018-05-12,-89.83182922,-84.49475612,,
2018-05-13,-90.32422355,-84.53546783,-97.13518118,
2018-05-14,-89.36575791,-83.77673756,,
2018-05-15,-85.095284,-81.01692122,-87.54905389,-165.5754564
2018-05-16,-82.04691793,,,
2018-05-17,,,,
2018-05-18,-72.90558599,,-64.9259587,-158.4249294
2018-05-19,-72.84133357,,-61.82653106,
2018-05-20,,,,-155.2130382
2018-05-21,-71.95244265,-70.28141214,,
2018-05-22,,-71.75755677,-62.40832719,-154.4123
2018-05-23,-76.10634932,,,-156.5443089
2018-05-24,,,-75.34486528,
2018-05-25,,-76.24257068,,-160.1406477
2018-05-26,,-74.52105774,,
2018-05-27,-76.85360317,-73.224664,-67.98773026,
2018-05-28,-77.27713092,-73.91798801,,
2018-05-29,,-75.52672961,,-162.2194956
2018-05-30,-77.25898647,,,
2018-05-31,-75.48133389,,-81.82181224,
2018-06-01,,-78.51207458,-85.1629528,
2018-06-02,-78.45425368,,,
2018-06-03,-79.34019134,,,-165.0369002
2018-06-04,,,,-162.2419058
2018-06-05,,,,
2018-06-06,-77.79143875,-76.62127332,-88.29568153,
2018-06-07,,-76.74513012,,
2018-06-08,-75.20968454,,,
2018-06-09,,,-74.70984837,-158.1596594
2018-06-10,,,-76.92664937,-158.2887586
2018-06-11,-72.80720738,-72.4002872,-81.89571276,
2018-06-12,-72.05884618,,-82.9289444,
2018-06-13,-70.28542718,-69.50164789,,-159.3955461
2018-06-14,,,,
2018-06-15,,-64.86122071,-80.98350601,
2018-06-16,-59.07839918,-62.46778399,,
2018-06-17,,-59.70665152,,
2018-06-18,,-58.45744754,,-147.2729987
2018-06-19,,,-79.8953733,
2018-06-20,-52.70728238,,-75.33710154,-145.1077355
2018-06-21,-53.90668506,,-73.01747847,
2018-06-22,,-58.85388029,-72.24652665,-145.1672836
2018-06-23,,-58.53330597,-69.81618791,-144.8912013
2018-06-24,-56.35236046,-59.15748404,,-146.2924139
2018-06-26,,-56.89644511,,-144.9586628
2018-06-27,,-55.89585545,,-143.6276188
2018-06-28,,-54.02474851,,
2018-06-29,-45.68906791,-51.9138492,,-140.5348249
2018-06-30,,-50.50569677,,-141.6037239
2018-07-01,-44.51123403,-50.39124336,-46.59501138,-140.2236501
2018-07-02,-45.86442897,,-48.77086701,-140.1877002
2018-07-03,,,-47.14978469,
2018-07-04,,-55.62418544,-44.10495843,
2018-07-05,-46.94452634,-55.83098117,,-142.2696421
2018-07-06,,-55.57240386,,
2018-07-07,-51.21651755,,-41.25594946,
2018-07-08,,-58.64270735,-44.6389002,-146.372418
2018-07-09,-55.04085515,,,
2018-07-10,,,-42.77628357,-150.4987502
2018-07-11,,-61.57834416,-42.02057532,-147.360971
2018-07-12,-46.75650686,,,
2018-07-13,,,-44.13924466,
2018-07-14,,,,-147.6349706
2018-07-15,-53.21514376,,,-146.2491566
2018-07-16,-53.00832263,-60.92132844,-49.4219492,
2018-07-17,-42.29877295,-63.34898793,,-153.0324494
2018-07-18,-48.80671022,-60.54517452,,
2018-07-19,-50.8120626,,,-141.477616
2018-07-20,-50.7357406,,,
2018-07-21,,,-57.14423885,
2018-07-22,,-53.16853513,-63.94159427,
2018-07-23,-33.34309032,,,
2018-07-24,,-55.05706293,-69.98167168,
2018-07-25,,-54.47169294,-70.96736495,-141.7003159
2018-07-26,-41.30235553,,-71.28024939,
2018-07-27,,-40.91735639,-62.28888985,-136.0503153
2018-07-28,-34.51823948,,-57.121556,
2018-07-29,,-46.30402836,-63.11991453,-144.7846487
2018-07-30,-33.57566274,,-63.45252395,-141.4924112
2018-07-31,-33.08678534,,-63.47092566,
2018-08-01,-33.50841998,-48.54149837,-64.55750505,-141.2076367
2018-08-02,-29.66994711,-46.62862605,-61.79055193,-136.4285148
2018-08-03,-31.25184629,-47.88682829,-60.79197668,-141.570003
2018-08-04,,-50.23682929,-65.1167421,-140.0141517
2018-08-05,,-48.14439291,,
2018-08-06,,-45.63809121,,
2018-08-07,,-49.21569016,,-138.0899572
2018-08-08,,,,
2018-08-09,,,,
2018-08-10,,,-50.02068352,-134.2178047
2018-08-11,-27.28614103,-43.87804447,,-135.851083
2018-08-12,,,-54.47983921,
2018-08-13,-21.22932138,,-55.34358932,
2018-08-14,-25.24190509,,-59.78038764,
2018-08-15,-24.68444173,,-61.90907755,
2018-08-16,,-43.51828333,-59.96334211,
2018-08-17,,,,
2018-08-18,,-39.79533003,-60.19519087,-132.883368
2018-08-19,-27.85515176,,-66.2821304,-134.7918821
2018-08-20,,-45.74086679,,
2018-08-21,,-42.61368572,-68.03190855,
2018-08-22,-32.83759881,-43.96559939,-70.56267323,-134.6775003
2018-08-23,-33.05973535,,,
2018-08-24,-31.50427003,,-71.24005913,-134.7986285
2018-08-25,-34.48097569,-43.08929044,,-138.1084518
2018-08-26,,-40.13303868,-80.04701212,-139.1619344
2018-08-27,-31.55587865,-42.45222248,-79.00490718,
2018-08-28,,-40.19198067,-75.58281312,-137.1178031
2018-08-29,,,,
2018-08-30,-26.51444656,-39.46853127,,
2018-08-31,-28.44779606,-39.38679656,,-134.9934224
2018-09-01,,,-62.33518533,-134.5128591
2018-09-02,-26.52323696,,,-134.5097703
2018-09-03,,,-57.56638614,
2018-09-04,-26.89851785,-40.58056971,-55.4306112,
2018-09-05,-28.46977816,,,-131.8433204
2018-09-06,,-40.07185062,-67.75625462,
2018-09-07,-27.5923865,-39.950303,-70.08112791,
2018-09-08,,-40.86189329,-81.08074702,-133.9908088
2018-09-09,,,-89.83483615,
2018-09-10,,,,
2018-09-11,,-41.83309992,,
2018-09-12,,-41.62488701,-98.41646273,
2018-09-13,,,,-136.3651126
2018-09-14,-34.51245367,,,
2018-09-15,-35.74956332,-40.99093034,-92.94960442,-135.0286867
2018-09-16,,-38.50550029,-89.64027138,
2018-09-17,-31.67952537,-37.35644778,,-132.1478197
