Datetime,Strain1,Strain2,Strain3,Strain4
2015-05-14,-75.79717661,-69.23180183,-66.76894659,
2015-05-15,-73.38300514,,,-116.6148742
2015-05-16,,-67.71723219,-50.28645436,
2015-05-17,,-67.86177289,,
2015-05-18,-71.44626855,,-48.20597187,
2015-05-19,,,,
2015-05-20,-70.53469701,-65.87615391,,-115.0600918
2015-05-21,-68.89346483,,,
2015-05-22,-68.89256146,-65.20731948,,-116.1952733
2015-05-23,,,,
2015-05-24,,-65.51968383,,-119.0648835
2015-05-25,-69.06853287,-65.41715448,-65.70718799,-118.788303
2015-05-26,-66.07546013,-64.78976689,,
2015-05-27,,-63.7531875,-57.10406332,-115.9336099
2015-05-28,,-63.43642057,-52.78115226,
2015-05-29,-63.53875006,,-46.28571306,
2015-05-30,-64.82998342,-62.34517262,-42.84305852,-113.1834496
2015-05-31,-66.7282392,,,
2015-06-01,-64.53519736,,,-113.4087989
2015-06-02,,,-34.18244869,-113.0307633
2015-06-03,-61.46547211,-60.47933425,-30.13391927,-112.6322873
2015-06-04,-63.27354373,-61.47898201,,-113.9995597
2015-06-05,,,,-114.6798196
2015-06-06,-67.07200241,-64.10827241,-43.92498726,
2015-06-07,-66.28623565,-63.46678751,-45.949893,
2015-06-08,-65.73397489,-64.57399541,-47.03427385,-115.1864823
2015-06-09,-68.54052764,,-47.48407874,
2015-06-10,,-66.22268984,,-117.4424075
2015-06-11,-68.30223125,-65.86044203,,-118.6146552
2015-06-12,-68.67289425,-65.78549484,,
2015-06-13,,,,-118.4724298
2015-06-14,,-63.34329399,,-117.8530707
2015-06-15,-64.86620924,,-43.84546419,
2015-06-16,,,,
2015-06-17,,,-36.3575664,
2015-06-18,-67.37106927,-62.76205355,,-117.350984
2015-06-19,,-64.6719576,,
2015-06-20,-68.60407009,-64.50912976,,-120.082481
2015-06-21,-65.00113047,,,-116.468112
2015-06-22,-65.94260736,-64.83849427,-37.32112043,
2015-06-23,,-66.4113123,,
2015-06-24,-64.46523055,-60.3877435,,-121.1690735
2015-06-25,-60.26680792,-62.86474022,,-120.6141267
2015-06-26,,-59.46523341,-16.23078921,
2015-06-27,,,,-116.1294365
2015-06-28,-60.04381913,,,
2015-06-29,-57.22917437,-55.44003262,,-111.6850621
2015-06-30,-52.69236622,,,-108.9703037
2015-07-01,,-50.28202036,,
2015-07-02,,,,-111.7765572
2015-07-03,,-51.96699387,,
2015-07-04,-51.97030961,-51.46480711,,-112.803893
2015-07-05,,,-20.97437612,-113.3084788
2015-07-06,,-55.14443658,,
2015-07-07,,,-34.4195812,-115.6959958
2015-07-08,,-59.02710665,,-117.6046363
2015-07-09,-58.8171284,-58.15500984,-50.49231589,
2015-07-10,,-54.99906459,,-116.1329195
2015-07-11,,-55.69923949,-44.57577277,-115.1929805
2015-07-12,,,,-114.3255919
2015-07-13,-52.42691052,-54.45211432,,
2015-07-14,-51.40110703,,-29.10700251,
2015-07-15,,-42.05006618,,-102.8209391
2015-07-16,,-41.45213285,,
2015-07-17,-46.46695909,-43.87364532,-17.80703409,-106.8258409
2015-07-18,-47.64506435,,-20.81191717,-106.931691
2015-07-19,,-46.13927506,-22.37126422,-107.657837
2015-07-20,,,,-107.8658513
2015-07-21,,-45.19971825,,
2015-07-22,-39.19945411,,,-107.1591094
2015-07-23,-34.47597916,,,-107.2298978
2015-07-24,-34.40811175,,,-106.0661002
2015-07-25,,,,-107.6267366
2015-07-26,-36.76141918,,,
2015-07-27,,,,-105.4809112
2015-07-28,,,,
2015-07-29,,,-12.20055451,-100.6169734
2015-07-30,-34.65286064,,-16.48326386,-97.98263461
2015-07-31,,,-18.86989548,
2015-08-01,-31.7766477,,,
2015-08-02,-28.93233661,,,-89.72832603
2015-08-03,,-33.66675132,,-89.17838594
2015-08-04,,-30.71854606,-22.0517349,
2015-08-05,-21.82991432,-29.37114368,,-86.49479592
2015-08-06,-19.3852083,-27.43989553,-25.67666069,
2015-08-07,-16.75063582,-24.34854888,,
2015-08-08,,-22.29817832,-19.21603049,
2015-08-09,,,,-77.72128568
2015-08-10,,,-14.32214864,
2015-08-11,,-19.96929295,-12.65329725,
2015-08-12,-14.40457261,,-16.080163,
2015-08-13,-15.33303198,-21.39770993,-18.19419593,-79.70117022
2015-08-14,-15.23306257,-21.23885306,,-80.04656066
2015-08-15,-13.66055938,,-20.13189839,
2015-08-16,,,,
2015-08-17,-13.09337829,,,-78.46555705
2015-08-18,,-20.89835034,-16.73046014,
2015-08-19,,,,-78.03492654
2015-08-20,,-22.68056655,-18.77760558,
2015-08-21,,-24.91724936,,-85.20608048
2015-08-22,-18.55768925,,,
2015-08-23,,,-30.20980258,-85.30736061
2015-08-24,,,-34.18731889,-84.26719602
2015-08-25,,-25.99555726,,
2015-08-26,-19.03659297,-26.45047892,,
2015-08-27,,-26.70371629,-42.34056939,
2015-08-28,-18.5982971,,,-87.75798477
2015-08-29,,,-41.47540548,-88.13077628
2015-08-30,-18.99131393,-25.99401146,-40.71417502,
2015-08-31,,-25.86210526,-42.52930839,-87.02573999
2015-09-01,-19.27390182,,,
2015-09-02,,-25.49360592,,
2015-09-03,,,,
2015-09-04,-19.54579465,,-46.76590302,
2015-09-05,-16.52327556,-25.59945381,-41.00719491,-83.11189961
2015-09-06,,-25.17724272,-38.13426966,-86.38294524
2015-09-07,,-24.99028806,-39.05563326,-86.26317765
2015-09-08,-20.03876388,,-42.74175541,
2015-09-09,,-26.85439612,-47.05681134,
2015-09-10,-21.62880266,,,-88.84942172
2015-09-11,,,-51.96618996,-90.1507849
2015-09-12,,,,
2015-09-13,,-29.95926725,-59.37404136,-92.9966233
2015-09-14,-29.57514634,-32.21502144,,
2015-09-15,,-33.69567287,,
2015-09-16,-33.0127773,-34.45859335,,-97.65024245
2015-09-17,-32.78615386,,-74.53080798,-97.88402175
2015-09-18,,-34.34366,,
2015-09-19,-30.56916976,-34.85571726,,-94.89902075
2015-09-20,,-36.36145807,-68.0594299,
2015-09-21,-36.96981389,,-70.13893726,-99.10780078
2015-09-22,-37.57965171,-38.32389479,,
2015-09-23,,,-66.90921046,
2015-09-24,-36.88316062,,,
2015-09-25,,-38.46725022,,
2015-09-26,-38.69861357,,,-98.63293295
2015-09-27,,,-61.49016865,
2015-09-28,-40.11702095,,-62.04356241,
2015-09-29,-38.09283006,,,-100.8105799
2015-09-30,-35.76223891,-38.18130656,,-99.14378022
2015-10-01,-36.91788169,-39.02758634,,-99.98956523
2015-10-02,,,,-103.3719189
2015-10-03,-43.50229657,,-78.91820566,-103.8738648
2015-10-04,-45.05929903,-43.07972852,-83.42698073,-104.9760627
2015-10-05,-42.63934391,,,
2015-10-06,-42.77139391,-42.25803842,-79.57524926,-103.8280494
2015-10-07,-43.04088621,,,
2015-10-08,,,,-102.2668897
2015-10-09,-47.21049515,-45.34433743,-74.34966304,-104.1898094
2015-10-10,,,-81.91325008,-107.4327824
2015-10-11,-51.50434675,,-85.67617246,
2015-10-12,,-48.42266751,,
2015-10-13,,-48.44349546,,-110.1072845
2015-10-14,,-48.56848775,,-110.9084201
2015-10-15,-53.54904999,-48.22509852,-92.78555662,
2015-10-16,-52.78410074,-47.76772131,-91.54289322,-110.8159311
2015-10-17,,-46.74106375,-90.34396382,
2015-10-18,,-46.54510399,-91.03794244,-108.8834721
2015-10-19,,,-91.24345194,
2015-10-20,,,,
2015-10-21,,-45.87394889,-92.23286976,-109.057107
2015-10-22,,-45.38660688,,
2015-10-23,,,,
2015-10-24,-48.72213901,,-89.21072051,-106.3162341
2015-10-25,,-43.48446779,-86.23012949,-105.3704743
2015-10-26,,-42.67082979,-82.68899597,-104.407027
2015-10-27,-44.19157443,-42.74629085,,-100.841539
2015-10-28,-47.83339204,,,
2015-10-29,-48.14174838,-46.02248104,,-102.9316865
2015-10-30,-47.87683996,-46.85347384,-88.95745148,
2015-10-31,-53.4881848,-48.62075333,-91.62150303,-101.7741777
2015-11-01,-56.04366197,,-98.01576962,
2015-11-02,-61.2575926,-54.01385681,-103.9223722,
2015-11-03,,,,-112.6299092
2015-11-04,,,,-114.3791226
2015-11-05,,,,-114.4127692
2015-11-06,,,,
2015-11-07,-65.64032628,,,-113.3523296
2015-11-08,,,-106.4991698,-112.0687456
2015-11-09,,-62.43294615,,
2015-11-10,,-63.20323949,,
2015-11-11,-73.55333559,,,
2015-11-12,,,,-117.3570556
2015-11-13,,-66.69693025,-114.241957,
2015-11-14,,,,-120.2742769
2015-11-15,-83.89711296,,,
2015-11-16,-85.36257142,-72.29291312,,-126.5858046
2015-11-17,,-73.39283651,-116.296878,
2015-11-18,,,,
2015-11-19,,-77.06070271,-118.4786987,
2015-11-20,,,,-130.8440184
2015-11-21,-94.49599587,,,-132.2729964
2015-11-22,-96.57760228,-80.1498996,-118.5739024,
2015-11-23,-93.26573056,,,
2015-11-24,-94.20516669,-82.03646462,-122.7357394,
2015-11-25,-93.20973074,,,
2015-11-26,-101.5222366,-88.01592749,-132.5555562,
2015-11-27,,,-137.4301022,
2015-11-28,,-90.83976598,,
2015-11-29,,-91.1078844,,-139.1873216
2015-11-30,-109.012848,,-139.6295936,-138.8344712
2015-12-01,-108.9064108,,-137.6786467,-138.7504833
2015-12-02,-108.8504297,,,
2015-12-03,-106.3842168,-89.08706167,-137.5813901,-139.5544698
2015-12-04,,-89.31717441,-141.1516938,
2015-12-05,,,,-141.3966255
2015-12-06,,-89.35976745,-143.6404218,-135.8469664
2015-12-07,,-89.94299189,-144.013769,
2015-12-08,-110.9647253,,-146.1132956,-139.1089703
2015-12-09,,,,-142.1809857
2015-12-10,,,,-144.2676017
2015-12-11,,,,-145.7060333
2015-12-12,-117.2250156,,-149.3712782,-145.9616045
2015-12-13,-115.8429928,-95.79169622,,
2015-12-14,-117.1570227,-96.99902687,,-145.6793547
2015-12-15,,-97.16639768,-152.7273237,-147.2265571
2015-12-16,,,,-149.2101584
2015-12-17,-122.066572,-98.74858179,-159.4114413,
2015-12-18,,-100.7139163,-163.5180943,-150.5331218
2015-12-19,,-101.3505025,-165.7349823,
2015-12-20,,-102.6458052,-167.5261139,
2015-12-21,,-102.3393245,,
2015-12-22,-126.9590883,-102.9664048,,
2015-12-23,-127.155987,,-164.6513702,-151.6123126
2015-12-24,-127.1028121,,-163.056116,
2015-12-25,-125.2124825,-102.5871745,,-150.7337226
2015-12-26,-127.1175106,-102.3415394,-160.8247281,-152.4022297
2015-12-27,,-102.8881361,,-152.9562011
2015-12-28,,,,
2015-12-29,,,-162.0829667,-150.7305105
2015-12-30,-127.76445,-103.7720377,-162.9710575,
2015-12-31,,,-162.3793166,-151.1089668
2016-01-01,,-102.6698041,,
2016-01-02,-127.2742263,-103.390812,,-152.9064999
2016-01-03,-128.1048581,,-161.4621925,-152.9307643
2016-01-04,,,-156.7399011,-150.7475443
2016-01-05,,,,-145.1285423
2016-01-06,-120.005287,-100.1118911,-152.4334855,
2016-01-07,,-99.96265965,,
2016-01-08,,-101.6520501,,-139.4145502
2016-01-09,,-102.5440037,,
2016-01-10,,-103.3026226,,-147.4667092
2016-01-11,,-103.8423644,-156.6839874,-147.9760358
2016-01-12,-123.5082236,,,
2016-01-13,-127.514502,-108.8688018,-162.1630538,
2016-01-14,-133.2111341,,-166.2284587,-150.5456972
2016-01-15,,,-168.5421961,-155.2351376
2016-01-16,-136.7173179,,-168.8003455,
2016-01-17,-137.6364784,-112.7127131,-167.6906568,-157.5173028
2016-01-18,-138.5847415,-112.504938,,
2016-01-19,,,,-157.527298
2016-01-20,-139.7373699,-114.0229155,-171.7225772,
2016-01-21,-139.447322,,-173.3038145,-158.9211747
2016-01-22,,-115.4209521,-174.1301965,
2016-01-23,-139.6573799,,,-154.3816119
2016-01-24,-141.9241672,-118.9283798,-178.0222383,-158.6977702
2016-01-25,-144.7687117,,,-161.2191806
2016-01-26,,-122.4585448,-185.4634359,
2016-01-27,-150.0035644,,-187.6793788,
2016-01-28,,,,-168.1227467
2016-01-29,-149.1245415,-121.7697275,,-168.7894527
2016-01-30,-147.1243415,-120.7779713,-181.426221,-163.1338927
2016-01-31,-147.4887811,-120.6157669,,
2016-02-01,,,-181.1126067,
2016-02-02,,-123.6158643,,
2016-02-03,,,-185.5372524,
2016-02-04,,-126.4781381,-187.6036445,
2016-02-05,-156.189546,,,-171.2702542
2016-02-06,-155.2235824,,-186.9400864,-169.5952103
2016-02-07,,-124.5919259,,
2016-02-08,,-124.0637886,,-172.557812
2016-02-09,,,-186.0545682,-172.7718747
2016-02-10,,,,-172.1504498
2016-02-11,-148.3842835,-118.1206447,-177.3037494,-168.9704467
2016-02-12,-142.6732181,,-166.6102062,
2016-02-13,,-111.3637993,-153.4254039,-160.0750658
2016-02-14,,,-154.3258139,
2016-02-15,,-110.4131516,-157.8752015,-151.8428269
2016-02-16,-136.9922985,,-163.341942,
2016-02-17,,-113.6909256,,-159.5420608
2016-02-18,-140.136284,-113.9819459,-167.3671738,
2016-02-19,,,,
2016-02-20,-138.941868,,-167.8726805,-161.7350717
2016-02-21,,,-169.8848508,
2016-02-22,,,,
2016-02-23,,-112.4072006,-167.6094658,
2016-02-24,-136.7499577,,-166.3533741,-159.0463898
2016-02-25,,-112.6031977,,-161.2165362
2016-02-26,,-112.4118,,-162.0729465
2016-02-27,,,,-162.3947104
2016-02-28,-135.2137809,,-160.1159283,
2016-02-29,-132.8267671,-108.4707245,-159.9440389,
2016-03-01,,-107.5600266,-161.4261814,-159.3779751
2016-03-02,-131.1364325,,,
2016-03-03,,-103.664097,,
2016-03-04,,,,-154.1611066
2016-03-05,,,-139.7152637,-150.9778813
2016-03-06,-119.6559267,,-140.9579292,-150.6796289
2016-03-08,,,-126.7908278,-144.3232696
2016-03-09,-109.4553605,-93.78268357,,
2016-03-10,,-96.24224062,,
2016-03-11,-118.9035829,-99.35464281,,
2016-03-12,,-102.3640593,-144.9897534,
2016-03-13,,-104.508644,-148.6286298,
2016-03-14,,,-148.8534222,
2016-03-15,-128.546504,-106.6913951,,-158.1341973
2016-03-16,,-107.2213947,-151.5235295,-158.5075972
2016-03-17,-127.7942553,,,
2016-03-18,,,,
2016-03-19,,-102.9235392,,
2016-03-20,-122.6381024,-101.1483954,-137.4358642,
2016-03-21,-118.1495495,,,-151.8684497
2016-03-22,-118.7909932,-98.66035883,-133.3125076,-151.4766579
2016-03-23,-117.0837827,,-134.6333563,
2016-03-24,,-98.52929374,,
2016-03-25,,-100.3360073,,-154.7814433
2016-03-26,,,,
2016-03-27,-124.2008956,-103.2769757,,
2016-03-28,,-103.9062056,-152.2070957,
2016-03-29,-127.1384106,-103.0023771,,-163.2043159
2016-03-30,-122.7350906,,-146.6454031,
2016-03-31,,,-140.9118763,-154.4976527
2016-04-01,-122.4627021,,,-154.9078623
2016-04-02,-120.6263171,-98.00496124,,-155.7956574
2016-04-03,,,-123.4171721,
2016-04-04,,,,-148.6030492
2016-04-05,,,-120.4164192,
2016-04-06,-116.1478632,,-116.8432292,-151.105545
2016-04-07,-115.3795062,-96.00409637,,-150.8184008
2016-04-08,-117.0463218,-97.05581247,-111.706434,-152.7125634
2016-04-09,-116.3739873,,,-154.0463658
2016-04-10,,-96.08841483,,
2016-04-11,-114.4983627,-96.1527263,,
2016-04-12,,,-105.0754893,
2016-04-13,,,,
2016-04-14,,,,
2016-04-15,,,-96.26771438,-154.0520235
2016-04-16,-108.3165686,-92.1901301,-95.00271107,-154.5758548
2016-04-17,,,-95.78735868,-152.6604737
2016-04-18,,,,
2016-04-19,-111.3173414,-94.35709081,-103.2394774,
2016-04-20,,,,-155.2574211
2016-04-21,,,-99.42862784,-154.4827763
2016-04-22,,-94.82997645,,
2016-04-23,-111.4447689,,-96.43248826,-157.5252519
2016-04-24,-111.0558492,-94.31893722,-96.74205108,
2016-04-25,-112.0440954,,-99.05097522,
2016-04-26,-112.6407358,-95.17277411,-98.16878168,
2016-04-27,-111.1604384,,,
2016-04-28,-111.6161368,,-97.07254912,-157.2266147
2016-04-29,-112.0722176,,-99.55966054,-158.5725679
2016-04-30,-111.012643,-93.49620808,-101.0263209,
2016-05-01,-107.9294687,-91.44011662,-100.2773112,
2016-05-02,,-88.33565476,,-154.5859472
2016-05-03,,-88.26623982,-90.88454917,-153.9635653
2016-05-04,,,,
2016-05-05,,,-91.72244993,
2016-05-06,-99.15645611,,-85.21697236,-150.6007429
2016-05-07,-96.32363151,,-77.98886168,
2016-05-08,,-83.33104093,,-148.8275645
2016-05-09,,-85.09523725,-83.88789328,-149.6461078
2016-05-10,-100.5962712,,-87.47173341,
2016-05-11,-103.5387721,-88.50033618,-89.55060135,
2016-05-12,,,,-154.6695304
2016-05-13,,-86.1788328,,-154.3153494
2016-05-14,-100.8467786,,-88.76704787,
2016-05-15,-98.31276666,-85.57535837,-86.25239981,
2016-05-16,,,-92.55936836,
2016-05-17,,-87.5581039,,-153.554499
2016-05-18,,-87.1906001,,-154.8910253
2016-05-19,,-86.81670455,,-154.3715023
2016-05-20,,-86.38722115,-93.65480819,
2016-05-21,,-87.15308592,-91.30117369,-151.7296833
2016-05-22,,,-92.50993177,
2016-05-23,-100.1628658,,,
2016-05-24,,,,-150.2210948
2016-05-25,-99.76949646,-87.83282444,,-152.8536205
2016-05-26,,-85.52611882,,-151.8591259
2016-05-27,-96.40711165,-86.1737133,,-150.5165161
2016-05-28,,-87.61314658,-86.41604022,
2016-05-29,-99.89762786,-86.90567483,,-150.6148918
2016-05-30,-99.81652882,-90.16772376,,-152.0598123
2016-05-31,-101.2873388,-86.92931566,,
2016-06-01,-94.98308295,,-72.76501644,
2016-06-02,,,-69.36720854,
2016-06-03,,,-72.15227517,-147.4038636
2016-06-04,-95.80025329,-84.46920085,,
2016-06-05,,-83.64701853,-73.32283687,
2016-06-06,-93.54125935,-82.25882317,,
2016-06-07,-91.0378656,,-66.57402348,-148.9237152
2016-06-08,,-79.1328877,-64.33933776,
2016-06-09,-87.01083,-77.6453909,-62.14649886,
2016-06-10,,,,
2016-06-11,,-74.32281298,-55.44275473,-142.4553733
2016-06-12,,-74.7446987,,
2016-06-13,-79.67355522,-73.40983278,-51.77974708,
2016-06-14,-80.40546456,,,
2016-06-15,,-68.88629379,,
2016-06-16,,,,-138.6268627
2016-06-17,,,-49.45301757,
2016-06-18,-73.88085356,-68.29280764,,
2016-06-19,-72.13207332,,,-135.5797209
2016-06-20,,-67.80193299,-49.79871159,
2016-06-21,-75.9125359,-70.2676837,,-137.9361312
2016-06-22,,-69.18019813,,
2016-06-23,-71.44268297,,-39.44899876,-137.5665742
2016-06-24,,-64.22564658,,-134.3586925
2016-06-25,,,,-134.6215742
2016-06-26,,,-44.59002671,
2016-06-27,,-70.87788851,,-137.8361429
2016-06-28,-76.53940104,-72.44490593,,
2016-06-29,-79.84735262,,-54.67795066,
2016-06-30,,,-51.49285908,-142.7410552
2016-07-01,,-74.73512245,-47.55466035,-144.5138951
2016-07-02,,-79.2763075,-49.87020486,-146.7591076
2016-07-03,,-81.05525734,,-148.5426109
2016-07-04,,,,-148.140921
2016-07-05,-87.04232595,-81.04072018,,-149.7745622
2016-07-06,,,-50.66918944,-149.7241428
2016-07-07,-87.69557299,-92.57803523,,-154.8304449
2016-07-08,,,-53.91003575,
2016-07-09,-82.74566015,-87.14040882,-48.58080209,-154.6974393
2016-07-10,-78.46684015,,-45.05184158,-152.6215076
2016-07-11,,-70.6775085,-31.75736059,-142.9346279
2016-07-12,,,-20.7834846,-143.4150725
2016-07-13,,-66.58674869,-18.9134888,-143.1129377
2016-07-14,,,,-146.1789449
2016-07-15,-63.14902656,-76.99607819,,-144.1804899
2016-07-16,,-79.65692466,,
2016-07-17,,,-33.3353105,-137.1323996
2016-07-18,,-72.44682719,,
2016-07-19,,,,-137.3307029
2016-07-20,,-76.290063,,
2016-07-21,-75.83964598,-67.4779634,,
2016-07-22,-76.14170392,-65.53725647,,
2016-07-23,-71.06775952,,-14.71841863,-136.1840531
2016-07-24,-59.63614416,,,
2016-07-25,,,,
2016-07-26,,-54.49781876,-8.954992157,-125.2942932
2016-07-27,-51.18557477,-62.16059449,-9.093569191,
2016-07-28,,-65.09627948,,
2016-07-29,-48.69548569,,,
2016-07-30,-45.86786936,,-6.194265366,-121.8862163
2016-07-31,-47.7621682,-52.84165786,,
2016-08-01,,,-9.14359615,-121.4883647
2016-08-02,-46.72213653,-48.00873143,-10.86755461,
2016-08-03,-44.46329241,-45.29933591,,-119.1232876
2016-08-04,,,-9.773613834,-123.055059
2016-08-05,,,-18.51266739,-123.5353132
2016-08-06,,,-18.68395892,-121.583571
2016-08-07,-45.983895,-53.05090911,,
2016-08-08,-47.03444783,-52.91682714,,
2016-08-09,-46.74601614,,-16.46277936,-124.7529344
2016-08-10,-45.25879886,,,
2016-08-11,,,-11.32076558,
2016-08-12,-36.33661661,,,
2016-08-13,-35.80836923,-55.45040527,,-118.8049349
2016-08-14,,,,
2016-08-15,,-48.47699897,-5.055581928,-114.0583118
2016-08-16,-31.25891648,-46.53725906,-1.498281968,
2016-08-17,-27.94832483,,,-113.5511614
2016-08-18,-25.59776718,-46.64288181,,-110.477341
2016-08-19,,,-6.405842923,-111.4595835
2016-08-20,,,-6.493714042,-108.9054983
2016-08-21,,-42.73100299,,-108.292329
2016-08-22,-22.51025896,-41.6101423,-11.91447277,
2016-08-23,-23.36400284,-42.30115178,-14.817046,-106.3321246
2016-08-24,,,-14.0600764,-104.5288886
2016-08-25,-20.83879553,,,
2016-08-26,,,,
2016-08-27,,-40.31189484,,
2016-08-28,-25.97494753,,-35.16340369,-105.9596962
2016-08-29,-28.32064806,-43.474241,-47.92813268,-107.9476946
2016-08-30,-29.60067006,-44.48682265,,-110.2091014
2016-08-31,-28.41860739,,,
2016-09-01,-27.66127392,-43.86471206,-64.67274643,-109.8232617
2016-09-02,-26.12009604,-42.98337244,-63.33398121,
2016-09-03,,,-60.63546716,-106.3445379
2016-09-04,-20.98154148,-39.37417229,-60.34842078,
2016-09-05,-21.01889015,-39.10997385,-62.72645843,-105.2358193
2016-09-06,-20.38592083,,,-104.1618077
2016-09-07,-19.12801466,-38.15679103,,
2016-09-08,-19.16444345,,,-101.5698118
2016-09-09,,-37.39201,,
2016-09-10,-16.80876953,-36.32961177,,
2016-09-11,-17.65251509,,-61.45640424,
2016-09-12,,,-62.05381686,-99.58421739
2016-09-13,,,-61.2231183,
2016-09-14,-17.81526799,-35.7695667,,
2016-09-15,-16.0863108,,,-99.83426805
2016-09-16,-15.64850855,,-64.81133719,-98.39649023
2016-09-17,,-33.74038878,,-97.4055441
2016-09-18,,-33.85193706,-66.40675567,-96.30125151
2016-09-19,,-33.01889975,,-94.43236425
2016-09-20,,,,-98.2024576
2016-09-21,,-35.33504353,,
2016-09-22,-21.74747906,-35.23198044,-82.76224751,
2016-09-23,-22.47314908,,-84.20849239,-98.99358061
2016-09-24,,-35.54840391,,
2016-09-25,-22.48972828,-34.75509591,,-98.63439518
2016-09-26,,,,-97.17817422
2016-09-27,-18.7907037,-32.00917848,-71.40523243,-94.36999468
2016-09-28,,,-67.29314882,-94.97524281
2016-09-29,-18.49798538,,,-92.86921403
2016-09-30,,-34.57267381,-75.73135464,
2016-10-01,-24.04298002,-37.02186388,,
2016-10-02,-29.10177728,-39.77288792,,-96.36985109
2016-10-03,,-41.58295135,,
2016-10-04,-35.09799239,,,-100.5871251
2016-10-05,,,,-102.4179288
2016-10-06,,,-70.74692737,-102.0673142
2016-10-07,-34.1196982,-40.76479608,-68.10218905,-101.6749695
2016-10-08,-34.52196095,-41.25152157,,
2016-10-09,,,,-102.6010777
2016-10-10,,-41.79487718,,-105.7505501
2016-10-11,-37.44216549,,-84.13868288,-106.6118323
2016-10-12,,,-85.37941338,-105.4441045
2016-10-13,,-44.56681777,-84.98419787,
2016-10-14,,,-86.07478373,
2016-10-15,-42.49042347,,,-105.4573292
2016-10-16,,,-83.85209394,
2016-10-17,-44.12246546,,,-107.4441912
2016-10-18,-45.04532033,-47.6841391,,-106.7239938
2016-10-19,,,-82.16196277,-108.6619465
2016-10-20,,-46.57624225,-78.76078343,
2016-10-21,,,,-107.1832295
2016-10-22,,,-69.18431581,-106.0988125
2016-10-23,,-48.10345471,-69.8507793,
2016-10-24,,,,-107.096213
2016-10-25,,,,-109.763097
2016-10-26,,-55.63039459,,
2016-10-27,-53.5951142,,-86.5064883,
2016-10-28,,-59.48879504,,-113.9867252
2016-10-29,-58.25684383,-61.34431471,-90.43618841,
2016-10-30,,-63.31696593,-94.42697292,
2016-10-31,,,-99.94982051,-119.7001681
2016-11-01,,,-102.0560818,-121.2437872
2016-11-02,,-69.80993068,-104.9785257,
2016-11-03,,,,-126.2782543
2016-11-04,-77.76040936,-73.04949707,,
2016-11-05,,,-114.6211533,-133.1731601
2016-11-06,,,-114.6405751,
2016-11-07,-79.82680063,,,-134.6498538
2016-11-08,-77.53588632,-73.56523148,,
2016-11-09,,,-114.2846505,-129.5556885
2016-11-10,,,,-129.5825497
2016-11-11,-85.27894084,,-122.9165135,
2016-11-12,,,,
2016-11-13,-92.03053495,-82.8148425,-127.0287479,
2016-11-14,-91.37320078,,-124.1590822,-143.1644985
2016-11-15,,,-120.5164841,
2016-11-16,-88.89088608,,-118.8193983,-143.5147073
2016-11-17,,,,-141.8792343
2016-11-18,-87.00304926,-81.54616798,-115.3865922,-141.3116052
2016-11-19,-87.70771016,-81.23173912,,
2016-11-20,-87.37141099,,-110.4314898,-139.6370195
2016-11-21,-87.03728889,,,-140.140596
2016-11-22,-84.6281981,,,-138.4843758
2016-11-23,-81.34145225,-81.58439604,,
2016-11-24,,-86.16977778,-120.8843126,-130.3456597
2016-11-25,,,,
2016-11-26,-96.53270936,-92.277286,-136.0607889,
2016-11-27,,,,-145.8909119
2016-11-28,-101.9335025,-93.1130773,,
2016-11-29,,,,-148.891557
2016-11-30,,,-141.8037155,
2016-12-01,,,-143.1041787,-147.8024562
2016-12-02,-103.5787541,,,
2016-12-03,-105.0438257,-93.59681049,-144.0249466,
2016-12-04,,-92.55138181,-142.839567,-150.4996744
2016-12-05,,,,
2016-12-06,,,,-149.7320422
2016-12-07,-103.5203607,,,
2016-12-08,-104.4133254,-93.15063341,,
2016-12-09,-103.6881322,-93.11926938,-145.7425514,
2016-12-10,-102.5699871,-92.69661288,,-149.9942708
2016-12-11,,,-146.4213119,
2016-12-12,-101.9638236,,,
2016-12-13,-101.5393896,,,-146.2549731
2016-12-14,,,,
2016-12-15,,,-147.2549301,-144.7665546
2016-12-16,-106.5984321,,,
2016-12-17,-107.9674792,,,-150.6169497
2016-12-18,-110.9432916,-98.3907833,,
2016-12-19,-111.1681694,,-155.6227421,-153.7428052
2016-12-20,,-97.58292216,-152.6562386,
2016-12-21,,,-149.7196593,-149.6068804
2016-12-22,,-97.84993357,-147.4011849,
2016-12-23,-109.5140203,-98.41849313,,
2016-12-24,-111.236621,-98.97735629,,-151.6002151
2016-12-25,-109.1473883,,-151.3822221,
2016-12-26,,,,-148.7364005
2016-12-27,-110.5700365,,,-149.9330844
2016-12-28,-115.1474414,-104.2386205,,-152.401328
2016-12-29,-118.1961755,-105.8709881,,
2016-12-30,-119.0794466,,-162.9360778,
2016-12-31,-120.8951964,,-164.5526858,-157.7768947
2017-01-01,,,-165.6688773,
2017-01-02,,-108.1023742,,-161.4907644
2017-01-03,,-107.0723212,,
2017-01-04,-120.6729354,-106.6399919,,
2017-01-05,-117.3873396,,,-158.2568968
2017-01-06,,-106.078421,-154.9507592,-155.4721484
2017-01-07,-116.9937191,-106.6993001,-153.8923053,
2017-01-08,,,,
2017-01-09,-121.7734065,-109.9798083,-158.1921891,
2017-01-10,-124.0737826,-111.379298,,
2017-01-11,-122.9174017,,,
2017-01-12,-124.8408177,,-164.2326577,
2017-01-13,,-114.0127901,-165.2937625,-162.3889837
