Datetime,Strain1,Strain2,Strain3,Strain4
2013-11-29,-63.47185699,-44.69522764,-95.63217298,-51.52937457
2013-11-30,-68.63395738,-46.16813717,,-55.40292883
2013-12-01,-70.00808542,,-101.3080603,
2013-12-02,-72.02360277,-47.20577024,-101.0652082,-58.30225771
2013-12-03,-74.06246439,-47.3734264,-101.5186726,-60.85479687
2013-12-04,-72.24393857,-47.73342996,-100.9348554,
2013-12-05,,,-100.9954392,
2013-12-06,-71.58076657,-48.05344386,-101.012393,
2013-12-07,,-48.76576147,-101.6426878,-59.33638802
2013-12-08,,-49.01259007,,
2013-12-09,-74.43454682,,,-60.95102551
2013-12-10,-71.9201657,-50.3135249,-102.9375656,
2013-12-11,,,-106.2664896,
2013-12-12,-76.69072524,-52.54486759,-108.2596418,-61.90393183
2013-12-13,-77.70110548,,-110.7126716,
2013-12-14,-80.10821414,,,
2013-12-15,-81.39157857,-55.1845308,-112.4899944,-64.54360755
2013-12-16,-79.6946809,,,-65.47279369
2013-12-17,-79.44888463,-55.93376932,-113.1387357,-64.44709199
2013-12-18,-79.70570143,,-113.7347084,-62.95780675
2013-12-19,-76.88878098,-60.49563641,-115.9599052,-61.67592493
2013-12-20,-87.12364963,-62.76582203,-118.7400283,-65.77368844
2013-12-21,-87.4016483,-65.77009397,-121.5394693,-68.6813771
2013-12-22,-91.61549306,-67.40642323,-124.7251259,-70.78442041
2013-12-23,-94.3023487,,-127.0998738,-73.55665099
2013-12-24,,-70.02025429,,-76.5489582
2013-12-25,,-71.25686897,-130.6845673,-78.72582654
2013-12-26,-99.37800677,-72.19078004,-131.6492764,
2013-12-27,-99.07765869,-71.41999544,-131.9723895,-78.19448134
2013-12-28,-100.3752694,-74.51449571,,-77.98682978
2013-12-29,-102.3762409,-75.39827282,-136.6769523,-80.59805712
2013-12-30,-104.4235184,-75.751684,-137.1035369,-82.58498475
2013-12-31,,-76.33366512,-136.7654509,-83.04564992
2014-01-01,-105.4668838,,,
2014-01-02,-104.8066098,-75.17468714,-134.1128684,-85.08628269
2014-01-03,-103.2319154,,-134.4227982,-83.52739553
2014-01-04,-103.1474658,-74.56557054,-133.7465195,
2014-01-05,-101.4996486,-73.45052179,,-84.0646906
2014-01-06,,-73.37378402,-133.4731397,-84.63038972
2014-01-07,,-73.78439132,,
2014-01-08,-98.07283441,,-130.6219857,
2014-01-09,-99.06674857,-75.85118299,,-78.63840914
2014-01-10,-102.0635493,-76.73649286,-131.7010327,-82.32906421
2014-01-11,,-79.1238112,-133.163067,-80.63438302
2014-01-12,,-79.11017795,-132.3951651,-82.56178213
2014-01-13,-106.0913218,,-133.4522612,-84.73219099
2014-01-14,-107.5050076,-80.72202965,-133.8313524,
2014-01-15,-108.0798953,-81.2201414,-133.9026735,
2014-01-16,-110.0333402,-82.04081515,,
2014-01-17,-110.7026322,,,-89.44971963
2014-01-18,,-81.8944456,-135.9641012,-89.67487899
2014-01-19,-110.020913,,-136.7164027,
2014-01-20,-109.7989216,-82.72449862,-138.3553962,
2014-01-21,-110.7509323,,-140.3835283,-91.42841593
2014-01-22,-112.1855936,,-142.0887824,-92.46690571
2014-01-23,-113.0117044,-82.95479003,-143.0792352,-93.69710841
2014-01-24,-114.5925122,,-143.1788708,
2014-01-25,-112.7761661,,-141.6534937,-95.026493
2014-01-26,,-80.67956114,,-92.49572843
2014-01-27,,-79.49211533,-137.7489002,-91.34417551
2014-01-28,-106.4733285,-78.77426411,-135.8570999,-90.48482813
2014-01-29,-103.3362253,-78.37935355,-133.7758234,-87.20622555
2014-01-30,,-77.93910413,-129.7170615,-86.41799874
2014-01-31,-104.7375168,-78.4346117,-127.9511266,
2014-02-01,-104.2689109,,,-87.85598399
2014-02-02,-100.4008799,,,-85.29722121
2014-02-03,-99.20205091,-73.96299807,,-82.66713207
2014-02-04,-94.99451822,,-111.6419888,-80.03847434
2014-02-05,-93.88000264,,,-78.23292508
2014-02-06,-92.05937246,,-116.3266692,
2014-02-07,,,,-77.96269094
2014-02-08,-100.7083919,-81.24037718,-120.6708604,-78.93282031
2014-02-09,,,,-81.79521113
2014-02-10,-102.8436959,,-126.7508889,
2014-02-11,-105.26021,-87.48407021,-130.068286,-84.37886243
2014-02-12,-110.5524969,-89.17643851,-133.9248582,
2014-02-13,,-90.41142354,-135.5605049,-91.46161693
2014-02-14,-114.2469188,-91.8078311,,-92.65868433
2014-02-15,-117.8362967,,,
2014-02-16,-119.0174055,,-138.9199503,-97.13337353
2014-02-17,-117.5921703,-92.51176013,-137.9414134,
2014-02-18,,-92.97077515,,-95.15183784
2014-02-19,,,-136.3903873,
2014-02-20,-119.5544875,-93.49230282,-137.5255006,
2014-02-21,-121.9491356,-93.44036815,,-98.702819
2014-02-22,-123.1450892,,-137.0903349,-102.1757642
2014-02-23,,-90.89113612,,-100.2630573
2014-02-24,,-89.74274474,-130.9497863,-99.73094912
2014-02-25,-112.3784809,-89.0983872,,
2014-02-26,-112.9276646,-89.34968164,-123.1328252,-95.3618771
2014-02-27,-113.4185462,-89.39502754,,
2014-02-28,-110.5230747,,-118.7115843,-93.86837862
2014-03-01,-109.4056812,-89.82124653,-117.4105919,
2014-03-02,,-91.00126417,-118.6789904,-92.2295891
2014-03-03,-115.8501433,-92.31276552,-120.7520487,-94.13541758
2014-03-04,-119.0066045,-91.66741838,,-96.59204382
2014-03-05,,-91.13866221,,
2014-03-06,,,-117.8118686,-99.40655157
2014-03-07,-115.5073253,-89.69416778,,
2014-03-08,-114.6531209,,-117.1636192,
2014-03-09,-115.9931644,,,-97.56421704
2014-03-10,-116.504759,-88.62501509,,-98.73284911
2014-03-11,-115.3744508,-88.15286182,-116.3629604,-98.09699005
2014-03-12,-113.5214031,-87.18869245,,-96.66068086
2014-03-13,,-85.78518792,-109.7533418,-94.41252649
2014-03-14,,-85.64842535,,
2014-03-15,-112.3825589,-85.43217616,,-97.62136311
2014-03-16,-111.1900937,-83.94058218,-111.9995194,-98.90574932
2014-03-17,,,-108.9140819,-98.01760198
2014-03-18,,,-103.4270289,-96.68766814
2014-03-19,-98.608449,,,-93.3422876
2014-03-20,-96.2817073,,,-89.67611159
2014-03-21,-96.84472131,-76.9465271,,-89.76860435
2014-03-22,-97.69488624,-77.14402394,-97.21553057,
2014-03-23,-98.19585392,,,-91.26619484
2014-03-24,,-77.00801731,-96.83748705,
2014-03-25,-94.48008482,-76.05928509,,-88.27757167
2014-03-26,-93.18076619,-74.75249323,-86.11108659,-88.36353736
2014-03-27,-91.32847981,,,-87.10518662
2014-03-28,-88.12126754,-71.19779018,-76.61822803,-85.10386056
2014-03-29,-84.19582169,-69.33529357,-70.22161513,-82.62417968
2014-03-30,,-66.55773888,-65.9646314,-81.20269311
2014-03-31,-81.92919924,-65.14601443,-66.47548648,-79.76447747
2014-04-01,-84.13107194,-65.65669658,-70.56688355,-83.03021717
2014-04-02,,-66.07079508,,-82.87054473
2014-04-03,-83.03192855,-65.10677422,,-83.14658477
2014-04-04,-82.61658903,,-74.41372672,-84.58609417
2014-04-05,-82.33008798,-63.45633826,-75.64094649,
2014-04-06,-81.12759109,-63.02553404,,-83.65497393
2014-04-07,-80.45382464,,-75.15567331,
2014-04-08,,-63.6040347,,
2014-04-09,-80.93210454,-63.04284767,,-83.27398433
2014-04-10,,,,
2014-04-11,-75.68475858,-59.51720642,-66.65805746,-82.1149401
2014-04-12,,-59.87862928,-63.05650218,
2014-04-13,-75.74667817,-61.19021126,-64.08662896,
2014-04-14,-78.79656856,-62.95494274,-66.22172167,
2014-04-15,-80.26524324,-63.6688227,-66.31991638,
2014-04-16,-79.74861706,,-62.87580237,-83.67081842
2014-04-17,-80.00816367,-64.69354709,-61.87577052,-84.96128665
2014-04-18,-81.13042855,-64.97040048,,
2014-04-19,-79.96810762,-64.30033194,,-85.32921327
2014-04-20,,-65.10094527,,-84.43133605
2014-04-21,-81.8691898,-66.26443965,-57.89035821,
2014-04-22,-82.21372021,,,-85.35798338
2014-04-23,-85.60322149,,-59.75978257,-87.09571035
2014-04-24,,-68.32719246,,-88.19343699
2014-04-25,,-67.36329744,,
2014-04-26,-85.12360289,,-53.01992702,-87.58175457
2014-04-27,-85.99720076,,,
2014-04-28,-84.79567717,-67.77190586,-55.43063047,
2014-04-29,,-67.59118536,,-91.08230519
2014-04-30,-85.29355415,-66.34704947,-60.44881833,-90.95512491
2014-05-01,,-64.73970095,,
2014-05-02,-80.19134589,-63.01003433,-62.13247256,-90.76028546
2014-05-03,-78.80418968,-61.67264205,,-90.70193283
2014-05-04,-78.28115781,-61.70907221,,-90.7051052
2014-05-05,,,,-88.45833652
2014-05-06,-78.62081574,-61.88099607,-71.20316062,
2014-05-07,-78.91733308,-61.66586161,-74.99709701,
2014-05-08,-76.49038617,,-72.27275255,-89.80638178
2014-05-09,-73.40433287,,-67.51290105,-88.77165507
2014-05-10,-73.45604936,,-62.29975111,
2014-05-11,,-58.37964832,,-85.14820791
2014-05-12,-76.23854155,,-59.90424987,-87.03818906
2014-05-13,,-60.47388695,-62.31870484,-90.22981517
2014-05-14,-74.51576088,-60.43084995,-56.96826601,-90.11326596
2014-05-15,,-61.18835322,-53.80746427,
2014-05-16,-77.9249101,-60.19695967,,-90.20526408
2014-05-17,,-61.70790355,-61.82340117,-91.88319611
2014-05-18,-77.10401443,-59.79321089,-61.21630204,
2014-05-19,-74.16322166,-58.65435889,-55.88371429,
2014-05-20,,-61.77793739,-56.70123384,-89.48445749
2014-05-21,,-59.78763217,,-86.98257504
2014-05-22,,-57.28382594,-45.96066662,-86.62537984
2014-05-23,-71.27832481,-56.07197564,-40.87729643,
2014-05-24,,,-36.41778235,-86.86424294
2014-05-25,,-53.50100914,-29.86404434,
2014-05-26,,,-24.31033091,-84.23251866
2014-05-27,-66.51752606,,,
2014-05-28,-64.94160544,,,-86.27643055
2014-05-29,,-52.39097542,-31.20353512,-86.00979334
2014-05-30,-62.65634751,-51.13143369,-28.42974925,
2014-05-31,,-50.26104743,,-87.370631
2014-06-01,-59.38229289,-51.8598427,,-85.30939067
2014-06-02,-60.6104149,-51.12563309,-21.89121272,-82.49156605
2014-06-03,,-49.13317172,-20.27715973,-82.50456171
2014-06-04,-56.39917894,,-26.30156066,
2014-06-05,-56.97155359,-52.67203672,,
2014-06-06,,-47.71993302,,-78.53438698
2014-06-07,-54.30106884,,,-78.54616602
2014-06-08,-50.69063838,,-26.4352586,-79.58814485
2014-06-09,-49.82149876,,-24.4032484,-79.6039649
2014-06-10,-47.93983347,-42.95237604,-22.7253361,-80.05697572
2014-06-11,-45.17149829,-44.60207848,-23.09894573,-80.51792065
2014-06-12,-42.75108634,-44.92103599,,-76.24961696
2014-06-13,,-40.52489555,-23.17881071,
2014-06-14,-42.77303463,-40.33939619,-24.8242647,
2014-06-15,,-38.47275771,-25.96144384,-74.28091081
2014-06-16,-41.25467682,-37.31977671,-24.14670546,-74.88770701
2014-06-17,-40.40796866,-39.30443316,-25.0400347,
2014-06-18,,-40.92862097,-27.23610562,-71.28352965
2014-06-19,-41.61278671,,,-71.03353358
2014-06-20,-39.04848181,-36.65385305,-19.99474215,
2014-06-21,,,,-65.32679184
2014-06-22,-38.95345817,-32.96568147,-15.99611556,
2014-06-23,,-32.50316238,-17.26023515,-65.91280926
2014-06-24,,-32.44635124,,
2014-06-25,-40.79895154,-34.13865263,,-72.21770717
2014-06-26,-42.75257779,-35.09826233,,-71.23649749
2014-06-27,-41.97899266,,-15.37856174,-72.77117799
2014-06-28,,,,-72.93731533
2014-06-29,-41.28354899,-37.5224634,,
2014-06-30,-40.69881746,,-10.87357018,-76.0974432
2014-07-01,-40.2134176,-40.02177426,,-75.91092124
2014-07-02,,,,-76.0306063
2014-07-03,,-41.75901212,,-74.08028131
2014-07-04,-40.59639378,-40.45011749,,
2014-07-05,-40.57835905,-42.50175805,,
2014-07-06,,-44.61802212,,-76.04667795
2014-07-07,-47.91503455,,-12.76120183,
2014-07-08,-40.678004,-44.3239926,-4.430577077,-79.22077924
2014-07-09,,-48.04381335,-14.26114732,-73.4696426
2014-07-10,-41.08807737,-38.80266274,,-75.23863696
2014-07-11,-39.20361045,,4.054185205,-74.28066791
2014-07-12,,,-3.347133123,-77.53541906
2014-07-13,-40.68781287,,,-74.78398328
2014-07-14,,-34.8173516,1.767732896,-75.02830663
2014-07-15,-37.02578792,,-7.319048765,-79.96453811
2014-07-16,-42.59051177,-39.86225276,-7.783579214,-79.00452253
2014-07-17,,-38.77033024,,-78.39396251
2014-07-18,,,-6.933382465,-79.42244116
2014-07-19,-51.73913643,,,
2014-07-20,-49.76938622,-42.98857292,-6.252131011,-79.74618518
2014-07-21,-35.76129775,-45.41007497,0.9233297,
2014-07-22,-41.57469736,-38.27892012,6.815293506,-81.74391617
2014-07-23,-51.0045846,-34.7186375,3.862903398,
2014-07-24,,-30.26324528,25.37529195,
2014-07-25,-36.45571747,,8.250272788,-75.73892679
2014-07-26,,,-6.192716958,
2014-07-27,,,-7.94816636,
2014-07-28,-37.44420591,-35.79966182,,
2014-07-29,,,4.610047854,-71.63976233
2014-07-30,,,,
2014-07-31,-23.11116329,,-10.52018414,-72.60328961
2014-08-01,,,-3.489367417,-70.04095418
2014-08-02,-16.15405533,-28.50632248,-4.613530055,-72.39318295
2014-08-03,-12.95529761,-31.69247195,-9.152455464,
2014-08-04,-13.86813262,-29.41569314,,-69.46890214
2014-08-05,-12.36486307,,-3.372929675,-71.03592634
2014-08-06,-5.80091174,-32.04363511,,
2014-08-07,,,,-67.55778629
2014-08-08,-5.938825108,-36.9146952,,
2014-08-09,-10.71371364,,,-64.72461731
2014-08-10,-15.18876908,,-31.62968205,-62.77486591
2014-08-11,-21.56451017,-39.23614599,-35.18440596,
2014-08-12,-25.96784575,-35.33884276,-32.6989594,-57.42073847
2014-08-13,-29.84142604,-30.85614032,,-56.83221634
2014-08-14,-32.20213644,-30.91397653,,-61.11580572
2014-08-15,,,-23.47971929,
2014-08-16,-30.93654522,-34.32366716,-23.16724205,-69.52052236
2014-08-17,-28.61311339,,-21.97011048,
2014-08-18,-28.69223652,,-25.0540355,
2014-08-19,-29.88405222,-36.66706641,-27.51386955,-69.21532627
2014-08-20,,-36.31162529,,-69.79227402
2014-08-21,-32.22253719,-38.24600424,-33.48593912,-69.69132667
2014-08-22,-30.88103129,,-28.36691854,-71.5294929
2014-08-23,-28.94889283,-38.29720526,-33.4754107,-72.93408657
2014-08-24,-32.72330042,-37.26967081,,
2014-08-25,,,-24.04475054,-66.17203469
2014-08-26,-31.36037651,,-21.61528537,
2014-08-27,-28.5705932,-28.58432212,,-69.83566263
2014-08-28,-31.52428522,,,-69.46546828
2014-08-29,-31.05044563,-32.44259128,-15.93273463,-72.01527868
2014-08-30,,,,
2014-08-31,-32.96356896,-30.82845297,,
2014-09-01,-28.3548308,,-13.86938728,-74.23417722
2014-09-02,-33.47087241,-36.72802384,-18.9746596,-72.46870469
2014-09-03,,,,
2014-09-04,-37.71355155,-35.09754424,-22.01944491,-74.09520772
2014-09-05,-36.39218655,-36.82654357,-27.81645693,
2014-09-06,-38.35227705,,-38.2168319,-76.68043677
2014-09-07,-38.4568441,-35.11416246,-31.18554731,
2014-09-08,,-32.27172552,,
2014-09-09,-35.23897654,-29.49387467,,
2014-09-10,,,,-72.1789613
2014-09-11,-29.73030683,-29.77608702,-10.58979448,-72.00083627
2014-09-12,-27.08640342,,-5.294783732,
2014-09-13,-26.78710891,-33.85251271,,
2014-09-14,-30.40240474,-38.18937917,,
2014-09-15,-31.78247278,-37.10336003,-26.61412534,-72.46981309
2014-09-16,-31.10337707,-40.19637877,-29.07308128,-74.87367027
2014-09-17,-34.02252856,-41.55854965,-33.23801082,-74.33206424
2014-09-18,,-41.75250387,-37.16836759,-75.30671132
2014-09-19,,,-42.41875688,
2014-09-20,,-41.80301989,,-74.0338701
2014-09-21,,-47.06893212,-49.04742994,
2014-09-22,-45.8643356,-39.02039897,-42.03880535,
2014-09-23,,,-50.68406136,
2014-09-24,-48.49413568,,-51.90852334,-82.14822138
2014-09-25,-46.94519718,-31.86315012,-43.97759173,-83.66562731
2014-09-26,,-38.1630773,,
2014-09-27,,-38.84791648,-45.76404614,-84.59826801
2014-09-28,-40.95607233,-33.90630924,-36.23142153,-82.58827337
2014-09-29,,-30.92666413,,-82.16986758
2014-09-30,-32.71263938,-32.90658165,-31.95569234,
2014-10-01,-31.88031468,-36.28783798,,-85.2864067
2014-10-02,-29.7675949,-39.48143595,-41.17417548,-85.59805579
2014-10-03,,-43.46843302,-46.61106483,-89.16722041
2014-10-04,-29.2986068,-46.13050531,-54.16324041,-90.58390863
2014-10-05,-29.61608734,-48.43696897,-62.2583534,-89.9801011
2014-10-06,-28.31712877,,-64.55755796,-86.33010209
2014-10-07,-30.17602775,,,-88.11310088
2014-10-08,-32.11388497,,-76.63377007,-86.86627814
2014-10-09,,-49.58696676,-79.72277026,
2014-10-10,,-49.04613355,-80.51797617,-85.65553057
2014-10-11,-34.76447165,-48.29539695,-80.32914056,-84.48170475
2014-10-12,-35.11448089,-47.59752619,,-83.06910702
2014-10-13,-34.57915973,,-81.19963214,-82.77133312
2014-10-14,-35.55548102,-47.86169909,-85.48443324,-81.53283209
2014-10-15,,,-90.03807797,
2014-10-16,,,-90.27874295,-83.93504639
2014-10-17,,,-89.27067649,
2014-10-18,,-48.10584595,,
2014-10-19,-37.89678168,-47.43240919,-86.51446524,-81.97543694
2014-10-20,,,-85.46662891,-81.55335544
2014-10-21,-35.74130434,-45.17086265,-79.17863185,-79.27795363
2014-10-22,,-45.6996365,,-76.70230643
2014-10-23,-37.09166874,-46.66780275,-80.88178311,-77.9858061
2014-10-24,,-46.95556026,-81.63478588,-77.73981295
2014-10-25,-38.69975234,,-81.18060692,
2014-10-26,-38.34719568,-46.01029926,-80.61427221,
2014-10-27,-36.2204653,,-76.93783072,
2014-10-28,-33.82855624,-43.90511908,,
2014-10-29,,-45.16941345,-73.80401756,-67.51160939
2014-10-30,,-47.63188695,,-67.59825405
2014-10-31,-41.46195162,,,-72.35685549
2014-11-01,,-55.19670977,-81.25435435,
2014-11-02,,,-85.8399371,-85.70463163
2014-11-03,,,,-88.41813443
2014-11-04,-62.66934134,-63.06947186,-103.7281856,-92.58152093
2014-11-05,,-64.00549384,-108.1302304,-97.28992786
2014-11-06,-66.21208826,-64.69885043,,
2014-11-07,-68.53176994,-65.07249245,-108.1683135,-98.11411554
2014-11-08,-65.72045514,,-107.0955472,-94.65402366
2014-11-09,-69.56685825,-66.11849063,-108.2282056,-96.7552663
2014-11-10,-71.54195397,-67.55277163,-109.779409,-97.97222772
2014-11-11,,-68.19863843,-110.2863128,
2014-11-12,-75.07611977,,-110.1777819,
2014-11-13,-77.47522872,,-113.5464942,-105.0887093
2014-11-14,,,-117.3484355,
2014-11-15,-78.67105673,-68.52131249,-117.9783881,-105.8157075
2014-11-16,-74.82878287,-69.07630253,-119.0917144,
2014-11-17,,,-120.2291804,-102.6614573
2014-11-18,-76.55582744,,,
2014-11-19,-80.64990959,-70.001996,-123.3341045,
2014-11-20,,,-122.5585279,
2014-11-21,-79.04873925,,-121.5971532,-104.5591725
2014-11-22,-78.81741427,,-119.063732,
2014-11-23,-76.36102274,-64.93962564,-114.9469053,-102.5700482
2014-11-24,,-64.21450943,-109.6468953,
2014-11-25,-69.29074998,,-108.6329432,
2014-11-26,,-65.8335545,-107.757428,-91.98158916
2014-11-27,-76.50481693,-66.36149664,-107.7891248,
2014-11-28,-74.99838238,-67.59104851,-105.9408102,-93.29515177
2014-11-29,,-69.29680495,-107.8894452,-96.24348472
2014-11-30,,-71.02375843,,-96.84022306
2014-12-01,-77.78713194,-73.32565001,-111.2864342,
2014-12-02,-81.34976502,,-119.671808,-96.62257152
2014-12-03,-91.90585455,-79.46478955,,-106.8568794
2014-12-04,,,-127.271706,-105.6482376
2014-12-05,,-83.65716767,-133.07125,-109.1669332
2014-12-06,-97.94951048,,,-112.547873
2014-12-07,-102.1089944,-86.38883766,,-116.9424607
2014-12-08,-100.5449056,-86.22757324,,-116.0387088
2014-12-09,-100.3669514,-87.19106404,,
2014-12-10,-99.82525103,,-145.5110677,-115.1142113
2014-12-11,,-88.46119921,-144.584436,-110.9740692
2014-12-12,-100.5799498,-89.57846448,-146.8750687,-112.2106115
2014-12-13,-104.5084551,-90.3368257,-148.4304549,-116.1686475
2014-12-14,-106.3506027,,,
2014-12-15,-109.0544732,,-150.36378,-121.3732332
2014-12-16,-104.8074517,-90.88572612,-150.7031125,
2014-12-17,,-91.4204929,-152.4211427,-117.2258167
2014-12-18,-108.0022279,-90.28399395,-152.7301619,-119.3623104
2014-12-19,-109.6458785,,-154.5663399,-119.2762237
2014-12-20,-109.2938456,-91.02070208,-153.6219307,-119.9428549
2014-12-21,,-91.24734491,,-121.3214403
2014-12-22,-107.4436897,-92.21557291,,-116.5985735
2014-12-23,-109.6056081,-91.55862569,-155.0913172,-117.9238926
2014-12-24,-110.9126588,-92.96935718,-156.9214383,-121.1330888
2014-12-25,-110.3810345,-93.56537867,-157.0237971,-120.3196884
2014-12-26,,-93.31969312,-156.6745004,
2014-12-27,,-93.8203033,-156.7280264,-117.5155725
2014-12-28,,-93.68615182,,
2014-12-29,-114.0837864,,-156.5022368,-124.7056225
2014-12-30,,-94.02198132,-155.4818584,-125.6113899
2014-12-31,-112.9804347,-93.58865888,-153.5338978,
2015-01-01,-112.130029,,-155.0400241,
2015-01-02,-114.2357238,-95.33016164,-158.5056997,
2015-01-03,-115.3546395,,-160.5915528,-123.4678192
2015-01-04,,-96.07275554,,-127.3131086
2015-01-05,-118.4994555,-95.05270476,-158.7806384,-128.9404262
2015-01-06,-114.1464743,-92.69482372,-153.960419,-124.4567353
2015-01-07,-107.7929364,-93.27202354,-151.9850055,-115.253278
2015-01-08,-111.2173824,,-154.746514,-119.0199349
2015-01-09,-114.6502865,,-155.0479404,-124.3123776
2015-01-10,-114.6124231,-94.27521497,-153.6259084,-124.0208274
2015-01-11,,-94.00294493,-152.1522628,-124.1345984
2015-01-12,-114.4624826,-93.95967922,,
2015-01-13,-112.8096777,-93.67630726,-150.2489194,
2015-01-14,-110.861285,-92.93192519,-148.8421032,
2015-01-15,,-94.46376289,,
2015-01-16,-112.5837906,,-149.0543687,-119.8189997
2015-01-17,-115.3490261,-94.96597968,-150.2233909,-122.8817047
2015-01-18,-112.3459609,-94.88713032,,
2015-01-19,-115.7180849,-95.34522806,-153.1176187,-125.6745494
2015-01-20,-114.8123844,-95.94578033,-153.165644,-123.8989861
2015-01-21,-115.1756219,-95.56426607,-153.6095443,-125.8284027
2015-01-22,,,-153.5749136,
2015-01-23,-115.7920384,,,
2015-01-24,,-96.41007595,-157.0837607,
2015-01-25,,-95.35746152,-154.0710817,
2015-01-26,-112.1012154,,-151.9133754,-121.7753343
2015-01-27,-116.2970071,-94.83160286,-151.2234958,-123.4183011
2015-01-28,-114.4823384,-96.98015156,-151.0676916,-120.995005
2015-01-29,-109.8200019,,-152.9482403,-115.2168311
2015-01-30,-110.3056102,-102.9955297,-155.459025,-113.0792666
2015-01-31,-119.3547774,-104.855762,-158.1788167,-122.1561871
2015-02-01,,,-160.9465942,-122.179487
2015-02-02,-121.0619675,-108.6527782,-161.1519529,-120.7340257
2015-02-03,,,,-125.6899441
2015-02-04,-126.1362946,-109.9114048,,-128.1739602
2015-02-05,-128.0261908,-110.2912997,-162.9346805,-130.7966776
2015-02-06,,,-162.6503588,-134.9929027
